variant,R_peri_kpc,R_apo_kpc,z_max_kpc,min_r_sph_kpc,ecc,EJ_drift_rel
static_halo_0p85,0.028954054781161098,2.867263078689575,1.1088420152664185,0.3678090274333954,0.9800056049344177,
static_halo_0p85,0.12178022104716836,6.1762847900390625,3.544297218322754,0.1380283385515213,0.9613277345239202,
static_halo_0p85,0.04668665943097926,5.7684006690979,3.055392265319824,0.24605979025363922,0.983942920615505,
static_halo_0p85,0.14393603254845466,9.175561904907227,3.9620983600616455,0.7336124181747437,0.9691107753841618,
static_halo_0p85,0.22960113972552115,10.699417114257812,4.820855140686035,0.6443315744400024,0.9579832086671028,
static_halo_0p85,0.0672233134554096,5.373157978057861,2.5016276836395264,0.5257225632667542,0.9752872786470778,
static_halo_0p85,0.0409736342803107,8.109036445617676,4.434627056121826,0.08005520701408386,0.989945132857842,
static_halo_0p85,0.08230114282502465,3.5747108459472656,1.5092828273773193,0.4629416763782501,0.9549899518635954,
static_halo_0p85,0.0219678070562055,2.319438934326172,1.4945732355117798,0.02292276918888092,0.9812353772901196,
static_halo_0p85,0.09702228362113663,7.86736536026001,3.901723623275757,0.4714367389678955,0.9756359715374536,
static_halo_0p85,0.028830604809509407,8.098719596862793,4.4861836433410645,0.047556180506944656,0.9929054625085975,
static_halo_0p85,0.10331264743904806,5.054576396942139,2.2905967235565186,0.5632428526878357,0.9599399496382758,
static_halo_0p85,0.11926980155480355,6.165990352630615,2.5039939880371094,0.7835649251937866,0.9620477757073012,
static_halo_0p85,0.09367949798453563,3.6277804374694824,1.777327537536621,0.20794038474559784,0.9496544369095261,
static_halo_0p85,0.1324618854374852,8.19304084777832,3.9848310947418213,0.1365138292312622,0.9681792464234001,
static_halo_0p85,0.06905583349493155,7.497204780578613,4.218472480773926,0.06944436579942703,0.9817463772351471,
static_halo_0p85,0.11071584826199479,5.481929779052734,2.4988911151885986,0.575376033782959,0.9604066284045413,
static_halo_0p85,0.17359680748316209,7.509570598602295,3.844646692276001,0.17754539847373962,0.954811134963514,
static_halo_0p85,0.09757309098531163,7.429134368896484,3.031845808029175,0.808086633682251,0.9740728355644518,
static_halo_0p85,0.06039976138189846,3.443044662475586,1.5073438882827759,0.38024479150772095,0.965519783347729,
static_halo_0p85,0.05849508508034863,12.456376075744629,5.222066402435303,0.6942692995071411,0.9906519077458097,
static_halo_0p85,0.0824018145440611,6.2374796867370605,2.7909061908721924,0.6457914113998413,0.9739229874714083,
static_halo_0p85,0.01741475091504332,11.360956192016602,4.482658386230469,0.8070407509803772,0.9969389728982494,
static_halo_0p85,0.09540763165065486,6.75330924987793,3.7815136909484863,0.09545379877090454,0.9721385382689784,
static_halo_0p85,0.16276003272326525,11.477173805236816,4.232903003692627,0.8852588534355164,0.9720341996803328,
static_halo_0p85,0.029851540306412905,6.197790622711182,3.3282783031463623,0.2401660829782486,0.9904132127296318,
static_halo_0p85,0.14338462031941474,9.079429626464844,5.007083415985107,0.14446920156478882,0.968906536230108,
static_halo_0p85,0.21598855844947004,10.683579444885254,5.46151065826416,0.21672138571739197,0.9603675011003395,
static_halo_0p85,0.008381056473693495,3.1929359436035156,1.2853621244430542,0.42234039306640625,0.9947639946475206,
static_halo_0p85,0.1300455370708744,8.902741432189941,4.589163780212402,0.1304979920387268,0.9712058886114712,
static_halo_0p85,0.014349885931128212,3.4807002544403076,1.7630025148391724,0.08823070675134659,0.991788452036569,
static_halo_0p85,0.023905381185808473,2.5529696941375732,1.0098814964294434,0.21221621334552765,0.9814462242157328,
static_halo_0p85,0.10632800723160643,11.551101684570312,6.197293281555176,0.1083856076002121,0.9817578986032603,
static_halo_0p85,0.1300215881689231,10.458559036254883,4.553082466125488,0.6932056546211243,0.9754411676539512,
static_halo_0p85,0.21093970500940903,11.2891263961792,4.953124523162842,0.6673911213874817,0.9633150447739415,
static_halo_0p85,0.17791593431811722,9.4775972366333,4.800090312957764,0.4200764000415802,0.963147285666105,
static_halo_0p85,0.06597083624182376,3.869467258453369,1.959394931793213,0.15903793275356293,0.9664734473497374,
static_halo_0p85,0.005845277643428483,7.707231044769287,4.461544990539551,0.021124131977558136,0.998484320030273,
static_halo_0p85,0.05065801789550646,5.023831367492676,2.640784502029419,0.2045423686504364,0.9800342402759281,
static_halo_0p85,0.10242194623224571,6.850635528564453,2.873150110244751,0.7645134925842285,0.9705390192434039,
