source_id,J_R_catalogue,J_z_catalogue,J_phi_catalogue,J_R_timeavg,J_z_timeavg,J_phi_timeavg,J_R_fracdiff,J_z_fracdiff,J_phi_fracdiff
231283683952040960,817.272470971627,1.6006052763302854,32.529743266299356,742.7545131165697,75.45078183879824,32.52974130674056,0.10032649622333864,0.9787861008551243,6.02389910163199e-08
366349822607618944,747.8095263322106,9.216956186199122,6.257273561466696,687.8220563653362,75.89451687032393,6.257274155036854,0.08721364691889455,0.8785557038073311,9.486082016725247e-08
523562736800603392,808.2318113375286,0.024136375652289016,-7.035501768893983,714.1597814393317,95.74569260125509,-7.035500529351955,0.13172406559860073,0.9997479116292698,1.7618391512579254e-07
643909953807675008,769.9562962937994,40.08541172759301,-52.588445610003,723.8403948026515,94.12725734584991,-52.588441890929744,0.06371004136032075,0.5741359850706371,7.07203545466301e-08
653284836625084800,913.4185557007656,22.048819710551374,-20.944432256768717,868.3788187010562,72.88916718315845,-20.944431152234007,0.05186646199763497,0.6975021040486534,5.273643875915767e-08
711230886115419264,696.0381781176994,6.660965706726595,119.57872577356333,614.1499807009236,89.21641970862073,119.5787213065873,0.13333582999272847,0.9253392399237584,3.735594417013704e-08
823565034185868416,785.4126653369731,35.9646893525313,0.2782321942535254,732.3247832805198,100.19789768905106,0.2782321564930684,0.07249226472800903,0.6410634336446634,3.7760456983448876e-08
1080715442139486720,656.0441993369059,2.5184057196786545,-96.72833509202927,637.0816839292387,20.51215092795974,-96.72833247103084,0.02976465323993425,0.8772237134699579,2.70964914094068e-08
1110075499275305472,754.7680431120339,5.811203515519001,33.87039102119051,666.6681950975316,98.5079368909442,33.87039062434179,0.13214946904976255,0.9410077634459806,1.1716685633215829e-08
1347177897539700736,651.3315302505405,2.7907100750765674,67.32961476394699,585.0887776460429,71.56703539350163,67.32960885796093,0.11321829290763119,0.9610056493225936,8.771751622679083e-08
1362491586253153408,633.8347842261588,101.98418444902786,-70.05425244844635,657.1922730098702,88.29199434839533,-70.0542495205358,0.035541332031699874,0.1550785006237814,4.1794902713083124e-08
1388416077571124096,658.3335985107835,6.0694585533325025,-54.25241990529415,624.5049185088016,41.615682656498315,-54.25241919120804,0.054168796753047845,0.8541545358409554,1.3162290575194254e-08
1421789824591048320,657.0632294823058,14.115777045437342,-69.21699178330704,599.8838370531638,76.7620598302906,-69.21699109915839,0.09531744130668181,0.8161099757270036,9.884114209923154e-09
1451327659011167232,665.372107152865,21.003880783204675,-19.894723429800717,602.52937056921,93.53777365648826,-19.89472111874425,0.10429821292244644,0.7754502810774592,1.1616430571727174e-07
1680346722667252480,740.8008186873199,47.6741290722725,-31.208147647680928,704.5135434288161,96.3601817495954,-31.208146189733814,0.05150685263181208,0.5052507352449792,4.671687658996475e-08
1762596205380921856,560.4081500471796,31.288779871344733,58.8044430649596,512.8447990921468,88.78028180615021,58.80444206263724,0.09274414216392726,0.6475706177677709,1.7045010912635316e-08
1846633734516771840,674.1685262833394,6.248779131939628,-3.5031085046769332,548.0953288555608,149.16056323351114,-3.5031082167409253,0.2300205653841699,0.9581070291203102,8.219443708576481e-08
1853427857385706496,706.963238970679,25.41250324013765,-81.22289016788154,642.9621159058489,95.868009923459,-81.22288635403794,0.09954104834724342,0.7349219696911724,4.695528288353915e-08
1860794585300451328,614.1474168667202,2.9347914525239602,-84.75619234956532,571.3603483042886,46.87180438400402,-84.75618845280985,0.07488631069589828,0.9373868471441753,4.597605843418518e-08
1864137238090044160,660.959386701793,2.4667172447904284,46.54307725045936,651.1168370139104,11.588784723309963,46.543075818500036,0.015116410954785926,0.7871461672914837,3.076632347655402e-08
1871905145997313280,658.2522050684864,4.578780588067649,-165.84344386352032,615.7026784501908,43.74699948715728,-165.8434417961345,0.06910726249461628,0.8953349797301678,1.2465888305600042e-08
1896464151243451904,694.559159121494,8.887593950648682,-2.5826963462629444,614.5112276361016,96.86034386106712,-2.582696261011965,0.13026276475585374,0.9082432128942602,3.300851938957109e-08
1906717921807774464,909.781263440709,50.84696954910045,-96.06197416208802,873.2978521539197,89.90365465781726,-96.06196691948043,0.041776595690469036,0.43442822494114003,7.539516238116831e-08
1926255277061978624,781.0094914483503,7.156100251167038,-0.7285219592950277,695.3111812949306,98.54535144716556,-0.7285220574515722,0.12325173599799913,0.9273826705564724,9.815654444800259e-08
2000611267027733632,826.9848498998438,3.609317041486274,-144.94521174505564,816.2216171893265,10.869177580209364,-144.94521203654222,0.01318665480532195,0.6679309897320906,2.0110120760317803e-09
2026085920679467136,647.2578829883756,0.3140241686985388,-46.43336572028063,532.524790029937,123.92180905704376,-46.433363287039974,0.21545117730948957,0.9974659491247906,5.240285174864686e-08
2035869443841846144,526.8551460428473,7.481269157988969,118.99365227859644,465.05452880228756,72.26329513687426,118.99364800534077,0.1328889698154806,0.8964720728024004,3.5911628401596166e-08
2040754058596128896,594.7716433695272,11.673309512365144,-13.454866719043105,516.1775681741816,104.26869947257156,-13.4548661081465,0.15226170225364072,0.888045889404846,4.5403395284918176e-08
2088349133825350400,673.0773167508344,1.7673875417388627,-49.711781655517434,615.3901828783752,59.95867662470813,-49.71178089135319,0.09374074445360528,0.9705232396505138,1.5371894297817965e-08
2108506549210276992,699.0066358682121,84.53162274523535,16.584676114116302,707.5476062590557,88.53565200469967,16.584675467583118,0.012071230706300234,0.04522504966984119,3.8983770625285604e-08
2138093067083833216,720.2805052148938,27.106893422723928,-120.67353724314613,659.5298814188586,92.70781457068101,-120.67352793884223,0.09211201115761612,0.7076094011248916,7.710310670848868e-08
2158380259204306432,777.0947282127732,100.22035383340292,-174.10865531313874,793.9052104389958,86.02450448456487,-174.10864280898804,0.021174419823907054,0.1650209952837935,7.181809301118713e-08
2168778340678417792,680.5405833529254,2.1693417948599145,-86.54045360621348,611.2088626274299,72.73614478158835,-86.54045321660288,0.11343376211440435,0.9701751886716844,4.5020632134377904e-09
2415127489987805824,652.0015418332987,13.156977294761038,64.12425941980374,578.2411810218449,93.42899396057118,64.12425705606253,0.12755985431737565,0.8591767208762461,3.686188832885006e-08
2560193656837956864,684.305196817362,4.946863648794186,-52.03032943132216,617.9640213311766,75.04730199276338,-52.03032644427366,0.10735443034899947,0.9340833911754588,5.740975889799953e-08
2728314787225296000,696.0307265966649,0.2464448542665413,17.433191515485127,634.1818391083707,62.65263801336541,17.43319020722654,0.09752547877317135,0.9960664887851335,7.504412963760339e-08
