variant,kind,n_variants,median_R_peri_pc_min,median_R_peri_pc_max,median_R_apo_kpc_min,median_R_apo_kpc_max,median_ecc_min,median_ecc_max,e_gt_0p95_pct_min,e_gt_0p95_pct_max,n_bridgers_min,n_bridgers_max
bar_angle_20_35_range,bar_angle_summary,4,13.359284827034331,14.611276517259885,8.301926612854004,8.445941925048828,0.9955693327718044,0.996028496200609,91.00817438692098,95.36784741144415,17.0,22.0
halo_qz_0p80_1p05_range,halo_flattening_summary,3,111.60480064999031,115.29088051562897,7.431596279144287,7.44983434677124,0.962753374333732,0.9638589908819727,65.88555858310626,67.79291553133515,3.0,3.0
