source_id,tier,x_peri_kpc,y_peri_kpc,z_peri_kpc,R_peri_kpc,fine_R_peri_kpc
488553942968868736,A,0.034901853650808334,0.052555881440639496,0.05074184387922287,0.06308930367231369,0.06308930367231369
502038044332244864,C,-0.41601473093032837,-0.39182049036026,-0.3684541881084442,0.5714818835258484,0.5714818835258484
523562736800603392,A,-0.009411199018359184,-0.010011335834860802,-0.013068257831037045,0.013740360736846924,0.013740360736846924
609201945132157312,A,-0.014236405491828918,-0.01706785336136818,0.02715792879462242,0.022225815802812576,0.022225815802812576
611725599195677184,C,-0.1528436541557312,-0.31952857971191406,-0.7368757724761963,0.35420289635658264,0.35420289635658264
627195418560263808,B,0.018042104318737984,0.20568948984146118,-0.05830727145075798,0.2064792513847351,0.2064792513847351
643909953807675008,A,0.060362786054611206,0.09608247876167297,-0.5992430448532104,0.11347030103206635,0.11347030103206635
653284836625084800,A,-0.03792012110352516,0.003502483246847987,-0.01979462243616581,0.03808153048157692,0.03808153048157692
653770752045220608,C,-0.28944018483161926,-0.23686330020427704,-0.33397477865219116,0.37400513887405396,0.37400513887405396
660335416280351744,B,-0.02120855450630188,0.09498278051614761,0.06452704221010208,0.09732179343700409,0.09732179343700409
711230886115419264,A,-0.11047831177711487,0.21681272983551025,0.06349876523017883,0.24333764612674713,0.24333764612674713
774913461427063296,A,0.048211853951215744,0.022091098129749298,-0.6337593197822571,0.05303205922245979,0.05303205922245979
797511934367443712,C,0.359511137008667,-0.2753832936286926,-0.6484391689300537,0.4528622627258301,0.4528622627258301
797525781341967488,B,0.19786123931407928,0.1382494568824768,-0.547430157661438,0.24137519299983978,0.24137519299983978
837325216049899008,C,0.07941559702157974,0.40775206685066223,-0.7697450518608093,0.4154137670993805,0.4154137670993805
845612441345836032,C,0.07004076987504959,0.35217931866645813,-0.006298100110143423,0.3590765595436096,0.3590765595436096
849218903908289664,C,0.11316616088151932,0.04820488393306732,-0.1305178850889206,0.12300524860620499,0.12300524860620499
866090433097852160,C,-0.021090121939778328,-0.0014089081669226289,0.007518578786402941,0.02113712951540947,0.02113712951540947
940531046790534016,C,-0.04269412159919739,-0.02621389925479889,-0.02980230003595352,0.05009946599602699,0.05009946599602699
974643017084542336,B,0.10588573664426804,0.02140718698501587,-0.07209441810846329,0.10802803933620453,0.10802803933620453
984459521320323968,C,0.11453127861022949,0.42573976516723633,-0.5151441693305969,0.4408761262893677,0.4408761262893677
1005941508922499840,C,-0.09373210370540619,-0.17774391174316406,-0.007474733982235193,0.20094427466392517,0.20094427466392517
1028456071084026112,C,-0.10592859983444214,-0.34626299142837524,-0.3499463200569153,0.3621034622192383,0.3621034622192383
1047870560212600832,A,0.1380959153175354,-0.2943806052207947,-0.14307624101638794,0.3251621425151825,0.3251621425151825
1079706266559949312,C,-0.016100648790597916,0.02056150697171688,0.05720216780900955,0.026115253567695618,0.026115253567695618
1080715442139486720,A,-0.11377010494470596,0.15368488430976868,-0.04745982587337494,0.1912137120962143,0.1912137120962143
1110075499275305472,A,0.0032495202030986547,-0.06466853618621826,-0.05746610090136528,0.06475012749433517,0.06475012749433517
1125921282896321792,B,-0.006213015411049128,0.0735243707895279,-0.47265687584877014,0.0737864077091217,0.0737864077091217
1129142474008411136,C,-0.06405926495790482,-0.10770238190889359,-0.7216561436653137,0.1253131777048111,0.1253131777048111
1153779402850228992,A,0.1073293462395668,0.0034002915490418673,-0.06807783246040344,0.10738319903612137,0.10738319903612137
1227118202812176384,C,-0.11678282171487808,-0.17230747640132904,-0.0037431183736771345,0.20815402269363403,0.20815402269363403
1232884076147900672,C,0.07433438301086426,0.06492762267589569,-0.6705018281936646,0.09869749844074249,0.09869749844074249
1239477709940838272,C,-0.19131843745708466,0.03953450173139572,-0.7084518671035767,0.1953604817390442,0.1953604817390442
1246301072944807168,C,0.0013734963722527027,0.003989195916801691,-0.25570279359817505,0.004219025373458862,0.004219025373458862
1260940417433621120,C,-0.268100380897522,-0.08039507269859314,-0.2819874882698059,0.27989494800567627,0.27989494800567627
1284502779818086528,A,-0.08124523609876633,-0.04643300920724869,-0.5174981951713562,0.09357783943414688,0.09357783943414688
1289705840640686720,B,0.1890336573123932,0.07086790353059769,-0.7938516736030579,0.20188111066818237,0.20188111066818237
1291384760535820544,C,-0.1721697896718979,-0.016106080263853073,-0.008338425308465958,0.17292149364948273,0.17292149364948273
1300331521011739008,B,0.17552196979522705,0.10338995605707169,-0.7286820411682129,0.203709214925766,0.203709214925766
1305217716325351680,B,-0.11421455442905426,0.21770896017551422,-0.5287231206893921,0.2458498626947403,0.2458498626947403
1310861131553399680,C,-0.14073848724365234,0.2352103292942047,0.08141788095235825,0.27410075068473816,0.27410075068473816
1317987238211656064,A,0.019595494493842125,-0.06347431242465973,-0.007313201203942299,0.06643020361661911,0.06643020361661911
1338748491647110400,A,-0.1897667795419693,0.06044928729534149,0.08733627200126648,0.19916211068630219,0.19916211068630219
1344863597361993984,A,0.17364870011806488,-0.041051290929317474,-0.4695461690425873,0.1784350872039795,0.1784350872039795
1347177897539700736,A,0.01662547141313553,0.12966059148311615,-0.013677936047315598,0.13072213530540466,0.13072213530540466
1380366823526081152,C,0.06378405541181564,0.2585758566856384,-0.16201268136501312,0.2663266360759735,0.2663266360759735
1385605004296190208,C,0.22625863552093506,0.1258978694677353,-0.53493732213974,0.2589271068572998,0.2589271068572998
1386599375124328320,B,0.020343346521258354,-0.06046810746192932,-0.5302296876907349,0.0637984648346901,0.0637984648346901
1388416077571124096,A,0.015967223793268204,0.10234922915697098,0.02909921109676361,0.10358723998069763,0.10358723998069763
1398007014421198208,C,0.08819511532783508,0.17010870575904846,-0.09357985109090805,0.19161249697208405,0.19161249697208405
1410864394158949760,B,0.0038703144527971745,-0.02523147687315941,-0.7691364884376526,0.025526588782668114,0.025526588782668114
1421789824591048320,A,-0.0814477726817131,0.10824386775493622,-0.07856829464435577,0.1354639232158661,0.1354639232158661
1433572401648673664,C,0.17538319528102875,0.30657798051834106,-0.5773490071296692,0.35319870710372925,0.35319870710372925
1436495350231739776,B,0.022676609456539154,0.25765547156333923,-0.031106745824217796,0.258651465177536,0.258651465177536
1438146507459250560,A,-0.07452593743801117,-0.08232183754444122,0.04757741093635559,0.11104504019021988,0.11104504019021988
1442473841628325376,C,-0.029047176241874695,-0.14041875302791595,0.0071719023399055,0.1433916538953781,0.1433916538953781
1444930322403826304,A,-0.07792887836694717,-0.04573669284582138,-0.017068374902009964,0.09035903215408325,0.09035903215408325
1446401812558862336,C,-0.1117972880601883,0.13058169186115265,-0.7673697471618652,0.17190174758434296,0.17190174758434296
1447056090696792960,B,-0.3100837469100952,-0.13627873361110687,-0.21534253656864166,0.3387090563774109,0.3387090563774109
1451327659011167232,A,-0.037762679159641266,-0.02024724893271923,-0.3313625752925873,0.04284823313355446,0.04284823313355446
1454381071520615168,A,0.021492481231689453,-0.018482597544789314,-0.7787731885910034,0.028346659615635872,0.028346659615635872
1481772070834162816,C,0.14811871945858002,0.30162206292152405,-0.5708928108215332,0.3360283076763153,0.3360283076763153
1483606021868470144,C,0.023119885474443436,0.21565599739551544,0.06446416676044464,0.21689176559448242,0.21689176559448242
1506596947444170880,A,0.11163516342639923,-0.004909433890134096,-0.023476313799619675,0.11174306273460388,0.11174306273460388
1511010421478640256,A,0.057091761380434036,0.24199917912483215,-0.01821359060704708,0.2486424595117569,0.2486424595117569
1524238989468731264,C,0.02664080820977688,-0.1744767278432846,0.005059600342065096,0.1764989048242569,0.1764989048242569
1528927066531942656,A,0.02156289666891098,-0.06272388994693756,-0.06974124163389206,0.066326804459095,0.066326804459095
1547115909436052352,C,0.4479020833969116,0.23481684923171997,-0.663383960723877,0.5057224631309509,0.5057224631309509
1571936589859484032,C,0.38932958245277405,0.1901015043258667,0.0559898316860199,0.4332621693611145,0.4332621693611145
1577609799276802048,C,-0.03445754200220108,-0.06362607330083847,-0.09519558399915695,0.07235743850469589,0.07235743850469589
1580277420643770624,C,-0.023807380348443985,-0.327271431684494,-0.7875929474830627,0.3281362056732178,0.3281362056732178
1590327094361257856,B,-0.07390514016151428,0.06479126960039139,-0.5668637752532959,0.09828468412160873,0.09828468412160873
1592068063648300800,C,-0.40238502621650696,0.05877772346138954,-0.36360207200050354,0.40665528178215027,0.40665528178215027
1599773960828386944,C,-0.3398989737033844,-0.15361563861370087,-0.7642534971237183,0.3730000853538513,0.3730000853538513
1605770800325684992,A,-0.00583722023293376,0.013208344578742981,-0.41225898265838623,0.014440689235925674,0.014440689235925674
1618619899365529216,A,-0.1264040321111679,0.016781240701675415,0.03801475837826729,0.1275130957365036,0.1275130957365036
1622238254693785344,A,-0.033326826989650726,-0.045180026441812515,-0.4799410402774811,0.056141894310712814,0.056141894310712814
1624282521687619200,C,0.1673249453306198,0.029682103544473648,-0.5478676557540894,0.16993723809719086,0.16993723809719086
1629480394188789632,C,-0.0195626113563776,-0.017296934500336647,-0.5761648416519165,0.02611282654106617,0.02611282654106617
1636186487405423744,A,0.06245407462120056,0.12814751267433167,0.058139409869909286,0.142556294798851,0.142556294798851
1647165793906986752,C,0.34041109681129456,-0.08031447231769562,-0.018437957391142845,0.34975725412368774,0.34975725412368774
1663528863390894080,A,-0.1194092258810997,-0.146736279129982,-0.744771420955658,0.18918271362781525,0.18918271362781525
1680346722667252480,A,-0.022015785798430443,-0.06279901415109634,-0.49786972999572754,0.06654630601406097,0.06654630601406097
1692468013729660544,A,0.040051281452178955,0.2545775771141052,-0.019566725939512253,0.2577088177204132,0.2577088177204132
1697445537228565248,B,-0.10983198136091232,0.10432764142751694,-0.651393711566925,0.15148372948169708,0.15148372948169708
1718009565763783680,A,0.1658056527376175,-0.03252619877457619,-0.6335259079933167,0.1689658761024475,0.1689658761024475
1729842505606079488,A,-0.19374853372573853,-0.049516867846250534,-0.00862977933138609,0.19997602701187134,0.19997602701187134
1730505652852601472,B,-0.26183444261550903,-0.0004109893925487995,0.005301172379404306,0.2618347704410553,0.2618347704410553
1733702792147740416,B,-0.08257178217172623,-0.05903683975338936,0.44335606694221497,0.10150589793920517,0.10150589793920517
1737028333785716096,C,0.01737116649746895,0.0197367575019598,0.6020073890686035,0.026292527094483376,0.026292527094483376
1743825377229583744,C,-0.07494904845952988,0.011060995981097221,0.3724639415740967,0.0757608413696289,0.0757608413696289
1746708227998202752,C,-0.18478982150554657,0.13553087413311005,0.6705732941627502,0.22916346788406372,0.22916346788406372
1747918854725040896,C,0.04895530268549919,0.22785073518753052,-0.10784317553043365,0.23305059969425201,0.23305059969425201
1748949234558638336,B,-0.040398914366960526,0.09213916957378387,0.6218736171722412,0.10060665011405945,0.10060665011405945
1764739565859765760,A,0.002596826059743762,-0.004819040186703205,-0.022332265973091125,0.005474180448800325,0.005474180448800325
1770091816663710464,C,0.2997499108314514,0.13560158014297485,-0.03162527084350586,0.32899513840675354,0.32899513840675354
1772492325424795904,A,0.028813300654292107,-0.07028879225254059,0.3944684565067291,0.07596525549888611,0.07596525549888611
1773036549320985088,C,0.0009688637801446021,0.27068084478378296,0.22683976590633392,0.27068257331848145,0.27068257331848145
1795427347707581312,C,-0.06455134600400925,0.1599631905555725,0.672945499420166,0.17249666154384613,0.17249666154384613
1822289172704581248,C,-0.005307679995894432,0.04736131802201271,0.048584844917058945,0.0476577989757061,0.0476577989757061
1824364810189816320,C,0.04392920807003975,0.012799732387065887,-0.06509602814912796,0.04575596749782562,0.04575596749782562
1846633734516771840,A,-0.006764911115169525,-0.0015861329156905413,0.01066675130277872,0.006948369555175304,0.006948369555175304
1853427857385706496,A,0.171292245388031,0.025114569813013077,0.465677410364151,0.1731235831975937,0.1731235831975937
1860794585300451328,A,-0.11585405468940735,-0.12142089754343033,0.04383518174290657,0.1678248941898346,0.1678248941898346
1863195815616129536,A,-0.07020077854394913,-0.10880916565656662,0.015499849803745747,0.1294897049665451,0.1294897049665451
1864137238090044160,A,-0.04014849662780762,0.0826699286699295,-0.11762843281030655,0.09190331399440765,0.09190331399440765
1867143474676435456,A,-0.11597347259521484,0.00895474199205637,0.0840030238032341,0.11631868034601212,0.11631868034601212
1868050331250809728,B,0.26474350690841675,0.0684906616806984,-0.03353676572442055,0.2734594941139221,0.2734594941139221
1871905145997313280,B,0.30639246106147766,-0.14253297448158264,0.0011376584880053997,0.3379230499267578,0.3379230499267578
1879012393449118720,C,0.2626149356365204,0.13603635132312775,-0.031684570014476776,0.2957574725151062,0.2957574725151062
1894372330371598080,C,0.15608583390712738,0.06194999814033508,0.5471460223197937,0.16793030500411987,0.16793030500411987
1894643772304897280,A,0.23067153990268707,-0.0314909890294075,0.6111634969711304,0.23281118273735046,0.23281118273735046
1896464151243451904,A,0.0017083900747820735,0.004922913387417793,0.1349174976348877,0.005210918840020895,0.005210918840020895
1914244972251267200,C,0.08450000733137131,0.25060927867889404,0.08942587673664093,0.2644716501235962,0.2644716501235962
1919442879113907328,A,-0.005188112147152424,0.013564974069595337,-0.009764219634234905,0.014523257501423359,0.014523257501423359
1926255277061978624,A,0.0007832706905901432,0.001317537040449679,0.19337068498134613,0.0015327807050198317,0.0015327807050198317
1928297143172340736,B,-0.0663430392742157,-0.1310099959373474,-0.05777772143483162,0.1468503326177597,0.1468503326177597
1936757850788804992,C,0.13946719467639923,0.2934175729751587,0.057283058762550354,0.3248768448829651,0.3248768448829651
1958311371069950080,A,0.0449104867875576,-0.02799464762210846,-0.007723525166511536,0.05292118713259697,0.05292118713259697
1975254948340546816,A,-0.0044705672189593315,-0.03537021204829216,-0.013096818700432777,0.035651616752147675,0.035651616752147675
1984739296977773184,C,0.45530909299850464,-0.13321779668331146,0.04643978923559189,0.4743978977203369,0.4743978977203369
1990016579140606080,C,0.010900107212364674,0.3017290532588959,0.0006589145632460713,0.3019258975982666,0.3019258975982666
1994900983444750848,A,-0.03931792452931404,-0.1282844990491867,-0.0650160163640976,0.13417455554008484,0.13417455554008484
2000611267027733632,A,0.056529223918914795,0.27449098229408264,0.03456510230898857,0.2802514135837555,0.2802514135837555
2005238935368121728,B,0.27365347743034363,-0.1338827908039093,0.0018546284409239888,0.3046486973762512,0.3046486973762512
2020424226064132608,A,0.12069585919380188,0.03050396218895912,-0.033190857619047165,0.1244908943772316,0.1244908943772316
2024878412057833216,A,-0.0017734523862600327,-0.13320764899253845,-0.004425803665071726,0.13321946561336517,0.13321946561336517
2026085920679467136,A,0.007761918008327484,0.08817623555660248,0.031065018847584724,0.0885172039270401,0.0885172039270401
2030594360695267712,C,0.0584510900080204,-0.20301656424999237,0.037114307284355164,0.2112634778022766,0.2112634778022766
2032858225125542912,C,0.22293610870838165,0.15524694323539734,-0.026633115485310555,0.27166545391082764,0.27166545391082764
2035869443841846144,A,0.24996566772460938,-0.004903650842607021,0.004203455522656441,0.2500137388706207,0.2500137388706207
2040754058596128896,A,-0.011036057025194168,0.022592078894376755,0.02625921368598938,0.025143519043922424,0.025143519043922424
2045042222680719616,B,0.19874519109725952,-0.0035700183361768723,-0.08342167735099792,0.19877725839614868,0.19877725839614868
2049380100970450944,C,-0.03198975697159767,0.08248449862003326,-0.028903115540742874,0.08847054094076157,0.08847054094076157
2051316791924631040,A,-0.1897689551115036,0.06302931904792786,-0.22528938949108124,0.19996236264705658,0.19996236264705658
2052174067404219648,C,0.20561592280864716,-0.0715729147195816,0.04798516258597374,0.2177167534828186,0.2177167534828186
2065327799875676416,A,0.052753813564777374,0.11766284704208374,0.08024045825004578,0.12894770503044128,0.12894770503044128
2067323512259774592,C,0.08617938309907913,0.15343695878982544,0.06261812150478363,0.17598234117031097,0.17598234117031097
2067490779766225408,B,0.04075280949473381,0.11959192156791687,0.01971328631043434,0.12634484469890594,0.12634484469890594
2067782150345882112,B,-0.040933653712272644,0.15579932928085327,0.004889702424407005,0.16108691692352295,0.16108691692352295
2067806477040504192,C,-0.021881461143493652,-0.17295034229755402,-0.005524934735149145,0.17432905733585358,0.17432905733585358
2067929587982279552,A,-0.03998153284192085,0.12372186034917831,-0.01577169820666313,0.1300216168165207,0.1300216168165207
2069119053409349760,B,-0.11959511041641235,-0.041514139622449875,0.01044524647295475,0.12659548223018646,0.12659548223018646
2074704228890789504,A,0.0989769846200943,0.1199255883693695,0.004202091135084629,0.15549466013908386,0.15549466013908386
2077092436860985728,B,-0.09137744456529617,0.3723900616168976,0.021959474310278893,0.3834373354911804,0.3834373354911804
2083455345012762368,C,0.1451186239719391,0.3372795879840851,0.06807401776313782,0.3671742379665375,0.3671742379665375
2088349133825350400,A,0.093883216381073,0.008875133469700813,-0.03743252903223038,0.09430178254842758,0.09430178254842758
2100351230949905280,A,0.10084469616413116,0.20550751686096191,-0.1684531569480896,0.22891700267791748,0.22891700267791748
2100644044641694720,B,-0.05010150745511055,-0.17855730652809143,-0.51491379737854,0.1854531466960907,0.1854531466960907
2103318675394220928,B,-0.1226201206445694,0.13147881627082825,-0.6601154804229736,0.17978423833847046,0.17978423833847046
2103585135164839808,C,-0.0462459959089756,0.13393279910087585,0.010244765318930149,0.14169223606586456,0.14169223606586456
2112359959507163648,C,-0.13960586488246918,0.02901550382375717,-0.6446096301078796,0.1425892561674118,0.1425892561674118
2128705677326857472,A,0.027505578473210335,-0.0051880753599107265,-0.3467073142528534,0.027990588918328285,0.027990588918328285
2138093067083833216,A,-0.21072427928447723,-0.13127729296684265,-0.1540067046880722,0.2482709288597107,0.2482709288597107
2140901838255266688,A,0.2978765368461609,-0.06049344316124916,0.019576391205191612,0.3039570450782776,0.3039570450782776
2142379410084286848,A,0.07506024092435837,-0.25867417454719543,-0.5982171893119812,0.2693443298339844,0.2693443298339844
2145508517097287936,A,-0.005502526182681322,0.008267832919955254,-0.11200761795043945,0.00993150845170021,0.00993150845170021
2147982280820179968,B,0.013339370489120483,0.008617199026048183,-0.6056028604507446,0.0158806461840868,0.0158806461840868
2150921618998507520,A,-0.04843166097998619,0.041513592004776,0.06220613792538643,0.0637887492775917,0.0637887492775917
2158380259204306432,B,-0.14443878829479218,0.35313382744789124,-0.7806907892227173,0.3815312087535858,0.3815312087535858
2161408451666209664,C,0.2447277307510376,0.08974659442901611,-0.09984457492828369,0.26066476106643677,0.26066476106643677
2162560426318113152,C,0.04265134036540985,0.16609613597393036,0.0024294713512063026,0.17148487269878387,0.17148487269878387
2162762122306358784,B,0.040910504758358,0.1259714663028717,0.02229171246290207,0.13244803249835968,0.13244803249835968
2168778340678417792,A,-0.0020672637037932873,0.16907353699207306,0.0581127405166626,0.16908617317676544,0.16908617317676544
2221777481188424320,A,0.021238302811980247,0.03040403313934803,0.013700522482395172,0.0370873399078846,0.0370873399078846
2227039297164336640,C,0.09905202686786652,0.002337600104510784,-0.0023985388688743114,0.09907960146665573,0.09907960146665573
2247088479377521920,C,0.22092749178409576,-0.046312328428030014,-0.04032699763774872,0.22572946548461914,0.22572946548461914
2256856918635869696,C,-0.022474564611911774,-0.018990760669112206,-0.5370276570320129,0.02942371554672718,0.02942371554672718
2260725447217651968,A,-0.003327567595988512,-0.006008331198245287,-0.6705958247184753,0.0068682418204844,0.0068682418204844
2278092164659280000,C,0.18312376737594604,-0.19747409224510193,-0.60892254114151,0.26931455731391907,0.26931455731391907
2292826342025727616,A,-0.014960567466914654,0.1724444478750229,-0.5447574853897095,0.17309218645095825,0.17309218645095825
2296727890317731840,A,0.005576303228735924,0.008216320537030697,0.031246410682797432,0.009929908439517021,0.009929908439517021
2297342654756488064,C,-0.12069058418273926,0.11990794539451599,0.05047500133514404,0.17012974619865417,0.17012974619865417
2308195315557676416,A,0.07751070708036423,0.029661955311894417,0.8060972690582275,0.08299241960048676,0.08299241960048676
2324798765770706304,C,-0.11568930000066757,-0.07692213356494904,0.06048831716179848,0.1389281451702118,0.1389281451702118
2364854558486538368,C,-0.02068917080760002,0.025767186656594276,0.39827826619148254,0.033045265823602676,0.033045265823602676
2369379014474927872,C,0.07016370445489883,-0.24585017561912537,0.5275118947029114,0.2556662857532501,0.2556662857532501
2402446169549819264,C,0.0412321612238884,-0.07155376672744751,-0.034677594900131226,0.082583487033844,0.082583487033844
2408666106828333824,A,-0.005615880247205496,-0.010940194129943848,0.47390085458755493,0.012297396548092365,0.012297396548092365
2412075421803599744,B,0.07129570841789246,0.27309104800224304,0.7619280815124512,0.2822442054748535,0.2822442054748535
2415127489987805824,A,0.12770971655845642,-0.038410503417253494,0.18424728512763977,0.13336093723773956,0.13336093723773956
2425387380879613696,A,0.02961980178952217,-0.046603310853242874,0.400010347366333,0.05521957203745842,0.05521957203745842
2509780911265456000,B,-0.034216612577438354,-0.0934283435344696,-0.028608636930584908,0.09949689358472824,0.09949689358472824
2514457958852094336,C,-0.0619734451174736,-0.020529715344309807,0.6890552639961243,0.06528535485267639,0.06528535485267639
2521293931879718528,C,-0.22153069078922272,0.11583315581083298,0.5415833592414856,0.24998633563518524,0.24998633563518524
2560193656837956864,A,-0.06759548932313919,-0.07077176123857498,0.022780336439609528,0.09786619246006012,0.09786619246006012
2581881592415406592,B,0.10380583256483078,-0.009938990697264671,0.5604984760284424,0.10428055375814438,0.10428055375814438
2588848437391155328,A,0.2215912640094757,0.11251422762870789,0.586162805557251,0.2485198974609375,0.2485198974609375
2592468819943718656,C,-0.11559857428073883,-0.31864017248153687,0.31284987926483154,0.33896103501319885,0.33896103501319885
2596290039462213248,C,0.04951121285557747,-0.006910843774676323,-0.01210705190896988,0.04999120160937309,0.04999120160937309
2615215241620898304,C,0.037537772208452225,0.024940194562077522,0.5958219170570374,0.04506770148873329,0.04506770148873329
2617411589112364800,B,0.22436365485191345,-0.008957539685070515,0.7716367244720459,0.22454239428043365,0.22454239428043365
2621237610403621632,C,0.2304963320493698,-0.04894419014453888,0.5410980582237244,0.23563550412654877,0.23563550412654877
2636202341615075456,A,-0.009021290577948093,0.054703328758478165,0.16950276494026184,0.0554422028362751,0.0554422028362751
2639947316874830848,A,0.1127997413277626,-0.16438475251197815,0.21478520333766937,0.1993643045425415,0.1993643045425415
2664570914138416000,C,-0.01803509145975113,-0.014714065939188004,0.5523450374603271,0.023275915533304214,0.023275915533304214
2668171329387172736,C,0.08822588622570038,-0.14210949838161469,0.4471491575241089,0.16726899147033691,0.16726899147033691
2703415182478621312,C,0.02006772719323635,-0.04005979746580124,0.6571744084358215,0.044805146753787994,0.044805146753787994
2712478319387225600,A,0.05881650373339653,-0.056062716990709305,-0.010434146039187908,0.08125521242618561,0.08125521242618561
2726043612814733952,A,-0.07537437975406647,-0.18648384511470795,0.4452595114707947,0.20114055275917053,0.20114055275917053
2728314787225296000,A,-0.030341411009430885,0.011506915092468262,0.047015052288770676,0.032450120896101,0.032450120896101
2729064001321068160,A,-0.05105001851916313,0.048740312457084656,0.5340242981910706,0.07058131694793701,0.07058131694793701
2739862584191154688,A,0.044601038098335266,-0.031232694163918495,0.028297392651438713,0.05444936826825142,0.05444936826825142
2801519382344973824,A,0.0439879335463047,-0.023732246831059456,0.04180164262652397,0.04998157545924187,0.04998157545924187
2820482865549001600,A,-0.0010986884590238333,-0.008793935179710388,0.11839689314365387,0.008862302638590336,0.008862302638590336
2821270906148391296,A,-0.0762471929192543,-0.004290800075978041,0.029201224446296692,0.0763678327202797,0.0763678327202797
2822600250065297536,C,0.1446063071489334,0.2382470816373825,0.07411051541566849,0.2786981463432312,0.2786981463432312
2826770250994112512,A,0.2929341197013855,0.030317487195134163,0.006109663285315037,0.2944988012313843,0.2944988012313843
2826770250994112640,A,0.21947653591632843,-0.04718662053346634,0.2209361344575882,0.22449170053005219,0.22449170053005219
2827714143073939712,C,-0.2425096333026886,0.3260258138179779,0.6491852402687073,0.40632960200309753,0.40632960200309753
2844072990602159872,A,0.0807870402932167,0.07589268684387207,0.001894174492917955,0.11084333807229996,0.11084333807229996
2849430017409932032,C,-0.17960160970687866,0.02995952032506466,0.01246671937406063,0.18208324909210205,0.18208324909210205
2861384663742056064,C,0.10827145725488663,-0.01912556029856205,0.6328401565551758,0.10994769632816315,0.10994769632816315
2871996462779346304,A,0.0023691558744758368,-0.05557733774185181,0.430529922246933,0.05562781170010567,0.05562781170010567
2876514489199803776,C,-0.4121050238609314,-0.01675550639629364,0.7771198749542236,0.4124455153942108,0.4124455153942108
2896872638481186560,A,0.024836482480168343,0.05454188957810402,0.16432122886180878,0.059930529445409775,0.059930529445409775
2901109297299906304,C,-0.030581088736653328,0.13954026997089386,0.5487298369407654,0.14285197854042053,0.14285197854042053
2901583461689356032,A,-0.07584799826145172,0.20675700902938843,0.6443296074867249,0.22023028135299683,0.22023028135299683
2944504890945973760,B,0.1200149655342102,0.005362249910831451,-0.023413605988025665,0.12013469636440277,0.12013469636440277
2960024944247308288,A,-0.1941932886838913,-0.1622370034456253,0.030335884541273117,0.2530452013015747,0.2530452013015747
2962831928715298688,B,0.009637128561735153,-0.042708881199359894,0.6048501133918762,0.04378267750144005,0.04378267750144005
3023756967519625600,A,0.01780231110751629,0.021463343873620033,-0.03139476850628853,0.02788543328642845,0.02788543328642845
3023858947222768896,C,0.09404659271240234,0.3230113089084625,0.0779324322938919,0.33642393350601196,0.33642393350601196
