source_id,tier,P_vgrf_below_25,vgrf_default,vgrf_mc_p50_kms,vgrf_mc_width_kms,vgrf_mc_sigma_kms,static_Lz_kpc_kms,static_E_mean,retrograde_flag,width_quartile,E_tertile
3131963583305188736,A,0.992000,18.864957,18.909517,1.737896,1.748104,50.582333,-137453.751260,0,1,3
3139433115547037440,A,1.000000,22.551552,22.556379,0.128874,0.129907,-43.521049,-143525.429851,1,1,2
3154630702704567808,B,0.938000,10.485964,13.037628,7.015361,7.140211,-102.502594,-131759.142620,1,3,3
3168941121415464704,A,1.000000,7.865087,8.783494,2.949659,2.868465,-65.433212,-138795.192352,1,2,3
3169926421273360512,B,0.888000,17.263046,18.124115,5.052510,4.984957,119.913605,-140500.487975,0,3,3
3174299831851588480,C,0.545600,20.768204,23.698374,9.440467,9.663977,-192.669373,-127412.611068,1,4,3
3175106392350160384,A,0.982000,21.520598,21.580603,1.682530,1.685087,-111.707977,-141080.991745,1,1,3
3181152499415837056,C,0.693600,18.822326,18.459903,9.570994,9.310211,-180.906845,-121911.214110,1,4,3
3185620781529427328,B,0.902000,15.890462,15.806138,8.336302,7.505866,-151.636139,-134796.857381,1,4,3
3203188743957945344,B,0.930000,14.599284,14.955194,6.711020,6.385223,-141.944031,-132101.833648,1,3,3
3203896417130199424,C,0.575800,24.082631,24.100358,4.411544,4.409672,-167.286758,-135460.268283,1,3,3
3207133104484108928,A,0.994000,9.953204,12.038718,4.036410,4.152198,58.401711,-140787.423465,0,2,3
3212763669168960640,C,0.824000,20.132461,20.108802,4.979687,4.848574,-157.450333,-132077.401606,1,3,3
3232335246724699904,A,1.000000,6.253924,6.575245,1.954497,1.914211,43.385994,-139881.890515,0,1,3
3254098468785655808,A,0.992000,19.951333,20.195708,1.603584,1.608167,20.313789,-140242.538755,0,1,3
3267268144184193536,C,0.624800,21.543698,22.188805,7.767978,7.433000,16.220507,-140054.599473,0,4,3
3287575368035203456,C,0.784000,22.688849,23.541339,1.821206,1.946311,8.540627,-133463.506995,0,1,3
3297601127375493888,A,0.958000,16.189303,17.317067,3.969179,3.921644,23.046425,-138124.345686,0,2,3
3370397696308455552,C,0.602400,17.677858,21.810473,10.153196,10.550364,-174.832062,-120510.327281,1,4,3
3402574182538600064,A,0.956000,11.494767,13.300092,5.468338,5.365908,-73.731094,-138942.629797,1,3,3
3478729965651844608,B,0.858000,16.723543,17.622478,5.884014,5.940125,54.926239,-142147.212586,0,3,2
3484273256601075968,C,0.716000,20.480016,20.299558,7.171714,6.967954,21.179247,-134335.524224,0,4,3
3490408561547267840,A,1.000000,18.260645,18.296291,1.480375,1.482237,-93.658684,-144913.159984,1,1,2
3506183087368009216,A,0.996000,11.223886,12.383162,2.751580,3.230859,15.171661,-144893.677850,0,2,2
3509673418310922752,A,0.990000,18.462585,18.729455,2.053940,2.020061,-52.732811,-145977.320936,1,1,2
3509778146793589888,C,0.541000,24.342935,24.234684,4.807127,4.757332,-129.905182,-146193.362059,1,3,2
3535960301790560896,A,0.998000,14.768897,15.273795,2.876368,2.880858,-61.778156,-141714.108018,1,2,3
3566782705092606208,A,1.000000,11.328620,11.311143,0.574885,0.576855,-66.845703,-144249.099567,1,1,2
3566916604993796096,C,0.806000,17.778759,17.942364,6.586275,6.502811,-18.658564,-141724.117077,1,3,3
3599164525122126720,C,0.639000,18.327345,20.715026,9.192031,9.554718,-121.132805,-131574.151109,1,4,3
3614617954891437824,C,0.650200,21.035465,21.158940,8.643329,8.349677,-69.769257,-149844.144926,1,4,1
3616642190157968256,B,0.852000,17.140306,19.079918,5.121626,5.037915,88.147133,-146178.244530,0,3,2
3645405616203675520,A,1.000000,14.614425,14.845082,1.811966,1.794838,73.194801,-146287.056895,0,1,2
3646290899157821184,C,0.752000,16.955564,18.736183,7.611009,7.884782,-46.762360,-149469.946536,1,4,1
3660200099206272896,B,0.896000,13.700721,15.855990,7.563979,7.321150,-71.682640,-147484.685538,1,4,1
3673477423666158080,B,0.870000,10.225163,12.703732,9.408620,9.306792,-56.316967,-145000.259605,1,4,2
3681811580070393344,C,0.796000,22.665507,23.109102,2.029433,2.217099,-124.103027,-143948.308422,1,1,2
3682235927134907392,A,0.978000,13.460912,15.303109,3.056801,3.226216,-6.800998,-144756.931879,1,2,2
3702510852831748864,B,0.878000,17.767422,18.937567,4.818632,4.786740,-52.899193,-143791.877506,1,3,2
3727571707830124544,C,0.776000,20.745417,20.955453,5.404209,5.283277,140.073990,-145457.871663,0,3,2
3738499345877271808,A,0.994000,13.828062,14.034666,4.226695,4.176851,-42.544094,-144805.204485,1,3,2
3778218237062285952,C,0.806000,21.672673,22.699630,1.908349,2.650184,-134.819931,-136243.485330,1,1,3
3799290794021416832,A,0.988000,18.528802,18.628579,2.560114,2.573944,-89.538139,-142821.938061,1,2,2
3820896193211979648,C,0.744000,22.894448,23.805317,1.818943,2.150444,-140.453644,-135242.575054,1,1,3
3881074049443101056,B,0.842000,18.571701,19.839699,4.716807,4.733609,120.210899,-139631.564017,0,3,3
3885198454997734272,C,0.828000,18.305162,20.211448,3.827680,4.250518,-81.031128,-141723.426837,1,2,3
3896383443190677376,A,0.982000,16.920702,16.884518,3.328609,3.316363,-93.703300,-143115.588752,1,2,2
3959344880610523648,B,0.908000,17.451346,18.171029,4.294022,4.183416,-89.644302,-141705.496058,1,3,3
3971035987748524672,A,0.982000,15.302001,16.226013,4.193061,4.090373,4.508589,-140896.951356,0,2,3
3992121768910622464,C,0.824000,14.287889,14.643128,8.860664,8.743214,-109.277641,-130676.703239,1,4,3
4003000817992553856,C,0.596900,24.035114,24.522667,2.069020,2.116636,-83.322311,-142104.698257,1,1,2
4019481496564816384,C,0.676000,17.475229,19.938709,9.314362,9.521158,-108.623993,-126556.580451,1,4,3
4033970865091424000,C,0.631800,21.521548,22.062553,8.168165,8.199131,-157.748047,-130291.951088,1,4,3
4035995439663289344,C,0.563800,20.115753,23.133941,9.240279,10.226725,-40.063904,-187375.469056,1,4,1
4036388622532999040,C,0.536100,23.162170,23.679444,12.809466,13.132692,-79.960052,-180518.763599,1,4,1
4037534859057521408,C,0.538000,18.410284,23.366629,17.088602,16.456104,-42.655273,-194249.884126,1,4,1
4038216285702007296,C,0.649800,17.514082,20.476327,13.350629,13.015834,-43.091549,-190513.027630,1,4,1
4039051807112633600,C,0.710800,19.317000,19.430965,9.478550,9.017916,-96.797745,-164942.093540,1,4,1
4044453643369465088,C,0.617000,20.796487,20.775798,13.672832,13.022233,-61.195679,-188990.901226,1,4,1
4045611527884484736,C,0.602000,20.693675,20.961585,13.332791,12.734079,-77.261429,-179148.097932,1,4,1
4046277728810722560,C,0.557600,18.423246,22.757694,16.151734,16.075685,-52.870987,-190285.534037,1,4,1
4047256775191342848,C,0.573600,21.216903,23.649317,7.328103,7.828842,-45.201080,-181990.663043,1,4,1
4047454824722077952,C,0.635400,18.500211,20.972342,11.086485,10.663737,-24.465700,-202380.895496,1,4,1
4048558940555716480,C,0.513800,22.485716,24.108729,12.881188,13.027332,-39.738384,-197133.042821,1,4,1
4051493983768308480,C,0.549600,17.849097,23.653619,9.769890,10.733390,22.381430,-169640.271618,0,4,1
4052114868580815488,C,0.560200,14.954553,21.886878,16.656090,17.701403,-33.060650,-193237.136879,1,4,1
4064134381757292800,B,0.866000,13.970805,16.197710,6.731635,6.775676,-83.863571,-150898.555679,1,3,1
4065262966083493248,B,0.894000,4.362461,12.760799,8.851094,9.065291,-18.601519,-169985.900248,1,4,1
4077922055803817088,C,0.689800,8.814703,17.554570,13.069233,13.126370,-28.534632,-183346.074729,1,4,1
4086341875275423744,C,0.514400,22.716484,24.424371,13.949030,13.939149,-39.515015,-180619.601957,1,4,1
4095101753105353344,B,0.940000,13.354896,15.510671,5.624755,5.522488,71.921539,-150442.160911,0,3,1
4132063657533423872,C,0.585600,20.050410,21.358123,15.036298,14.239928,-67.082817,-179426.593084,1,4,1
4134942213368600064,C,0.517000,19.701164,23.710646,21.303428,22.189654,-60.770737,-179118.090029,1,4,1
4136345529471924608,C,0.814000,14.410873,16.331421,8.291225,8.427369,-39.735950,-171676.601919,1,4,1
4138572113536184064,C,0.619200,20.077975,21.653695,9.675973,9.868770,-78.544609,-175156.160298,1,4,1
4141733789277430400,C,0.742000,18.320924,18.528056,9.010910,8.617326,-67.514008,-169647.444789,1,4,1
4195877216462974848,C,0.619600,22.202295,22.761974,7.131909,7.022848,-147.704208,-149987.371575,1,4,1
4199936132366545536,A,0.992000,9.592422,11.125765,3.559192,3.862808,5.458517,-158141.607712,0,2,1
4200923322013269120,C,0.627600,21.116597,22.054161,8.250864,8.158314,-59.897903,-168425.306963,1,4,1
4206046423410846976,B,0.872000,16.692076,18.797652,3.672086,4.505729,72.671844,-162652.321181,0,2,1
4225840145265828736,A,0.994000,11.348872,12.092082,4.740682,4.748150,-83.451088,-148519.455068,1,3,1
4233272259754700544,C,0.532200,22.758525,23.748795,9.259671,9.825727,2.854148,-146414.159383,0,4,2
4247141258918067584,A,0.970000,20.719578,20.809313,1.559328,1.639715,-124.762077,-150304.640742,1,1,1
4249507648453453696,C,0.535000,23.004004,24.373728,10.789990,11.870078,38.501827,-156351.682689,0,4,1
4250731611051699968,B,0.846000,17.469688,18.691562,6.515336,6.352920,-82.516518,-152176.554694,1,3,1
4287640292264861056,B,0.878000,19.754517,20.985862,2.979462,3.223916,121.998627,-147793.657154,0,2,1
4296315679553899008,B,0.914000,12.420897,15.251990,4.288081,5.079465,39.865810,-157404.459489,0,3,1
4303687870634184960,A,1.000000,19.923860,19.965442,1.113675,1.145858,-143.691803,-148234.621725,1,1,1
4348269287555702912,C,0.564800,19.759411,23.648860,7.501292,8.216343,-49.866093,-150165.042777,1,4,1
4363597029397991168,C,0.718000,21.856752,22.025992,5.190871,5.165941,-112.633888,-160533.422461,1,3,1
4364961111010691712,A,0.964000,4.048168,9.376454,5.985728,6.172905,-1.528466,-154895.177870,1,3,1
4368367054436062464,B,0.870000,15.518764,17.559090,7.098497,6.902950,14.501136,-150402.590710,0,4,1
4373704186956220416,C,0.623800,16.792915,19.776476,13.491925,13.273024,-80.170898,-164197.738519,1,4,1
4375606994908672896,C,0.610200,21.417463,22.067714,11.039893,10.365038,-76.739372,-169003.169086,1,4,1
4381090568632469120,C,0.816000,20.954050,21.817210,3.142836,3.183552,-72.226639,-151431.371178,1,2,1
4381736600433906048,A,0.964000,21.616877,21.890860,1.024065,1.311972,31.026953,-153171.851444,0,1,1
4425278016809160192,B,0.932000,16.897900,17.211169,3.608666,3.849391,-68.489548,-151766.156739,1,2,1
4425600208074385280,C,0.560000,21.672991,22.769722,14.000550,13.580520,-162.491409,-146240.017905,1,4,2
4430838659424499712,C,0.688800,21.519822,22.101671,4.524569,5.143373,57.828148,-145490.173666,0,3,2
4432618322075745664,B,0.902000,10.569198,13.137284,7.887735,8.072197,-58.673733,-158333.585299,1,4,1
4437457994304344064,B,0.856000,16.108603,17.620818,6.574186,6.405142,3.321053,-148157.659591,0,3,1
4439908908802668800,A,0.970000,19.532254,19.712347,1.997937,2.205893,-16.396505,-150361.136165,1,1,1
4448470393528560640,A,0.998000,20.827548,20.844176,1.064170,1.077121,-120.252029,-145726.421077,1,1,2
4452364176521571840,A,0.988000,14.811915,15.376649,2.284814,2.738298,2.464987,-150984.034784,0,1,1
4460195551168237056,C,0.838000,16.751168,18.371727,4.526693,5.140687,-65.273689,-152153.744717,1,3,1
4474975044735889920,C,0.596600,19.990998,21.802507,15.285275,14.234129,-25.216694,-167080.116809,1,4,1
4484583230171662336,B,0.950000,19.717707,19.739557,2.898305,2.887712,-116.097778,-151989.406539,1,2,1
4489810102292462208,A,0.956000,20.420622,20.654900,1.563489,1.919870,-56.758904,-155636.390701,1,1,1
4502926902354076928,C,0.654400,24.217389,24.230462,1.936534,1.882349,-114.442871,-151979.608211,1,1,1
4505828822792588928,C,0.642200,15.249758,21.664062,8.804625,9.617270,-44.520470,-160446.867529,1,4,1
4509205216832603008,C,0.744000,21.136444,21.212476,5.723643,5.687731,-114.574219,-156447.632583,1,3,1
4512960530120474880,C,0.516600,20.719586,24.580010,15.180708,15.477794,53.253162,-159003.824370,0,4,1
4519428475969901312,C,0.822000,15.550946,16.857847,8.189157,8.111798,-47.029781,-154655.232216,1,4,1
4531600000954205184,B,0.950000,14.149568,15.826485,5.559992,5.501945,-35.922684,-151618.059851,1,3,1
4541461035395138688,B,0.848000,20.958801,21.942073,2.134739,2.701382,-49.128998,-158549.752669,1,1,1
4545558610291265280,B,0.916000,15.217212,15.820076,4.215896,4.877472,46.992550,-154159.978534,0,3,1
4548259045209693568,B,0.950000,14.339470,15.730981,3.704959,4.021669,21.273422,-154350.512829,0,2,1
4557213124312245888,C,0.564600,23.282807,23.492397,9.189754,8.745552,-79.908279,-153116.774016,1,4,1
4559118165642887040,B,0.906000,15.935958,17.057902,5.925285,5.864188,-108.381973,-150256.632833,1,3,1
4561428273933190144,C,0.708000,17.085723,19.677736,8.552700,8.160039,-91.282555,-152437.299302,1,4,1
4567494004707686784,C,0.714000,18.090664,18.703483,8.441987,8.400767,-74.676003,-152491.669454,1,4,1
4568650828376740480,C,0.700000,22.335619,23.231598,2.939525,3.778886,-99.233780,-151676.127174,1,2,1
4574214529012009344,C,0.604200,21.491432,23.144192,6.155437,7.364511,-79.566803,-141552.352732,1,3,3
4575235425557773568,A,0.994000,13.460164,13.599391,3.639934,3.555007,-9.862571,-145829.747693,1,2,2
4581702581155592576,C,0.714000,22.451881,22.968161,2.651982,2.831984,68.979301,-151985.669091,0,2,1
4605148051709428096,A,1.000000,8.566955,8.850997,4.465856,4.278611,-8.480599,-148363.494227,1,3,1
4607461870850393344,A,0.956000,16.533170,17.793174,2.633275,2.995152,52.649414,-148164.331581,0,2,1
4622378047453302016,C,0.657800,22.985577,23.240641,5.255507,5.287179,-96.973480,-144663.701092,1,3,2
4627302725674241536,B,0.882000,2.612170,13.633050,8.217295,8.310744,-12.135532,-144527.192215,1,4,2
4628223605320581504,C,0.794000,19.319395,20.134574,5.458544,5.439072,42.497150,-140987.200641,0,3,3
4635714784197377408,A,0.998000,18.694784,18.716262,1.411528,1.408775,-27.314548,-147332.575989,1,1,1
4642014676586497920,A,0.988000,15.270567,15.989289,2.949788,2.989574,-48.053062,-142717.887353,1,2,2
4643902052719519232,B,0.922000,20.583770,21.272698,2.480488,2.730757,-73.464142,-145160.411889,1,2,2
4650154155016136960,C,0.605800,23.707698,23.955816,4.208685,4.238362,14.754594,-135735.381230,0,3,3
4656999508279668992,A,1.000000,13.060483,14.148534,2.569937,2.698670,82.921364,-141977.549234,0,2,2
4662597225031152768,C,0.620400,23.553195,23.891569,3.127309,3.421807,-78.357559,-133339.433426,1,2,3
4684098381060584832,A,1.000000,14.340598,15.164806,1.560632,1.708651,-90.853157,-145507.796709,1,1,2
4686790432202212992,B,0.848000,13.570255,15.010024,8.573336,8.372993,83.024155,-145714.692824,0,4,2
4700070299282100224,C,0.569000,23.728409,24.594152,2.394730,2.852596,-15.419188,-144363.725248,1,1,2
4709570045386273280,C,0.671200,19.930448,21.574729,6.629007,6.982256,-120.914513,-139523.210496,1,3,3
4712594355197715456,B,0.860000,13.518117,13.648634,7.425398,7.448973,42.814110,-137789.902465,0,4,3
4718685645319833344,C,0.581800,16.890813,22.814548,9.783097,10.896919,5.471347,-126001.651110,0,4,3
4733771876863713920,B,0.894000,17.452258,18.494737,4.404171,4.286579,-82.990128,-140828.661747,1,3,3
4735913897311324928,B,0.894000,12.917701,16.776272,6.068904,5.981947,61.169010,-142531.104758,0,3,2
4741714714501659008,A,0.994000,16.205574,16.646665,2.499678,2.543735,71.009117,-143880.303912,0,2,2
4750641958644697984,A,1.000000,13.211452,13.225962,0.528297,0.535353,-63.995384,-144266.500938,1,1,2
4751364750101200512,C,0.706000,8.650451,15.109790,12.332546,12.876689,14.850775,-119986.262086,0,4,3
4763565068562177152,C,0.510800,23.351839,25.018622,5.696871,5.899188,-56.867168,-132388.650089,1,3,3
4775486282867457792,A,1.000000,18.707042,19.105636,0.774622,0.927433,100.226059,-139443.626465,0,1,3
4780282558746990080,A,1.000000,5.774479,6.614564,1.185667,1.446901,-24.237482,-138835.139453,1,1,3
4787653169303574784,B,0.878000,20.898856,21.723069,2.227972,2.504699,-112.344963,-132648.031719,1,1,3
4789876072577241088,C,0.808000,19.935146,20.139984,6.142722,5.918719,-123.276329,-143287.901789,1,3,2
4803516579472199296,B,0.942000,5.208587,11.266219,6.259284,6.566355,6.710435,-125580.551706,0,3,3
4817456149232095360,C,0.742000,21.817387,22.656815,2.755690,3.495675,46.861263,-120611.520182,0,2,3
4818793915582515200,A,0.990000,15.992181,16.573866,1.807676,2.063858,119.062248,-134195.376705,0,1,3
4828425087686087040,C,0.699200,22.590205,22.887280,3.302673,3.591571,50.007511,-122595.319081,0,2,3
4878106451868103040,C,0.830000,20.475751,20.608423,4.890763,4.811017,-136.733795,-141820.823800,1,3,2
4892430580116603264,B,0.920000,20.971975,21.190744,2.562724,2.555989,116.050819,-140722.652931,0,2,3
4902531381123134464,A,0.986000,6.567262,9.478902,4.044948,4.327989,-14.062213,-145524.724476,1,2,2
4904457759855350400,B,0.902000,21.949432,22.002329,2.086372,2.069288,7.092527,-146089.919435,0,1,2
4906531782382508800,C,0.770000,19.899936,20.241536,5.570121,5.676688,-54.725437,-140980.334775,1,3,3
4907358713910131584,B,0.912000,21.939474,22.159074,1.143806,1.467752,62.854370,-143473.066026,0,1,2
4914859723969657088,C,0.700000,19.022668,20.124338,8.015101,7.685418,-113.449112,-142722.303732,1,4,2
4920303887074862080,A,0.988000,19.276164,19.802277,1.214316,1.613177,26.578468,-143501.480766,0,1,2
4934833314761470592,C,0.563600,22.681875,23.918250,8.721790,8.846440,-126.480438,-134629.680529,1,4,3
4936212102342356736,A,1.000000,18.159339,18.236486,1.688492,1.677377,13.572721,-143993.550884,0,1,2
4941344588261325056,A,1.000000,20.521042,20.569882,1.192356,1.199182,-8.774567,-143307.162941,1,1,2
4948654828757666432,A,1.000000,16.507425,16.778308,0.535261,0.607763,12.223387,-143387.986161,0,1,2
4950895186778507520,C,0.610400,21.077530,22.291926,8.840505,8.539404,-115.903130,-134229.883487,1,4,3
4966393593445830528,B,0.900000,18.793415,19.650453,3.161251,3.621413,-31.220715,-143037.578587,1,2,2
4972664245698380544,B,0.854000,19.147686,19.563477,5.331238,5.304344,-17.369377,-145048.159779,1,3,2
4977902903210252416,C,0.576400,22.753837,23.817454,5.252174,5.412973,-39.353035,-144160.420980,1,3,2
5024063837315358080,B,0.880000,19.771821,19.883461,5.439457,5.030926,-130.103775,-139440.568835,1,3,3
5071663482388678912,A,1.000000,17.081534,17.592538,1.708919,1.734416,-31.274796,-140039.033376,1,1,3
5159438114108478976,B,0.948000,10.698153,13.486236,4.486327,5.209916,-6.743853,-134942.727036,1,3,3
5161949360010825216,A,0.988000,22.384991,22.579885,1.064809,1.074672,-28.467007,-139635.233779,1,1,3
5190241413398589312,C,0.728000,17.888026,17.658004,9.161769,8.654647,7.595410,-139957.451799,0,4,3
5190928676886233216,A,1.000000,14.237723,14.407134,0.377786,0.417524,-63.563633,-147467.593998,1,1,1
5193945771151835904,A,1.000000,22.371086,22.429064,0.223217,0.229168,132.618103,-146537.639252,0,1,2
5203223278469816704,B,0.854000,20.239341,21.519824,2.858496,2.953301,-49.405647,-146706.748790,1,2,2
5207879091736225024,B,0.860000,22.260401,22.294349,2.715944,2.701732,67.512253,-146414.304319,0,2,2
5208650536582846080,A,0.984000,14.628357,15.240083,4.053336,4.147587,80.069344,-144045.411320,0,2,2
5233847318704309120,C,0.824000,22.209113,22.188040,2.589822,2.659381,-22.548759,-149206.851667,1,2,1
5241331148942594944,A,1.000000,10.480703,10.489986,0.218137,0.222987,-43.132572,-145335.802610,1,1,2
5242086375954046976,C,0.786000,20.464559,21.146855,3.604595,3.632531,71.279495,-147134.833849,0,2,1
5243651736909824384,C,0.668600,23.077247,23.580889,3.206532,3.183120,83.840889,-143373.630439,0,2,2
5248569160927735296,B,0.890000,20.431408,20.521771,3.715253,3.612826,57.330757,-136134.563725,0,2,3
5269723116106466688,A,1.000000,12.111977,12.499135,2.947019,2.958787,73.675293,-143781.053489,0,2,2
5283409699413136768,C,0.788000,22.279422,22.189081,2.701140,2.666045,41.008472,-135779.782180,0,2,3
5286951535600233472,C,0.540700,23.579598,24.489002,7.478284,7.513769,-163.322617,-130859.655335,1,4,3
5290465746565304704,C,0.758000,22.450733,22.559250,3.464267,3.483244,-31.575146,-127778.524975,1,2,3
5293589252937639040,B,0.876000,22.871873,22.994411,1.600687,1.633477,-183.229492,-139888.225819,1,1,3
5295731342108117888,C,0.698000,23.130393,23.656640,2.104294,2.707651,26.879768,-144146.643019,0,1,2
5298601754661212544,C,0.724000,20.565291,21.768651,4.107753,4.755950,-34.670815,-144685.716659,1,2,2
5311556471239016320,B,0.900000,17.481408,17.446937,5.896940,5.844586,155.192123,-137016.050918,0,3,3
5313832705112563712,B,0.918000,17.866926,18.652138,4.195307,4.204226,-100.843704,-143732.707839,1,2,2
5331671937678928640,A,0.999900,23.495197,23.524556,0.370217,0.378464,-96.778648,-142122.694926,1,1,2
5335614752064948224,C,0.766000,22.089524,22.233492,3.099877,3.473689,52.893898,-147197.295435,0,2,1
5337419840908283520,C,0.585800,18.103006,23.339908,9.098501,9.674402,-62.881207,-148094.790977,1,4,1
5338175613378523776,C,0.808000,18.591521,18.617404,6.802523,6.600078,-84.165977,-144254.304181,1,3,2
5343549377698526720,A,0.956000,15.119374,16.287136,4.504110,4.483133,103.473999,-149426.828451,0,3,1
5347352687178469504,A,1.000000,19.632258,19.644250,0.746365,0.749616,-105.621582,-146556.488922,1,1,2
5350363772817768448,C,0.585600,15.837133,22.910095,10.167180,11.135666,-17.410017,-146762.894735,1,4,2
5350491178724440576,C,0.603600,20.627774,21.039309,13.064608,12.453233,158.253372,-146682.293137,0,4,2
5350548937445540608,C,0.572400,21.816160,22.383232,12.787300,12.200435,168.755493,-146492.839903,0,4,2
5350997258995085824,C,0.521400,24.359039,24.515193,8.378554,8.210818,-168.396454,-145627.832232,1,4,2
5361561955126549504,C,0.675400,20.711987,20.915723,8.249270,8.107333,-139.314209,-145551.553204,1,4,2
5361579508648966400,C,0.661800,21.233781,22.448480,5.801415,5.835005,-75.635902,-139773.964216,1,3,3
5371720343055762432,C,0.621400,23.031943,23.467576,4.855942,4.720061,124.314095,-146629.105914,0,3,2
5376610455375993216,A,0.976000,15.232103,15.349259,3.160413,3.398045,91.491615,-142551.773843,0,2,2
5379515880491866368,B,0.884000,18.503713,19.704566,3.311513,3.607276,12.763017,-141910.112725,0,2,2
5382652507990243584,C,0.685800,20.905639,20.897601,7.925975,7.612794,-29.556578,-128545.837044,1,4,3
5383288064367539968,A,0.972000,9.474926,10.557603,6.082713,6.052770,-4.184011,-142735.619916,1,3,2
5393675563031498496,A,0.998000,18.329754,18.588603,1.768008,1.798306,-137.303314,-143369.489321,1,1,2
5417729544554281088,A,1.000000,20.778538,20.854526,0.806255,0.831648,106.488106,-133714.644117,0,1,3
5418454741194007296,A,1.000000,17.442812,17.525922,0.946281,0.951506,-138.261261,-142860.830053,1,1,2
5428948205293775104,C,0.768000,19.102008,19.962611,6.037274,6.107581,129.375122,-131913.837077,0,3,3
5435970648617675264,A,0.984000,22.143054,22.172515,1.421276,1.408163,-82.756844,-139707.149501,1,1,3
5436609293074804224,A,1.000000,13.062081,13.198490,2.819109,2.745959,9.560494,-137588.103401,0,2,3
5438217741146151808,C,0.790000,18.861221,19.177792,4.703905,5.098733,-92.580353,-143648.603115,1,3,2
5438787906644840192,A,0.976000,18.007318,18.296661,2.384024,2.556810,-96.059952,-131205.115882,1,1,3
5457973628633589376,A,0.960000,19.879037,19.940271,2.861153,2.914261,142.028946,-144054.354540,0,2,2
5465519061538436352,A,1.000000,7.332354,8.282983,1.592968,1.943680,17.557568,-144301.856670,0,1,2
5481258192533175552,C,0.550900,24.245227,24.474900,4.589524,4.450332,31.617672,-134955.113213,0,3,3
5493444560942326784,C,0.634200,20.830369,21.786762,8.867529,8.716949,-191.184219,-132130.460279,1,4,3
5495094962252842112,A,0.992000,10.757110,11.874344,4.907745,4.800350,-54.703487,-141373.440870,1,3,3
5499247057459764608,A,1.000000,11.770462,12.423193,1.149579,1.476433,-16.466015,-131535.343161,1,1,3
5502772847653534464,A,0.954000,13.117128,13.296043,5.416718,5.557699,66.420578,-123110.515551,0,3,3
5507141928905316736,B,0.886000,22.764061,22.770151,1.753732,1.766326,-149.304382,-143453.505309,1,1,2
5516010937598299392,A,1.000000,7.081149,7.730772,2.463776,2.550268,-29.287291,-126792.398404,1,2,3
5566151760193226496,B,0.896000,21.627200,21.674175,2.284040,2.273299,-54.653179,-131163.781879,1,1,3
5569360650518152576,B,0.884000,15.412909,17.800919,3.868169,4.688537,5.597871,-141157.092379,0,2,3
5572405060775591936,C,0.832000,11.962654,16.249365,6.003600,6.806091,0.436052,-136419.507905,0,3,3
5576846709795882368,A,1.000000,5.032748,6.162734,1.934992,2.226189,36.676128,-129029.383904,0,1,3
5580533337923969536,A,0.998000,21.173711,21.397183,0.693545,0.782436,56.429790,-130402.396524,0,1,3
5593743798340155648,C,0.723500,23.807570,23.826087,2.015207,2.020851,63.247227,-137786.259715,0,1,3
5598623534026709632,B,0.852000,22.199919,22.940818,1.611137,1.796098,-50.517399,-130211.574543,1,1,3
5605836330306291968,B,0.870000,4.188528,12.665103,8.071027,8.795493,-6.135782,-127925.198485,1,4,3
5620185987839436160,A,1.000000,16.316822,16.398130,0.184670,0.243062,-61.650463,-139721.437083,1,1,3
5646312784989058688,C,0.762700,23.849746,23.914143,1.292988,1.483124,-117.069588,-143850.428875,1,1,2
5655187840986439680,C,0.800000,17.783004,19.347127,6.775262,6.576237,-183.962646,-129611.395305,1,3,3
5661244569508760064,A,0.983900,24.432151,24.442959,0.260161,0.260672,44.659966,-143831.091187,0,1,2
5673744539245877888,C,0.732000,22.133112,22.301483,3.651273,3.739134,-133.764648,-141451.538255,1,2,3
5690154097455223168,C,0.684000,20.672381,21.397996,7.199318,6.850311,-90.448387,-128687.393586,1,4,3
5690806726325702656,C,0.579700,23.192006,23.454090,8.773881,8.236446,-212.029816,-128842.354713,1,4,3
5727016526150639232,A,0.978000,10.254949,10.876244,4.452041,4.558611,-46.437183,-126584.436827,1,3,3
5731897365641654912,C,0.720000,22.711478,22.827917,3.633787,3.660247,-134.173553,-141330.975447,1,2,3
5734715925043634560,A,1.000000,15.033284,15.500876,0.867926,1.127991,-9.650099,-132010.929172,1,1,3
5763141294214631296,A,0.986000,15.903171,16.925128,1.864875,2.301580,-45.836647,-140229.261197,1,1,3
5783014245334461440,A,0.954000,16.169957,17.719087,2.653785,3.157757,-56.293839,-146356.855279,1,2,2
5800526407576098304,C,0.629400,22.542615,22.697646,7.698737,7.218438,-98.275375,-157355.225314,1,4,1
5801450066035923200,C,0.776000,19.534396,19.859105,6.381799,6.233293,-17.683197,-154842.553267,1,3,1
5805223074548304512,B,0.880000,15.482733,15.777795,6.107900,6.073151,13.163091,-155862.418005,0,3,1
5808278514287531392,C,0.619200,18.414142,19.882054,14.069046,14.615972,-12.356601,-161776.371770,1,4,1
5816474514486049536,C,0.612900,23.482337,23.899992,3.571070,3.602449,-14.643684,-149070.789672,1,2,1
5816763754765392384,A,1.000000,5.287274,5.301653,1.698346,1.677438,38.810329,-145279.519459,0,1,2
5817316499870133760,C,0.554400,23.366607,24.310914,5.967024,5.936010,-129.588638,-150311.631025,1,3,1
5818377318130339584,C,0.635200,19.386767,20.706266,11.261994,11.246556,-35.008827,-169634.264434,1,4,1
