R_kpc,static_simple,static_full,barred_default,barred_slow,barred_fast,static_full_halo_0p85,static_full_halo_1p15
21.75,195.72338652109775,206.2395940788295,206.237021671494,206.237021671494,206.237021671494,185.00488370452376,225.48333272567254
22.0,195.4676865392178,205.9487752377623,205.94622993604688,205.94622993604688,205.94622993604688,184.61566735777785,225.27061816826222
22.25,195.21513527914198,205.66240366490229,205.65988486987897,205.65988486987897,205.65988486987897,184.2327237120781,225.060774183507
22.5,194.96563059667983,205.38034124704052,205.37784835302799,205.37784835302799,205.37784835302799,183.85587851246126,224.8536970519113
22.75,194.71907456809052,205.1024536714515,205.0999860695357,205.0999860695357,205.0999860695357,183.48496189596992,224.64928613760222
23.0,194.4753733063082,204.82861044792512,204.82616752902,204.82616752902,204.82616752902,183.11980842385344,224.44744391252698
23.25,194.23443678458045,204.55868490963752,204.5562660671366,204.5562660671366,204.5562660671366,182.7602570900799,224.24807596117435
23.5,193.99617866736043,204.29255419613028,204.29015882819485,204.29015882819485,204.29015882819485,182.40615130969746,224.05109096887125
23.75,193.7605161482722,204.03009905112154,204.02772656742917,204.02772656742917,204.02772656742917,182.057338699479,223.856400541249
24.0,193.52736979495168,203.77120347481818,203.76885331964428,203.76885331964428,203.76885331964428,181.7136706944281,223.66391889151106
24.25,193.2966634005562,203.51575587548066,203.51342753085638,203.51342753085638,203.51342753085638,181.37500384500674,223.4735638937193
24.5,193.06832384172228,203.26364922082462,203.26134220239823,203.26134220239823,203.26134220239823,181.04119999602844,223.2852572229768
24.75,192.84228094275213,203.0147808197915,203.01249467310947,203.01249467310947,203.01249467310947,180.71212605066594,223.09892415891247
25.0,192.61846734580263,202.76905211604637,202.76678641321485,202.76678641321485,202.76678641321485,180.38765374651712,222.91449340028677
