sample,rank,source_id_1,tier_1,vgrf_1_kms,source_id_2,tier_2,vgrf_2_kms,sep_pc,dv_kms
tierABC_statistical,13,1636186487405423744,A,20.256939478765293,1647165793906986752,C,21.553935125325292,76.94396832061734,27.83179960244458
tierABC_statistical,14,1506596947444170880,A,15.58960091934974,1511010421478640256,A,19.920116899963492,79.36550546083065,8.372430221645754
tierABC_statistical,15,3139433115547037440,A,22.551551957316427,5646312784989058688,C,23.849746025033877,81.72398816817757,39.45798224859815
tierABC_statistical,16,10283049355584128,B,16.289921114577965,3267268144184193536,C,21.543698050999414,81.81914391492685,37.10542094994551
tierABC_statistical,17,1338748491647110400,A,22.63809841711559,2020424226064132608,A,14.132932718005128,81.94714771286239,34.802709641290484
tierABC_statistical,18,1079706266559949312,C,24.3962409876775,1692468013729660544,A,21.929335438735972,82.36740046284741,40.00041041416899
tierABC_statistical,19,2944504890945973760,B,20.77506006282636,3100026206493299968,A,15.276537002258426,82.42020559712792,26.944413986343978
tierABC_statistical,20,4430838659424499712,C,21.5198216196984,6339969661358792832,B,22.702962676682844,86.11161949054119,31.14624172957357
point_estimate_vgrf_lt25,1,711230886115419264,A,17.35281859800481,716502322814874624,D,24.60904880606949,32.177997441698224,41.68839145029802
point_estimate_vgrf_lt25,2,2826770250994112512,A,18.359145310967254,2826770250994112640,A,15.975827224761415,38.93790860171215,6.132473632567834
point_estimate_vgrf_lt25,3,5465519061538436352,A,7.332354023021708,5646312784989058688,C,23.849746025033877,44.17982353929687,29.857897724074697
point_estimate_vgrf_lt25,4,2067806477040504192,C,12.545429997201472,2067929587982279552,A,10.351119135141644,56.51264073188299,19.468452497977076
point_estimate_vgrf_lt25,5,1291384760535820544,C,21.331696625501753,1388416077571124096,A,20.148947806206984,57.43973379267661,19.15050894644817
point_estimate_vgrf_lt25,6,4741714714501659008,A,16.205573557706877,4936212102342356736,A,18.159338964735635,62.54248833301792,19.849143963805577
point_estimate_vgrf_lt25,7,2221777481188424320,A,15.028563561122928,2247088479377521920,C,23.492801125965496,62.60313550541843,32.03406999560219
point_estimate_vgrf_lt25,8,5465519061538436352,A,7.332354023021708,5661244569508760064,A,24.432151479452532,64.04478042746926,17.511689856942546
point_estimate_vgrf_lt25,9,3717937207127536768,D,24.87597538929581,3738499345877271808,A,13.828061833703508,67.30385199577958,36.381689088837014
point_estimate_vgrf_lt25,10,1772492325424795904,A,6.752925610413481,1773036549320985088,C,22.85971809988432,68.22456103252088,22.435325279935345
point_estimate_vgrf_lt25,11,1483606021868470144,C,21.90141581969813,1524238989468731264,C,23.652164596057354,70.73087226958401,43.1280227970756
point_estimate_vgrf_lt25,12,2067929587982279552,A,10.351119135141644,2069119053409349760,B,21.32183713240909,74.39913410086587,15.721342170098822
point_estimate_vgrf_lt25,13,2020424226064132608,A,14.132932718005128,2728314787225296000,A,23.16017615412458,75.37651640277761,26.72733483627674
point_estimate_vgrf_lt25,14,5646312784989058688,C,23.849746025033877,5661244569508760064,A,24.432151479452532,76.40844582655704,42.87277030873816
point_estimate_vgrf_lt25,15,1636186487405423744,A,20.256939478765293,1647165793906986752,C,21.553935125325292,76.94396832061734,27.83179960244458
point_estimate_vgrf_lt25,16,1506596947444170880,A,15.58960091934974,1511010421478640256,A,19.920116899963492,79.36550546083065,8.372430221645754
point_estimate_vgrf_lt25,17,3139433115547037440,A,22.551551957316427,5646312784989058688,C,23.849746025033877,81.72398816817757,39.45798224859815
point_estimate_vgrf_lt25,18,10283049355584128,B,16.289921114577965,3267268144184193536,C,21.543698050999414,81.81914391492685,37.10542094994551
point_estimate_vgrf_lt25,19,1338748491647110400,A,22.63809841711559,2020424226064132608,A,14.132932718005128,81.94714771286239,34.802709641290484
point_estimate_vgrf_lt25,20,1079706266559949312,C,24.3962409876775,1692468013729660544,A,21.929335438735972,82.36740046284741,40.00041041416899
