source_id,vgrf_v1,R_peri_kpc,R_apo_kpc,ecc,J_phi,v_total_grf,kw_weight,w_baseline,w_rich
2496506644822288384,147.45109744266284,4.530324459075928,12.373615264892578,0.4639918804168701,-1477.1317866692573,192.00808298969457,0.14102097035155126,1.066213114284288,1.0846422730778602
7551072198092928,121.48278107628768,3.3820343017578125,9.640626907348633,0.4805924594402313,-1140.5620586145399,135.91362009230096,0.10531655544336312,1.1019867744540321,1.143966889839618
23156440731087872,185.6702501228374,5.723589897155762,8.750056266784668,0.2091018557548523,-1586.1098775515838,187.6199951408154,0.007011210099091742,0.8643804033164423,0.5387207519980082
23253811934058112,86.53856150067324,3.2205653190612793,13.852189064025879,0.6227245926856995,-1150.5006112205465,117.63696628758314,0.6733598785475285,0.973679851510528,0.9076231728560098
15612691452923008,65.3182149184477,1.7771520614624023,18.698657989501953,0.8264144062995911,-707.9037038849654,168.72210875140374,0.34784125340772193,1.0516860051586492,0.5906971704719267
3312388837213292544,188.50505182803124,7.8520283699035645,11.286445617675781,0.17945094406604767,-2087.598658042211,189.8143772304701,0.35449523885690676,1.0868688210764208,1.0267941853533378
43622544014331008,-18.964266736981983,0.7296468019485474,16.228675842285156,0.9139482378959656,328.1295400703955,135.9414155638143,0.9575366121428704,1.0473801230671405,1.0559526309557217
53219047141932544,174.74649699255528,5.587925910949707,9.391200065612793,0.25390493869781494,-1611.515682580383,176.15418098703128,0.10438101522974189,1.1704298485728075,1.3525245072503973
175673409473260672,175.64039291790692,5.4541239738464355,9.093018531799316,0.25014498829841614,-1572.353830945944,176.7148810621701,0.1909919383053137,1.055153817896759,1.1950485841339284
176854284966126336,188.55468802514497,10.010237693786621,13.867690086364746,0.16154888272285461,-2529.751127257544,191.9818192826896,1.5786292037352883,0.9800515564274963,0.976887851448418
78386559061679488,185.20019450306057,6.52161169052124,9.713369369506836,0.19659756124019623,-1751.7352525693302,186.2510096538996,0.10644111035508592,1.1557113560375085,1.3690874656891863
88703242305574912,75.83463026827138,2.155586004257202,12.08100414276123,0.6971766352653503,-867.6475230919007,155.1634819812391,0.07410469500021373,1.1736747185094172,1.0460208731855556
94561680776243456,119.13637369790818,4.230902671813965,11.805752754211426,0.4723460078239441,-1399.3761948655451,155.35610867550486,0.1970249526595108,1.1642989312099048,1.341377023780447
290609105134460288,-66.6362826786604,1.9158445596694946,10.09881591796875,0.6810821294784546,602.6705302409222,122.39150143205364,0.21511439707818772,1.1779788685735968,1.352430918370758
131121576271527296,192.4327650520238,6.338233947753906,8.770710945129395,0.16099582612514496,-1683.0208719272007,193.12492571943653,0.08480057741354574,1.0653003626590705,0.7928983544518052
47811099199323776,177.0402228087399,8.39751148223877,13.01248836517334,0.2155524045228958,-2274.532797844824,177.04603969136156,0.9910792766933292,1.0547417612487895,0.7346874141056353
218539485191214848,136.09733656637184,4.547521591186523,10.900131225585938,0.41123461723327637,-1463.8509682732658,155.13347697237532,0.02652107527075803,0.8817013824360511,0.2926580010002499
3458510835872202752,181.46055915954247,12.651773452758789,16.534116744995117,0.13302123546600342,-2997.600868080745,192.6954254486828,0.6108826237035271,0.9260047092617109,0.32604488702342277
204396673281624320,191.23363515026983,10.120494842529297,13.449798583984375,0.14124998450279236,-2583.031753155075,192.3850177428908,0.8388560589983569,0.8938354011640196,0.7579910112701227
226506546445667712,194.60396107841933,6.254153728485107,8.602699279785156,0.15807825326919556,-1663.5271156513072,194.9039382632467,0.013403914749637093,0.7563643375897394,0.011265907993536387
180079904183858816,190.5097407719421,6.030413627624512,9.072587013244629,0.20142841339111328,-1655.1935158383483,198.07109167824223,0.08421752751076482,0.8842767116624392,0.8922362744071178
