source_id,tier,potential,draw,grid_min_rsph_pc,interp_min_rsph_pc,delta_interp_minus_grid_pc,grid_t_myr,interp_t_myr,grid_index,interp_grid_index,quadratic_used
1846633734516771840,A,static,-1,9.96678601950407,8.588712590273223,-1.3780734292308476,3982.8,3982.7912246140027,39828,39828,True
431014850227388672,B,barred,-1,3.1608848366886377,1.7538622925904517,-1.407022544098186,3487.6000000000004,3487.6042744117576,34876,34876,True
3738499345877271808,A,barred,-1,9.164940565824509,7.122283514696116,-2.042657051128392,329.70000000000005,329.7100194347216,3297,3297,True
4287640292264861056,B,barred,-1,7.224515546113253,6.73306397176621,-0.49145157434704256,2810.3,2810.295557379945,28103,28103,True
