source_id,tier,P_vgrf_below_25,vgrf_default_exact,mc_realisations,orbit_mc_realisations,R_peri_kpc_p16,R_peri_kpc_p50,R_peri_kpc_p84,R_apo_kpc_p16,R_apo_kpc_p50,R_apo_kpc_p84,z_max_kpc_p16,z_max_kpc_p50,z_max_kpc_p84,ecc_p16,ecc_p50,ecc_p84,min_r_sph_kpc_p16,min_r_sph_kpc_p50,min_r_sph_kpc_p84,J_R_p16,J_R_p50,J_R_p84,J_z_p16,J_z_p50,J_z_p84,J_phi_p16,J_phi_p50,J_phi_p84
234580256030945920,C,0.796,16.839515551012788,500,10000,0.12850296676158907,0.3201886862516403,0.5458525204658509,10.191132926940918,10.273340702056885,10.381619606018067,1.1015619802474976,4.833987474441528,5.1915317726135255,0.9000321503354383,0.9394737477050519,0.9751040251283555,0.17536578297615052,0.34711022675037384,0.5550447964668274,756.2385226715921,804.9482234924764,847.5405217719431,5.940350804008848,6.704987433854784,7.652052235006445,52.1358018620408,153.70759964725113,261.15685003914206
581304895593617280,C,0.746,15.573605949484577,500,10000,0.1112039703130722,0.28295256197452545,0.4937126183509826,9.486275939941406,9.562345504760742,9.650860481262207,4.198485813140869,4.436390399932861,4.685852680206299,0.9022789961770384,0.9426118924599676,0.9768142283636339,0.23701901078224183,0.3585834801197052,0.5285912752151489,704.8762814998187,751.4043777439534,792.2322646304552,12.172486916947156,13.076030790347822,14.168210117277114,32.849162231510526,129.78161063884056,227.38814320015405
967568690551426304,C,0.5712,19.29457092093195,5000,10000,0.17140337705612185,0.5283823311328888,1.1574261856079102,13.97441951751709,14.69578218460083,15.36461524963379,1.9085232782363892,5.689350366592407,6.285289516448975,0.8497934384202043,0.9312261492335104,0.977560858666883,0.4000690889358521,0.679734617471695,1.183674259185791,917.6509182898548,1127.237119219802,1240.2360895931276,28.792811042571095,33.24552377703669,37.57089759820794,-515.1388659625708,-190.4455335703892,122.18754349909908
1150681666279144064,C,0.6392,22.54686467762166,5000,10000,0.15821070849895477,0.3696761876344681,0.5798659133911133,11.325251426696777,11.604011535644531,11.978579483032227,4.144158802032471,4.51740288734436,4.961082019805908,0.9025336265313856,0.9382379129435505,0.9739447115926889,0.5545265364646912,0.7151751518249512,0.8792331051826477,819.5847353583755,880.1900628244221,951.2184494698647,56.89405655165425,64.5236940621863,75.54282104864917,-259.30222164773267,-169.92068895325303,-61.74825642745584
1580277420643770624,C,0.6816,20.70201166368273,5000,10000,0.13637349724769593,0.3386412560939789,0.5299413943290711,9.306646575927735,9.366910457611084,9.436144981384277,3.135026512145996,3.237739682197571,3.3886995983123778,0.8923236344363996,0.9303229433251086,0.9714363243002399,0.8180771899223328,0.8643560111522675,0.9494935321807861,661.1154135130889,710.2858025174601,765.6826227302604,71.49173053568582,75.24385877453417,80.0383502091538,-229.00402173485085,-145.9092542419724,-50.172701680604085
1624282521687619200,C,0.7944,23.676157560404647,10000,10000,0.12972777724266052,0.17926375567913055,0.22247836947441102,8.450842819213868,8.467734336853027,8.490435066223144,3.6730198574066164,3.781132936477661,3.8995653057098387,0.9486883936686973,0.9585270281718707,0.9698953974986284,0.47642749428749087,0.5590430200099945,0.6118439412117005,660.4390338015966,669.5356779404822,678.7702691615823,38.95790222335068,39.29331995675804,39.96047305338262,56.368460023688876,76.51904819749429,96.84864909063006
1770507565202376064,C,0.752,17.564069728121893,500,10000,0.04690056636929512,0.1264016255736351,0.26391632795333864,7.72326099395752,7.771845579147339,7.88262939453125,3.6556691932678222,3.959468722343445,4.101711864471436,0.9341512280710719,0.9683047704408578,0.9880435636439292,0.15693969547748565,0.25523677468299866,0.3687413144111633,588.2236088601536,621.0345396004643,645.3855749539912,13.563524318113032,17.529744243902083,23.516700375801047,-42.93244972332471,34.591020866902255,110.65057577832711
1984739296977773184,C,0.6311,23.96741551042853,10000,10000,0.42397629022598265,0.48052118718624115,0.5385728597640991,9.917971725463866,10.048485279083252,10.171400680541993,0.8825663256645203,1.2407404780387878,4.639330768585205,0.8971471944746451,0.908698635977967,0.9198549685501851,0.43511286735534666,0.4888078272342682,0.5470938873291016,717.6521301260185,740.6643744520479,765.9101139111436,7.868974945926906,8.105927230514059,8.47811303706818,-255.95826454400603,-231.50048639317168,-205.75329553620773
2041889338710784128,C,0.6112,22.79614583616461,5000,10000,0.23358751714229584,0.28282785415649414,0.370476176738739,7.770086936950683,7.9934070110321045,8.418743019104005,3.366503200531006,3.3948556184768677,3.469802370071411,0.9153630282622596,0.9315362931882947,0.9420707815062555,0.5656252717971801,0.6582250893115997,0.7491629672050476,596.3550277215435,613.6613220368931,630.8508575280679,34.0383996213097,38.245335230914186,44.74527596857258,-159.3046467513257,-121.8932804004244,-100.98511583558077
2162560426318113152,C,0.786,22.003979325965712,500,10000,0.08216301441192628,0.17943336069583893,0.28744980931282044,8.20301471710205,8.219236850738525,8.233551712036133,0.05082603439688683,0.9805184900760651,4.301715202331543,0.9324946965450324,0.9572520681718557,0.9801708278467863,0.12162403345108033,0.19489745795726776,0.2882457590103149,630.23359391851,657.0993775364236,686.2793314256518,0.01569753494588371,0.04863223250287847,0.09626765102435068,-140.74895963174785,-88.15548174874449,-35.168691179082764
