variant,n,trajsize,pericentre_method,median_R_peri_pc,median_R_apo_kpc,median_ecc,e_gt_0p95_pct,n_R_peri_lt_100pc,n_R_peri_lt_50pc,n_R_peri_lt_10pc,n_min_rsph_lt_100pc,n_min_rsph_lt_10pc,n_bridgers,EJ_drift_p84,n_bridgers_gehrels_low_minus,n_bridgers_gehrels_high_plus
portail17_barred,1952,40001,parabola-interpolated cylindrical R minimum at dR=0,14.295570747883525,8.383318424224854,0.9957448531542591,92.67418032786885,1635,1494,637,739,5,15,1.6935201856639214e-06,3.825,4.969
