variant,R_peri_kpc,R_apo_kpc,z_max_kpc,min_r_sph_kpc,ecc
mcmillan17,0.1488695854060296,10.38078784942627,4.418603420257568,0.3638862073421478,0.9717237552451486
mcmillan17,0.039028674766314136,8.03089714050293,3.85172963142395,0.05176091566681862,0.9903273770639955
mcmillan17,0.12077198427932223,4.333431243896484,1.6209166049957275,0.6553629040718079,0.9457716776300825
mcmillan17,0.17218683230425366,5.32857608795166,2.457327365875244,0.32727551460266113,0.9373952905077235
mcmillan17,0.10923697679928608,5.605689525604248,2.079469680786133,0.7245247960090637,0.9617713450021294
mcmillan17,0.062342059818154265,2.643669366836548,0.9367388486862183,0.4574311673641205,0.9539232841339297
mcmillan17,0.10323183231794687,3.363804578781128,1.4757790565490723,0.3385681211948395,0.940449525140567
mcmillan17,0.05637950326710974,4.158477783203125,1.5677518844604492,0.6245296597480774,0.97324725397081
mcmillan17,0.03307956673062495,2.6883552074432373,0.9837710857391357,0.4339369833469391,0.9756896126671514
mcmillan17,0.04632105345764673,7.4577155113220215,3.73113751411438,0.046890463680028915,0.9876543636061008
mcmillan17,0.019474433135142962,9.05712604522705,3.9772205352783203,0.257506787776947,0.9957088706985466
mcmillan17,0.10442015205089314,8.908759117126465,4.071118354797363,0.2391650229692459,0.9768294518654516
mcmillan17,0.047265795960587255,9.406557083129883,3.7601351737976074,0.5706216096878052,0.9900007020302596
mcmillan17,0.09143999473279153,4.318868160247803,1.8572341203689575,0.48463013768196106,0.9585335121630775
mcmillan17,0.06070432178480707,8.612916946411133,4.13822603225708,0.06265069544315338,0.9860025426732905
mcmillan17,0.002213213049934521,6.340291976928711,3.3579046726226807,0.008168394677340984,0.9993021013042508
mcmillan17,0.08958295540467098,7.899773120880127,3.6432809829711914,0.09177006781101227,0.9775744241339839
mcmillan17,0.08341663005907571,2.7630531787872314,1.0661979913711548,0.40100178122520447,0.9413894151978481
mcmillan17,0.08168813591684541,6.659373760223389,3.513493537902832,0.08709735423326492,0.9757640154695455
mcmillan17,0.11492769186364687,9.700878143310547,4.222580909729004,0.3232658803462982,0.9765831366688587
mcmillan17,0.0706820022110607,2.8866512775421143,1.0056428909301758,0.5256097316741943,0.9521988254114125
mcmillan17,0.2908181210086551,11.172269821166992,4.789762496948242,0.3959934413433075,0.9492600732933993
mcmillan17,0.13157902737735275,9.497379302978516,4.505177974700928,0.13165870308876038,0.9726701429452568
mcmillan17,0.10373628633097856,7.8547821044921875,1.0182926654815674,0.10393164306879044,0.9739307541336851
mcmillan17,0.005404593555621179,2.8559558391571045,1.09003746509552,0.4245920479297638,0.9962223608785299
mcmillan17,0.08013878538602517,6.251944541931152,0.935309112071991,0.08186148852109909,0.9746880193315526
mcmillan17,0.00954242102216492,5.646788120269775,2.6226351261138916,0.39132097363471985,0.9966259323239671
mcmillan17,0.0824505534632651,9.31673812866211,3.9171640872955322,0.49627697467803955,0.9824558148045135
mcmillan17,0.15680022932342286,10.699417114257812,4.016125202178955,0.6302854418754578,0.9711132847913861
mcmillan17,0.03621665621737583,5.421718597412109,2.4963104724884033,0.4051012098789215,0.9867288069446071
mcmillan17,0.00931411298583531,7.998612403869629,3.817416191101074,0.20315760374069214,0.9976737766096553
mcmillan17,0.10913678524035121,3.629204750061035,1.5082638263702393,0.4631907343864441,0.9416121912833453
mcmillan17,0.014476408500325449,2.1696572303771973,1.101413607597351,0.016173772513866425,0.9867440267915428
mcmillan17,0.042861150723101996,7.802138805389404,3.352379322052002,0.5315020084381104,0.9890730016665695
mcmillan17,0.08091777484437382,8.093443870544434,3.9452478885650635,0.08203248679637909,0.9802020565385631
mcmillan17,0.1323207646483961,5.122685432434082,2.301668643951416,0.4699080288410187,0.9496401109015402
mcmillan17,0.07204698695885221,6.301822662353516,2.477487325668335,0.6807198524475098,0.9773930152567132
mcmillan17,0.07157956383362822,3.549088478088379,1.604166865348816,0.256212443113327,0.9604605763329628
