source_id,adopted_P,adopted_tier,P_independent,P_copula,delta_P,tier_independent,tier_copula
10283049355584128,0.92,B,0.926,0.929,0.0030000000000000027,B,B
19320583963797632,0.968,A,0.981,0.978,-0.0030000000000000027,A,A
23160976216587648,0.5295,C,0.5255,0.5265,0.0010000000000000009,C,C
30465165103355904,0.75,C,0.7535,0.752,-0.0014999999999999458,C,C
36729808698742528,0.908,B,0.93,0.918,-0.01200000000000001,B,B
37093334730689536,0.5023,C,0.5045,0.501,-0.0034999999999999476,C,C
47180254402996480,0.994,A,0.9935,0.994,0.0004999999999999449,A,A
56993395681126272,0.5668,C,0.5875,0.5785,-0.009000000000000008,C,C
66601512401466368,0.884,B,0.859,0.8665,0.007500000000000062,B,B
74355749434370304,0.6619,C,0.6635,0.647,-0.01649999999999996,C,C
77358206452039808,0.972,A,0.9825,0.9795,-0.0030000000000000027,A,A
78171462803918464,0.96,A,0.9665,0.9735,0.007000000000000006,A,A
89647344836572160,0.6318,C,0.621,0.6225,0.0015000000000000568,C,C
96520769978877184,0.3172,X,0.3215,0.311,-0.01050000000000001,subC,subC
97774900429231616,0.76,C,0.725,0.7335,0.008500000000000063,C,C
98892382200072192,0.4431,D,0.4485,0.4335,-0.015000000000000013,subC,subC
101071201929647872,0.4636,X,0.4595,0.4545,-0.0050000000000000044,subC,subC
115793147232361856,0.3612,D,0.367,0.3705,0.003500000000000003,subC,subC
127624407740600576,0.892,B,0.8885,0.8815,-0.007000000000000006,B,B
130549761506489088,0.6178,C,0.62,0.608,-0.01200000000000001,C,C
132425700141447168,0.6402,C,0.6495,0.6325,-0.017000000000000015,C,C
197752599391374208,0.828,C,0.797,0.8105,0.013499999999999956,C,C
203521290228598656,1.0,A,1.0,1.0,0.0,A,A
205004836352089472,0.866,B,0.891,0.884,-0.007000000000000006,B,B
208443936927452160,0.5186,C,0.5155,0.518,0.0025000000000000577,C,C
217189761654075520,0.5122,C,0.511,0.513,0.0020000000000000018,C,C
231283683952040960,0.966,A,0.9685,0.9655,-0.0030000000000000027,A,A
234580256030945920,0.702,C,0.706,0.71,0.0040000000000000036,C,C
241288548270244224,0.308,X,0.312,0.3065,-0.005500000000000005,subC,subC
252650798352384640,0.573,C,0.57,0.573,0.0030000000000000027,C,C
252736083521811968,0.874,B,0.8785,0.8745,-0.0039999999999998925,B,B
256180436837578112,0.5188,C,0.5175,0.497,-0.020499999999999963,C,subC
261459162099481472,0.4949,D,0.5025,0.4975,-0.004999999999999949,C,subC
262676695131174784,0.984,A,0.983,0.9815,-0.0014999999999999458,A,A
265384246809881600,0.541,C,0.5335,0.545,0.011500000000000066,C,C
269374713809672192,0.5128,C,0.542,0.518,-0.02400000000000002,C,C
278762382743524352,0.4401,D,0.442,0.4635,0.02150000000000002,subC,subC
294293323785437952,0.4154,X,0.4155,0.4065,-0.009000000000000008,subC,subC
301944417182112640,0.778,C,0.743,0.7575,0.014499999999999957,C,C
302464447526555776,0.924,B,0.937,0.9475,0.010499999999999954,B,B
311076582805158656,0.5443,C,0.55,0.5245,-0.025500000000000078,C,C
314046191913369216,0.8474,B,0.845,0.845,0.0,B,B
315210402928687488,0.4758,D,0.4815,0.4965,0.015000000000000013,subC,subC
321237028023235712,0.3436,D,0.3345,0.351,0.01649999999999996,subC,subC
323047790531192960,0.3528,X,0.36,0.3485,-0.01150000000000001,subC,subC
328001949407866240,0.806,C,0.8095,0.8035,-0.006000000000000005,C,C
333709582987700352,0.4068,X,0.3915,0.389,-0.0025000000000000022,subC,subC
339385433809052160,0.5832,C,0.5805,0.6045,0.02400000000000002,C,C
344945698470784768,0.722,C,0.714,0.7215,0.007500000000000062,C,C
347579131898942336,0.962,A,0.9645,0.9525,-0.01200000000000001,A,A
352441275395987456,0.4075,D,0.401,0.401,0.0,subC,subC
360119435674339840,0.954,A,0.9605,0.961,0.0004999999999999449,A,A
365529930530767232,0.721,C,0.737,0.697,-0.040000000000000036,C,C
366349822607618944,0.954,A,0.9655,0.9695,0.0040000000000000036,A,A
370667364252099712,0.702,C,0.735,0.751,0.016000000000000014,C,C
391429820279708288,1.0,A,1.0,1.0,0.0,A,A
396883466671182720,0.782,C,0.79,0.8055,0.015499999999999958,C,C
399062836156223488,0.3502,X,0.356,0.346,-0.010000000000000009,subC,subC
399840156517573760,0.794,C,0.804,0.8065,0.0024999999999999467,C,C
415728580578589184,0.5282,C,0.5395,0.534,-0.005499999999999949,C,C
424780206976678144,0.778,C,0.784,0.786,0.0020000000000000018,C,C
428191270004168064,0.776,C,0.768,0.7445,-0.023499999999999965,C,C
431014850227388672,0.798,C,0.8395,0.8355,-0.0040000000000000036,C,C
432368280312029568,0.5435,C,0.5395,0.525,-0.014499999999999957,C,C
435167671279809792,0.545,C,0.528,0.551,0.02300000000000002,C,C
456736447287786624,0.627,C,0.628,0.6535,0.025499999999999967,C,C
467577906816705664,0.778,C,0.7715,0.7845,0.013000000000000012,C,C
480133401884559488,0.7096,C,0.6985,0.702,0.0034999999999999476,C,C
480313786214074880,0.5228,C,0.5245,0.525,0.000500000000000056,C,C
488553942968868736,1.0,A,1.0,0.9995,-0.0004999999999999449,A,A
502038044332244864,0.77,C,0.751,0.754,0.0030000000000000027,C,C
509359245593920256,0.3348,X,0.3265,0.347,0.020499999999999963,subC,subC
523562736800603392,0.994,A,0.9905,0.99,-0.000500000000000056,A,A
528886469017207424,0.99,A,0.992,0.991,-0.0010000000000000009,A,A
529566723120575232,0.734,C,0.764,0.7545,-0.009500000000000064,C,C
557059358532245760,0.4991,D,0.4945,0.478,-0.016500000000000015,subC,subC
567181806175360512,0.6902,C,0.71,0.707,-0.0030000000000000027,C,C
573542618382183296,0.319,X,0.332,0.347,0.014999999999999958,subC,subC
578164376851522560,0.511,C,0.4965,0.5,0.003500000000000003,subC,subC
581304895593617280,0.6596,C,0.6635,0.6615,-0.0020000000000000018,C,C
591864296028633472,0.6368,C,0.6555,0.622,-0.033499999999999974,C,C
609201945132157312,1.0,A,1.0,1.0,0.0,A,A
611588847436971264,0.4104,D,0.4025,0.4275,0.024999999999999967,subC,subC
611725599195677184,0.85,B,0.828,0.842,0.014000000000000012,C,B
618772502360901120,0.838,C,0.828,0.7975,-0.03049999999999997,C,C
619676232199539200,0.4674,X,0.4765,0.4795,0.0030000000000000027,subC,subC
627195418560263808,0.97,A,0.9675,0.966,-0.0015000000000000568,A,A
630576176298226432,0.371,X,0.3805,0.3605,-0.020000000000000018,subC,subC
643909953807675008,0.986,A,0.9865,0.9845,-0.0020000000000000018,A,A
653284836625084800,0.958,A,0.952,0.954,0.0020000000000000018,A,A
653770752045220608,0.778,C,0.783,0.7795,-0.0035000000000000586,C,C
660293566119037440,0.744,C,0.733,0.743,0.010000000000000009,C,C
660335416280351744,0.944,B,0.9385,0.9475,0.009000000000000008,B,B
672464610083268480,0.682,C,0.6825,0.682,-0.0004999999999999449,C,C
684255227319472000,0.6852,C,0.6705,0.6785,0.008000000000000007,C,C
709339004560228224,0.778,C,0.7715,0.796,0.024500000000000077,C,C
711230886115419264,0.848,B,0.859,0.857,-0.0020000000000000018,B,B
716502322814874624,0.72,C,0.718,0.737,0.019000000000000017,C,C
722905328777590784,0.738,C,0.7445,0.7725,0.027999999999999914,C,C
735360905734746624,0.3318,X,0.3435,0.3295,-0.014000000000000012,subC,subC
741233839719918080,0.3647,D,0.365,0.3675,0.0025000000000000022,subC,subC
741949213768203648,0.6672,C,0.658,0.6665,0.008499999999999952,C,C
749898476678457088,0.4204,D,0.415,0.424,0.009000000000000008,subC,subC
752226795629762560,0.31,X,0.2965,0.3135,0.017000000000000015,subC,subC
756633432075198464,0.4684,D,0.463,0.4765,0.013499999999999956,subC,subC
764971780367451136,0.754,C,0.7385,0.7235,-0.015000000000000013,C,C
767256088789215232,0.6944,C,0.698,0.685,-0.0129999999999999,C,C
768743590582852096,0.5546,C,0.582,0.552,-0.029999999999999916,C,C
769290150941240064,0.503,C,0.4935,0.4945,0.0010000000000000009,subC,subC
774913461427063296,0.998,A,0.9935,0.993,-0.000500000000000056,A,A
780643879807822976,0.72,C,0.7265,0.7345,0.008000000000000007,C,C
788299019062433280,0.788,C,0.796,0.7905,-0.00550000000000006,C,C
797511934367443712,0.744,C,0.74,0.7425,0.0025000000000000577,C,C
797525781341967488,0.938,B,0.933,0.9325,-0.000500000000000056,B,B
800780851156429696,0.689,C,0.706,0.7125,0.006500000000000061,C,C
810445730162365312,0.828,C,0.8075,0.807,-0.0004999999999999449,C,C
817172267423387648,0.5088,C,0.523,0.525,0.0020000000000000018,C,C
821608659403229952,0.3838,X,0.394,0.387,-0.007000000000000006,subC,subC
823565034185868416,0.99,A,0.9875,0.9865,-0.0010000000000000009,A,A
837325216049899008,0.828,C,0.83,0.8275,-0.0024999999999999467,C,C
838180945333127424,0.5944,C,0.603,0.6045,0.0015000000000000568,C,C
845612441345836032,0.742,C,0.764,0.755,-0.009000000000000008,C,C
845653054556641280,0.806,C,0.815,0.818,0.0030000000000000027,C,C
849218903908289664,0.6618,C,0.657,0.6475,-0.009500000000000064,C,C
853354927350339968,0.736,C,0.7185,0.7285,0.010000000000000009,C,C
861212552839001088,0.858,B,0.836,0.8425,0.006500000000000061,C,B
861307729314216576,0.712,C,0.741,0.7425,0.0015000000000000568,C,C
866090433097852160,0.593,C,0.578,0.594,0.016000000000000014,C,C
880132845850389632,0.836,C,0.845,0.861,0.016000000000000014,B,B
900810914357503232,0.6308,C,0.6235,0.633,0.009499999999999953,C,C
905554104440273280,0.4399,D,0.448,0.4425,-0.005500000000000005,subC,subC
907765016165268096,0.836,C,0.841,0.843,0.0020000000000000018,B,B
909975790451805568,0.746,C,0.777,0.789,0.01200000000000001,C,C
940531046790534016,0.72,C,0.7495,0.749,-0.000500000000000056,C,C
941584104051402496,0.742,C,0.6945,0.724,0.02949999999999997,C,C
967568690551426304,0.5748,C,0.585,0.577,-0.008000000000000007,C,C
974643017084542336,0.942,B,0.9525,0.9475,-0.0050000000000000044,A,B
976892480435090048,0.5801,C,0.5945,0.596,0.0014999999999999458,C,C
984459521320323968,0.794,C,0.791,0.782,-0.009000000000000008,C,C
984525187075834112,0.702,C,0.694,0.6995,0.00550000000000006,C,C
985180633445570176,0.5046,C,0.504,0.5335,0.02949999999999997,C,C
997917062607474176,0.5641,C,0.5605,0.5725,0.01200000000000001,C,C
1000887122687939200,0.4926,D,0.5,0.504,0.0040000000000000036,subC,C
1005941508922499840,0.862,B,0.8565,0.849,-0.007500000000000062,B,B
1008087235926948352,0.5962,C,0.6065,0.592,-0.014500000000000068,C,C
1020094727536223616,0.5932,C,0.605,0.5875,-0.01749999999999996,C,C
1028456071084026112,0.83,C,0.8125,0.826,0.013499999999999956,C,C
1042592079765910400,0.6528,C,0.6695,0.654,-0.015499999999999958,C,C
1047870560212600832,0.888,B,0.892,0.892,0.0,B,B
1059923131798151168,0.954,A,0.9555,0.9555,0.0,A,A
1062460838994759040,0.6078,C,0.613,0.6395,0.026499999999999968,C,C
1078801883886012416,0.5082,C,0.51,0.522,0.01200000000000001,C,C
1079706266559949312,0.5155,C,0.527,0.5335,0.00649999999999995,C,C
1080715442139486720,0.988,A,0.992,0.978,-0.014000000000000012,A,A
1086328556374606720,0.756,C,0.7475,0.7305,-0.017000000000000015,C,C
1097505470028525184,0.812,C,0.7945,0.794,-0.0004999999999999449,C,C
1107943030834943360,0.5546,C,0.543,0.55,0.007000000000000006,C,C
1110075499275305472,0.956,A,0.946,0.9335,-0.012499999999999956,B,B
1111648900414688768,0.81,C,0.8025,0.804,0.0015000000000000568,C,C
1122850862316101504,0.8758,B,0.8685,0.882,0.013499999999999956,B,B
1125921282896321792,0.7842,C,0.785,0.765,-0.020000000000000018,C,C
1126535772456853632,0.5272,C,0.5345,0.513,-0.021499999999999964,C,C
1129142474008411136,0.768,C,0.783,0.7935,0.010499999999999954,C,C
1133384939624411008,0.45,D,0.442,0.415,-0.027000000000000024,subC,subC
1134163222058515200,0.866,B,0.8365,0.844,0.007499999999999951,C,B
1145047940496989696,0.4218,X,0.436,0.4325,-0.003500000000000003,subC,subC
1146407555343783424,0.6108,C,0.6265,0.6245,-0.0019999999999998908,C,C
1150098237921041408,0.3955,X,0.4,0.3985,-0.0015000000000000013,subC,subC
1150681666279144064,0.762,C,0.7615,0.7835,0.02200000000000002,C,C
1153779402850228992,0.998,A,0.9945,0.9965,0.0020000000000000018,A,A
1155199933218281728,0.3076,D,0.303,0.312,0.009000000000000008,subC,subC
1157733762059795328,0.5648,C,0.569,0.5645,-0.0044999999999999485,C,C
1163372573083249536,0.4006,X,0.4075,0.418,0.01050000000000001,subC,subC
1165218034631512576,0.806,C,0.7985,0.8095,0.01100000000000001,C,C
1167721553887934336,0.54,C,0.5415,0.5505,0.009000000000000008,C,C
1171761537565500928,0.6548,C,0.6485,0.6495,0.0010000000000000009,C,C
1178304520808040576,0.908,B,0.8905,0.894,0.0035000000000000586,B,B
1181868248447866368,0.673,C,0.669,0.6605,-0.008500000000000063,C,C
1184856617972914432,0.629,C,0.627,0.6205,-0.00649999999999995,C,C
1186790001795638272,0.4789,D,0.4925,0.488,-0.004500000000000004,subC,subC
1192006364132973824,0.4893,D,0.511,0.4755,-0.03550000000000003,C,subC
1196657367039631232,0.5374,C,0.5105,0.5125,0.0020000000000000018,C,C
1197049583451954816,0.3961,X,0.3975,0.4125,0.014999999999999958,subC,subC
1200329667155107200,0.6454,C,0.6355,0.644,0.008500000000000063,C,C
1202250887628640512,0.6778,C,0.6825,0.6555,-0.027000000000000024,C,C
1204350409378572544,0.71,C,0.6935,0.684,-0.009499999999999953,C,C
1213243980977835904,0.7621,C,0.772,0.7695,-0.0025000000000000577,C,C
1215981661854738688,0.3284,D,0.327,0.331,0.0040000000000000036,subC,subC
1217020769060552192,0.4814,X,0.487,0.48,-0.007000000000000006,subC,subC
1220868887962542720,0.4448,X,0.438,0.453,0.015000000000000013,subC,subC
1222923084917622400,0.9005,B,0.904,0.9075,0.0034999999999999476,B,B
1227118202812176384,0.5764,C,0.568,0.5765,0.008500000000000063,C,C
1229554995457189504,0.5006,C,0.497,0.4995,0.0025000000000000022,subC,subC
1232876998041818624,0.4458,D,0.4455,0.4455,0.0,subC,subC
1232884076147900672,0.5438,C,0.5495,0.527,-0.022499999999999964,C,C
1233983553427713792,0.5143,C,0.5,0.519,0.019000000000000017,subC,C
1235549429772702208,0.6466,C,0.644,0.6525,0.008499999999999952,C,C
1236965257151866368,0.3481,X,0.342,0.3345,-0.007500000000000007,subC,subC
1239477709940838272,0.748,C,0.718,0.7085,-0.009499999999999953,C,C
1239774578080534528,0.3583,X,0.357,0.342,-0.014999999999999958,subC,subC
1246301072944807168,0.738,C,0.74,0.7355,-0.0044999999999999485,C,C
1260940417433621120,0.972,A,0.984,0.981,-0.0030000000000000027,A,A
1263303199202152064,0.4721,D,0.485,0.4815,-0.003500000000000003,subC,subC
1266565347122636032,0.756,C,0.745,0.748,0.0030000000000000027,C,C
1268668884665231360,0.4277,X,0.4265,0.426,-0.0005000000000000004,subC,subC
1268983310630909440,0.93,B,0.9165,0.9165,0.0,B,B
1272777411728280192,0.3166,X,0.3205,0.3175,-0.0030000000000000027,subC,subC
1274498082999696384,0.732,C,0.721,0.701,-0.020000000000000018,C,C
1277358703017393024,0.4193,D,0.4165,0.4045,-0.011999999999999955,subC,subC
1278201616118918912,0.5572,C,0.5575,0.5665,0.009000000000000008,C,C
1280090748893501184,0.868,B,0.882,0.8935,0.011499999999999955,B,B
1282597910282702336,0.4476,D,0.467,0.4485,-0.018500000000000016,subC,subC
1284502779818086528,1.0,A,1.0,1.0,0.0,A,A
1289464738358094592,0.4386,X,0.445,0.436,-0.009000000000000008,subC,subC
1289705840640686720,0.91,B,0.9145,0.9165,0.0020000000000000018,B,B
1291384760535820544,0.6668,C,0.6805,0.6685,-0.01200000000000001,C,C
1299773862457979392,0.7453,C,0.752,0.774,0.02200000000000002,C,C
1300331521011739008,0.944,B,0.938,0.947,0.009000000000000008,B,B
1305215929619064576,0.4553,D,0.458,0.464,0.006000000000000005,subC,subC
1305217716325351680,0.992,A,0.989,0.9915,0.0025000000000000577,A,A
1306088976211516032,0.581,C,0.5795,0.588,0.008499999999999952,C,C
1306484903476478208,0.874,B,0.8595,0.8815,0.02199999999999991,B,B
1310573815421693440,0.5343,C,0.516,0.5135,-0.0025000000000000577,C,C
1310861131553399680,0.4641,X,0.44,0.468,0.028000000000000025,subC,subC
1313747074698461184,0.89,B,0.894,0.876,-0.018000000000000016,B,B
1315142595472653824,0.772,C,0.792,0.7865,-0.00550000000000006,C,C
1317987238211656064,1.0,A,1.0,1.0,0.0,A,A
1321970356522286208,0.5244,C,0.5245,0.496,-0.02849999999999997,C,subC
1324861591066858496,0.6546,C,0.6485,0.6315,-0.017000000000000015,C,C
1328397723540875520,0.4812,D,0.489,0.486,-0.0030000000000000027,subC,subC
1331971136331477888,0.806,C,0.7885,0.7935,0.0050000000000000044,C,C
1332781403385945856,0.6002,C,0.58,0.5865,0.006500000000000061,C,C
1338748491647110400,1.0,A,1.0,1.0,0.0,A,A
1339465849966251776,0.844,B,0.836,0.837,0.0010000000000000009,C,C
1342595614111643520,0.74,C,0.705,0.723,0.018000000000000016,C,C
1344693688455844608,0.6128,C,0.6305,0.6275,-0.0030000000000000027,C,C
1344863597361993984,1.0,A,1.0,1.0,0.0,A,A
1344895380119957120,0.5206,C,0.527,0.526,-0.0010000000000000009,C,C
1345264403710027008,0.4022,X,0.396,0.4,0.0040000000000000036,subC,subC
1347177897539700736,0.994,A,0.9915,0.985,-0.006500000000000061,A,A
1350505844358951936,0.5888,C,0.595,0.6025,0.007500000000000062,C,C
1357290621375866752,0.868,B,0.8625,0.865,0.0024999999999999467,B,B
1358668549963574400,0.736,C,0.718,0.719,0.0010000000000000009,C,C
1361019958658891008,0.6076,C,0.6085,0.6,-0.008500000000000063,C,C
1362491586253153408,0.976,A,0.973,0.975,0.0020000000000000018,A,A
1370196688863085184,0.95,B,0.96,0.9605,0.000500000000000056,A,A
1379594558342856704,0.3576,X,0.3765,0.3785,0.0020000000000000018,subC,subC
1380366823526081152,0.862,B,0.8655,0.857,-0.008500000000000063,B,B
1384472472959982336,0.758,C,0.745,0.756,0.01100000000000001,C,C
1385605004296190208,0.567,C,0.593,0.5765,-0.01649999999999996,C,C
1386240899974467456,0.5604,C,0.569,0.547,-0.02199999999999991,C,C
1386599375124328320,0.832,C,0.8275,0.8305,0.0030000000000000027,C,C
1388416077571124096,0.982,A,0.988,0.982,-0.006000000000000005,A,A
1398007014421198208,0.89,B,0.9025,0.901,-0.0014999999999999458,B,B
1400001494154144000,0.3178,X,0.32,0.3155,-0.004500000000000004,subC,subC
1410864394158949760,0.918,B,0.936,0.927,-0.009000000000000008,B,B
1411118175186149504,0.83,C,0.8705,0.8705,0.0,B,B
1416491900828187136,0.3815,X,0.3875,0.379,-0.008500000000000008,subC,subC
1421789824591048320,1.0,A,1.0,1.0,0.0,A,A
1422880922379333376,0.916,B,0.913,0.917,0.0040000000000000036,B,B
1424779091765210496,0.916,B,0.9175,0.9255,0.008000000000000007,B,B
1427535945373049600,0.4913,D,0.4805,0.4775,-0.0030000000000000027,subC,subC
1433572401648673664,0.768,C,0.783,0.756,-0.027000000000000024,C,C
1436495350231739776,0.788,C,0.807,0.815,0.007999999999999896,C,C
1437875890159751168,0.4941,D,0.51,0.495,-0.015000000000000013,C,subC
1438146507459250560,1.0,A,1.0,1.0,0.0,A,A
1439774196984854912,0.796,C,0.8135,0.8385,0.025000000000000022,C,C
1442473841628325376,0.6857,C,0.6815,0.681,-0.0004999999999999449,C,C
1444930322403826304,1.0,A,1.0,1.0,0.0,A,A
1446401812558862336,0.824,C,0.8135,0.8115,-0.0020000000000000018,C,C
1447056090696792960,0.974,A,0.9665,0.9665,0.0,A,A
1448631519060931072,0.836,C,0.848,0.848,0.0,B,B
1448939004359732864,0.3292,D,0.3175,0.3415,0.02400000000000002,subC,subC
1451327659011167232,1.0,A,1.0,1.0,0.0,A,A
1453455042211809024,0.7,C,0.6995,0.7265,0.027000000000000024,C,C
1454381071520615168,0.996,A,0.9915,0.9915,0.0,A,A
1471118868311834624,0.946,B,0.964,0.9585,-0.005499999999999949,A,A
1472573041158717568,0.3069,D,0.312,0.3035,-0.008500000000000008,subC,subC
1476090516295328000,0.3438,X,0.36,0.332,-0.02799999999999997,subC,subC
1479700762725464832,0.3148,X,0.327,0.321,-0.006000000000000005,subC,subC
1481772070834162816,0.894,B,0.9075,0.9045,-0.0030000000000000027,B,B
1483606021868470144,0.898,B,0.8835,0.8795,-0.0040000000000000036,B,B
1484532429134254336,0.3004,X,0.3055,0.2975,-0.008000000000000007,subC,subC
1498328276406265216,0.5422,C,0.5305,0.5615,0.031000000000000028,C,C
1506596947444170880,1.0,A,1.0,0.999,-0.0010000000000000009,A,A
1507582728338473856,0.5143,C,0.5115,0.5275,0.016000000000000014,C,C
1509819134989030656,0.4978,D,0.4935,0.496,0.0025000000000000022,subC,subC
1511010421478640256,1.0,A,1.0,0.9985,-0.0014999999999999458,A,A
1514948288012426240,0.3014,X,0.318,0.309,-0.009000000000000008,subC,subC
1518822928333255296,0.4008,X,0.4015,0.384,-0.017500000000000016,subC,subC
1520049815806447616,0.774,C,0.802,0.8165,0.014499999999999957,C,C
1520192065123316352,0.77,C,0.747,0.7645,0.01749999999999996,C,C
1524238989468731264,0.4191,X,0.4265,0.44,0.013500000000000012,subC,subC
1526954439592414848,0.6768,C,0.6635,0.6665,0.0030000000000000027,C,C
1528927066531942656,1.0,A,1.0,1.0,0.0,A,A
1538299509804109568,0.882,B,0.8375,0.853,0.015499999999999958,C,B
1538536969956134144,0.3295,D,0.328,0.326,-0.0020000000000000018,subC,subC
1542192227646818816,0.635,C,0.6465,0.613,-0.033499999999999974,C,C
1546589449524919808,0.604,C,0.5995,0.623,0.023499999999999965,C,C
1547115909436052352,0.655,C,0.6285,0.6615,0.03300000000000003,C,C
1551471590387574144,0.7306,C,0.713,0.738,0.025000000000000022,C,C
1564840586628128384,0.6224,C,0.6145,0.6305,0.015999999999999903,C,C
1571936589859484032,0.6078,C,0.606,0.607,0.0010000000000000009,C,C
1572501433895035136,0.906,B,0.914,0.918,0.0040000000000000036,B,B
1577609799276802048,0.758,C,0.7485,0.733,-0.01550000000000007,C,C
1577881825325378560,0.6074,C,0.604,0.623,0.019000000000000017,C,C
1580277420643770624,0.798,C,0.801,0.798,-0.0030000000000000027,C,C
1590069533762450816,0.5254,C,0.535,0.5265,-0.008500000000000063,C,C
1590327094361257856,0.898,B,0.9245,0.9195,-0.0050000000000000044,B,B
1592068063648300800,0.6296,C,0.6375,0.6385,0.0010000000000000009,C,C
1592823363713474304,0.3204,D,0.3255,0.3185,-0.007000000000000006,subC,subC
1593809763082328832,0.4814,D,0.478,0.4895,0.01150000000000001,subC,subC
1594442600743846016,0.5992,C,0.5885,0.583,-0.00550000000000006,C,C
1596864687420604160,0.938,B,0.9385,0.933,-0.005499999999999949,B,B
1599705241351166720,0.4008,D,0.4045,0.3835,-0.02100000000000002,subC,subC
1599773960828386944,0.912,B,0.9065,0.9165,0.010000000000000009,B,B
1602846271193572992,0.774,C,0.785,0.782,-0.0030000000000000027,C,C
1605770800325684992,1.0,A,1.0,1.0,0.0,A,A
1606445281989352960,0.858,B,0.8625,0.8545,-0.008000000000000007,B,B
1613754904009936768,0.798,C,0.793,0.8035,0.010499999999999954,C,C
1615551334211310848,0.4585,X,0.4635,0.4585,-0.0050000000000000044,subC,subC
1618619899365529216,0.952,A,0.951,0.9355,-0.015499999999999958,A,B
1618673672356247168,0.7082,C,0.727,0.7135,-0.013499999999999956,C,C
1622238254693785344,1.0,A,1.0,1.0,0.0,A,A
1624282521687619200,0.3323,X,0.324,0.3155,-0.008500000000000008,subC,subC
1629480394188789632,0.5956,C,0.5895,0.6075,0.018000000000000016,C,C
1632229997892490240,0.7338,C,0.7135,0.726,0.012499999999999956,C,C
1636186487405423744,0.982,A,0.988,0.9915,0.0035000000000000586,A,A
1636766445428912000,0.6038,C,0.574,0.5995,0.025500000000000078,C,C
1639898060703947136,0.972,A,0.964,0.966,0.0020000000000000018,A,A
1647165793906986752,0.926,B,0.9365,0.926,-0.010499999999999954,B,B
1659429166783277184,0.4626,X,0.4565,0.4525,-0.0040000000000000036,subC,subC
1660706902374185088,0.834,C,0.804,0.8205,0.01649999999999996,C,C
1663528863390894080,1.0,A,1.0,1.0,0.0,A,A
1670339277068816384,0.3202,X,0.335,0.326,-0.009000000000000008,subC,subC
1673481028465711232,0.958,A,0.966,0.9695,0.0035000000000000586,A,A
1679358674030651520,0.3054,X,0.303,0.306,0.0030000000000000027,subC,subC
1680346722667252480,0.998,A,0.992,0.995,0.0030000000000000027,A,A
1687305493104393600,0.966,A,0.954,0.9565,0.0025000000000000577,A,A
1692468013729660544,1.0,A,0.9995,0.9995,0.0,A,A
1696982020062554496,0.6511,C,0.664,0.636,-0.028000000000000025,C,C
1697445537228565248,0.942,B,0.928,0.934,0.006000000000000005,B,B
1710316519126926080,0.4342,X,0.4435,0.422,-0.02150000000000002,subC,subC
1710959840804040704,0.4293,D,0.43,0.419,-0.01100000000000001,subC,subC
1714888086612427904,0.498,D,0.492,0.4745,-0.017500000000000016,subC,subC
1717469293237863168,0.3134,X,0.2945,0.3125,0.018000000000000016,subC,subC
1718009565763783680,0.984,A,0.9865,0.983,-0.0035000000000000586,A,A
1724766580112461568,0.874,B,0.879,0.877,-0.0020000000000000018,B,B
1725076436233168384,0.3968,X,0.414,0.408,-0.006000000000000005,subC,subC
1725260570071734272,0.3312,X,0.329,0.326,-0.0030000000000000027,subC,subC
1725428069499733120,0.3486,X,0.3515,0.3275,-0.023999999999999966,subC,subC
1729842505606079488,0.994,A,0.988,0.986,-0.0020000000000000018,A,A
1730505652852601472,0.732,C,0.7435,0.7455,0.0020000000000000018,C,C
1733661457382536576,0.804,C,0.7915,0.7655,-0.026000000000000023,C,C
1733702792147740416,0.966,A,0.9625,0.962,-0.000500000000000056,A,A
1736238162882461440,0.838,C,0.823,0.8105,-0.012499999999999956,C,C
1736462424598416640,0.4208,X,0.413,0.43,0.017000000000000015,subC,subC
1737028333785716096,0.6362,C,0.635,0.623,-0.01200000000000001,C,C
1741742524249241856,0.4556,D,0.4415,0.468,0.026500000000000024,subC,subC
1743825377229583744,0.5832,C,0.5695,0.555,-0.014499999999999957,C,C
1743998893908451456,0.926,B,0.912,0.906,-0.006000000000000005,B,B
1745758318670925568,0.908,B,0.898,0.8955,-0.0025000000000000577,B,B
1746708227998202752,0.4498,D,0.4585,0.452,-0.006500000000000006,subC,subC
1747563510606816256,0.3653,X,0.3675,0.347,-0.020500000000000018,subC,subC
1747838865252551040,0.4311,X,0.419,0.424,0.0050000000000000044,subC,subC
1747918854725040896,0.996,A,0.9945,0.9945,0.0,A,A
1748949234558638336,0.948,B,0.935,0.939,0.0039999999999998925,B,B
1753689233484825088,0.3509,X,0.3625,0.3765,0.014000000000000012,subC,subC
1755494837734625152,0.4848,D,0.4885,0.497,0.008500000000000008,subC,subC
1760097049809800192,0.6718,C,0.681,0.686,0.0050000000000000044,C,C
1761415707850050560,0.3656,X,0.369,0.383,0.014000000000000012,subC,subC
1762596205380921856,0.994,A,0.9925,0.994,0.0014999999999999458,A,A
1763331774362733824,0.3047,X,0.316,0.296,-0.020000000000000018,subC,subC
1764739565859765760,1.0,A,1.0,1.0,0.0,A,A
1766294034781490048,0.5134,C,0.504,0.491,-0.013000000000000012,C,subC
1767295999112263680,0.4889,D,0.498,0.4835,-0.014500000000000013,subC,subC
1770091816663710464,0.856,B,0.884,0.8765,-0.007500000000000062,B,B
