source_id,static_E
1762596205380921856,-149360.10635352455
643909953807675008,-134971.03848148003
4105141148953899392,-183869.35038255565
5210751080531157888,-129695.2262214676
1958311371069950080,-144097.30106801892
6726028771060741632,-194811.69163286814
6281393522987251968,-159020.70386765295
4131646324146264192,-172472.91256230447
3906248845630232576,-134576.8239656484
4389818698094885248,-167302.06749727653
4048374501842443136,-187637.54159880453
6029195311181095552,-196274.3290665886
5383288064367539968,-142735.60185704095
2337973870009655424,-140428.88182669497
6734908603094318848,-201356.67177892898
4101093606135337600,-164176.46542435684
3594763729832525696,-133867.28531285052
6727153541413291392,-201553.56542495824
1867143474676435456,-141931.81462299955
6024429993373227776,-188946.4236855829
4199936132366545536,-158141.63453508358
4114137838474624128,-198821.7702009183
6510537965328119936,-148716.01968429395
4395596661758440960,-162691.42623587506
4038162336559669248,-208399.23174923225
6804324036296102528,-150879.4278712151
4094912018632800384,-161103.49708017582
5820366064094474624,-161686.05677415748
4444418452662971008,-159189.9623365906
203521290228598656,-142707.16090788698
4038291666616734336,-205816.30102630396
4039747149481532032,-194299.6506903815
4046103009542455296,-202991.49714012476
1826249132580196352,-152330.16397917035
1822289172704581248,-152074.6510190856
127624407740600576,-125266.68364588745
6734573419518124032,-199993.01621234114
6030154733790653696,-193556.63150530466
3207133104484108928,-140787.4392519836
1370196688863085184,-141207.96217919345
3965142811582238080,-133382.78717980857
4333341561778442752,-182593.35271491783
6472196517399475712,-161514.87442777568
2425387380879613696,-142355.708038437
5475463766253835904,-128851.08353145473
3616374768314192384,-148140.91566491552
4184092204167120384,-178507.94833511763
6726848152054016384,-185135.9244758317
4987901449634052608,-130218.76406720172
6764314423078601472,-178573.39666707916
6033621360854476544,-188347.82257622332
5948814242284904320,-183656.83708116494
6763593315254529280,-178723.99197391755
4181845863242790144,-164732.30446148306
5727016526150639232,-126584.36904259595
1687305493104393600,-122528.8304381928
3673477423666158080,-145000.2373204761
6734915951749830912,-195135.6801130746
4036307121241060480,-192690.87368564855
3023756967519625600,-134449.08259387017
2067929587982279552,-145085.8903054156
5026571548460661376,-136113.91709650555
6724074320421945472,-163267.3681804906
6765508733218620928,-170164.46239083397
5602125925243507840,-122083.84290256101
2729064001321068160,-143771.8143638585
3154630702704567808,-131759.17008126932
4731020383373462144,-130672.89954936199
5241331148942594944,-145335.7674663161
5914371456406984704,-170744.2010737074
6763979136447028736,-164742.66191065023
4432618322075745664,-158333.71929431733
4035361124533874688,-193668.65828103706
4039253778059011072,-186097.88769532563
6655498506051289344,-172841.38501158616
4047819072313279616,-193616.44583480354
6659588861102367488,-149242.6936990146
2128705677326857472,-137909.98027033368
5363539426785394816,-138679.17341064563
5159438114108478976,-134942.69815331764
6763760166142737792,-173390.20158253438
5495094962252842112,-141373.51267844962
4446517248566174464,-157609.7164341597
1863195815616129536,-146194.5134663081
4111616658349211136,-193251.02317631408
6425445832742919296,-154792.45538443187
2292826342025727616,-134230.27282020135
4047537425559065344,-189037.20787503358
3064855269056385152,-127401.36944357482
360119435674339840,-136579.10170556084
5833952042146858880,-146491.68884229733
4048085222846024320,-191374.4725346489
5901919109275348096,-158416.7248914705
5813833796785259264,-161294.81875036066
5009336428818086528,-135490.9890733828
2901583461689356032,-128418.43282775719
6448488710242595200,-163157.37706923002
1451327659011167232,-144265.69048306777
6708201190749087488,-181600.8718496097
4044317338290621568,-204633.23343513074
1284502779818086528,-144395.7775587918
3506183087368009216,-144893.7063247277
6638402508990295168,-165657.42388598324
6784118757789092224,-153570.49763606972
4051283328604311040,-184414.19735546704
3566782705092606208,-144249.08791474503
6219455181136976128,-148788.63896522648
4389105149407614080,-161502.17855647585
4225840145265828736,-148519.4472243137
1745758318670925568,-144584.9539332684
4124295470510390528,-184199.9611447246
1097505470028525184,-120869.864135501
6888772091291221888,-154921.70530399293
4825523167263265664,-124501.47796914785
5847442981050654336,-154339.0521429616
5454407500107980544,-123482.89245801517
4401997335556665728,-157924.48261974816
3402574182538600064,-138942.70494539363
262676695131174784,-130450.89928464645
6031878394370598528,-186404.94907724808
3063785306803993856,-139991.27899297292
6764310604845535616,-187529.4128384984
4048293550308268288,-198407.77666341624
974643017084542336,-126778.70329099214
5671614093732317952,-129204.99036498238
