variant,R_peri_kpc,R_apo_kpc,z_max_kpc,min_r_sph_kpc,ecc,EJ_drift_rel,source_id
static_halo_0p85,0.1707778727528214,5.329989910125732,2.7015202045440674,0.3664024472236633,0.9379076232651096,,6763979136447028736
static_halo_0p85,0.1097236786374811,5.608677864074707,2.308922290802002,0.7366088628768921,0.9616243533029546,,4432618322075745664
static_halo_0p85,0.0576857764500467,2.644132137298584,0.917320966720581,0.3933187425136566,0.957298546170337,,4035361124533874688
static_halo_0p85,0.0835632776158752,3.577697515487671,2.0639872550964355,0.0885447040200233,0.954352731292304,,4039253778059011072
static_halo_0p85,0.0550777767016185,4.172879695892334,1.7145942449569702,0.5997552871704102,0.97394591735672,,6655498506051289344
static_halo_0p85,0.0302346135453125,2.7264668941497803,1.0224717855453491,0.3497213125228882,0.9780646446770423,,4047819072313279616
static_halo_0p85,0.0429804529081282,7.427203178405762,4.206272125244141,0.0442889779806137,0.9884927988308184,,6659588861102367488
static_halo_0p85,0.0191301765596101,9.051093101501465,4.988638877868652,0.1754711121320724,0.9957817628137376,,2128705677326857472
static_halo_0p85,0.092637136357488,9.12802505493164,4.839105606079102,0.0946153029799461,0.9799066196254312,,5363539426785394816
static_halo_0p85,0.0485708181375774,9.408025741577148,4.38415002822876,0.5687989592552185,0.9897276323821428,,5159438114108478976
static_halo_0p85,0.0888065077213621,4.317323684692383,1.9645464420318604,0.4771538972854614,0.9596895671061813,,6763760166142737792
static_halo_0p85,0.0609263799125241,8.542752265930176,4.660971641540527,0.1078106835484504,0.9858371325986324,,5495094962252842112
static_halo_0p85,0.0021061914581536,6.247481346130371,3.358010053634644,0.2344365119934082,0.9993259742517452,,4446517248566174464
static_halo_0p85,0.0841039197529098,7.886637210845947,4.414244651794434,0.0859937891364097,0.97889683823,,1863195815616129536
static_halo_0p85,0.0774603346014832,2.7633748054504395,1.0541962385177612,0.3487054109573364,0.9454665048954108,,4111616658349211136
static_halo_0p85,0.0873598502522628,6.598886966705322,3.522693395614624,0.2535607516765594,0.9738687928687582,,6425445832742919296
static_halo_0p85,0.1186643321966719,9.62750244140625,4.771631240844727,0.4464010000228882,0.9756490249031916,,2292826342025727616
static_halo_0p85,0.0662728769969685,2.8858609199523926,1.0199800729751587,0.4640675783157348,0.9551017118089616,,4047537425559065344
static_halo_0p85,0.2754305745810801,11.391796112060549,5.778277397155762,0.2777518630027771,0.9527855964440232,,3064855269056385152
static_halo_0p85,0.12732427444032,9.486113548278809,5.290965080261231,0.129146009683609,0.9735111878209854,,360119435674339840
static_halo_0p85,0.0986254074873425,7.8547821044921875,4.359364986419678,0.102848432958126,0.9751992067956302,,5833952042146858880
static_halo_0p85,0.004999613117263,2.868582010269165,1.111500859260559,0.3655299246311188,0.9965202915577036,,4048085222846024320
static_halo_0p85,0.0740677995489015,6.257869720458984,3.6133105754852295,0.0796256884932518,0.9766050125053006,,5901919109275348096
static_halo_0p85,0.0088920373334052,5.768335819244385,3.0435633659362797,0.2347369343042373,0.996921694087838,,5813833796785259264
static_halo_0p85,0.0870460523066333,9.174684524536133,3.9646859169006343,0.7211757302284241,0.9812030696456934,,5009336428818086528
static_halo_0p85,0.161364200515017,10.701057434082031,4.835823059082031,0.6228805184364319,0.9702894610533128,,2901583461689356032
static_halo_0p85,0.0365314494347386,5.363133430480957,2.495206594467163,0.5285480618476868,0.9864689938182576,,6448488710242595200
static_halo_0p85,0.0091964410107359,8.001470565795898,4.340674877166748,0.2143948078155517,0.9977039512432804,,1451327659011167232
static_halo_0p85,0.106037912273834,3.5770883560180664,1.5087807178497314,0.4675051271915436,0.9424196160817422,,6708201190749087488
static_halo_0p85,0.0105431332317621,2.300433874130249,1.6553478240966797,0.0146190356463193,0.9908756052542492,,4044317338290621568
static_halo_0p85,0.0426039604930809,7.891674518585205,3.992775201797485,0.424201101064682,0.9892607851853392,,1284502779818086528
static_halo_0p85,0.0760269844094853,8.094050407409668,4.331677913665772,0.0766047313809394,0.9813889194034776,,3506183087368009216
