source_id,P_forward,P_latent,delta
4052928468486868992,0.625,0.17278952526176092,-0.45221047473823905
4108780090138109568,0.593,0.1256232696765181,-0.46737673032348187
6307957002359769088,0.6715,0.21732639849316857,-0.4541736015068314
5871390894093751936,0.859,0.40909279996549625,-0.44990720003450374
3633321094356546560,0.754,0.23521925454787512,-0.5187807454521249
4656999508279668992,0.994,0.9753085998878214,-0.018691400112178624
5436609293074804224,1.0,0.9999999999999999,-1.1102230246251565e-16
5502772847653534464,0.9165,0.6191067788985632,-0.29739322110143673
344945698470784768,0.7235,0.2534769900099776,-0.47002300999002244
5851731901072907136,0.5605,0.1545251946785857,-0.4059748053214143
5999863605076694016,0.9245,0.6330035045087019,-0.2914964954912981
1181868248447866368,0.6935,0.20725965379124264,-0.48624034620875733
6280536488033208576,0.994,0.9744560561649152,-0.019543943835084843
3529967585461145088,0.786,0.25978142087836587,-0.5262185791216342
4197770193232802048,0.7855,0.28841790445387044,-0.49708209554612953
6590130409473313792,0.745,0.21204428437576622,-0.5329557156242337
6587690971127261056,0.7895,0.3108062529954511,-0.47869374700454886
77358206452039808,0.975,0.8223300954115612,-0.15266990458843877
1810259175468206464,0.6115,0.13372915382186729,-0.47777084617813276
5494481537843688192,0.995,0.9747576253437987,-0.020242374656201267
672464610083268480,0.6865,0.18861301557067578,-0.4978869844293242
5951018655689420800,0.444,0.10879421478507058,-0.33520578521492944
6343298673331565824,0.846,0.46256869722748584,-0.38343130277251414
6758472855233779712,0.602,0.13459338360389195,-0.46740661639610803
4134625382203074048,0.403,0.1214880456803281,-0.2815119543196719
4038766728766148224,0.572,0.14107048762290586,-0.4309295123770941
2228487560136280320,0.8505,0.4826420099034963,-0.3678579900965037
4750641958644697984,1.0,0.9999999999999999,-1.1102230246251565e-16
774913461427063296,0.995,0.9654007366060059,-0.029599263393994102
4111001236689256832,0.543,0.11165591822783867,-0.4313440817721614
431014850227388672,0.8305,0.44536977933558547,-0.38513022066441455
6018789464360867328,0.691,0.17048312488829606,-0.5205168751117039
6736902842301731328,0.601,0.19179157705142613,-0.40920842294857385
780643879807822976,0.7135,0.27799842851660883,-0.4355015714833912
4049208064735045504,0.52,0.13032010523071813,-0.3896798947692819
6034362461708357760,0.692,0.22501139777877416,-0.4669886022212258
4036336430101629568,0.537,0.14386074089709855,-0.3931392591029015
4095101753105353344,0.889,0.6473193884148966,-0.24168061158510346
6463700350533317120,0.999,0.9927779374753561,-0.0062220625246438566
4225321862971693312,0.5485,0.16937814675346802,-0.37912185324653197
4122798347963912320,0.8145,0.3355239715315093,-0.4789760284684907
6296797165496109952,0.4585,0.10123795691204406,-0.35726204308795595
4427973881878902528,0.747,0.23174865239698056,-0.5152513476030194
4126627049268254464,0.6575,0.18540609105286904,-0.47209390894713094
4575235425557773568,0.999,0.9931891355500654,-0.005810864449934616
6032849366273302656,0.6675,0.14264789856791596,-0.524852101432084
3682235927134907392,0.9855,0.9244094011681631,-0.061090598831836984
4712594355197715456,0.82,0.3387044818420348,-0.4812955181579652
2588848437391155328,0.98,0.836652480974177,-0.143347519025823
2908848553489941248,0.8695,0.4053603763589282,-0.46413962364107186
231283683952040960,0.9735,0.8629344746009341,-0.11056552539906594
660335416280351744,0.943,0.6984316723866543,-0.24456832761334568
5816620749528020224,0.8915,0.5427145552625942,-0.3487854447374058
4113396836325523328,0.5695,0.13295223960832994,-0.4365477603916701
6728184161786440064,0.7005,0.2244140493070307,-0.47608595069296933
6352017560021254912,0.981,0.9256713861557067,-0.05532861384429333
5832515220937976448,0.703,0.164412796528346,-0.5385872034716539
4686790432202212992,0.7965,0.3462944331876377,-0.4502055668123623
6727168419180571008,0.5175,0.13694221691357564,-0.3805577830864243
6758417707853602432,0.6845,0.22265510541956854,-0.46184489458043143
6029463970017633280,0.52,0.13784567931065925,-0.38215432068934074
1424779091765210496,0.92,0.6930568301603772,-0.22694316983962282
5603412663072782848,0.974,0.8767586362782087,-0.09724136372179126
6146424240134520448,1.0,1.0,0.0
5961614374371852288,0.49,0.1156274259156939,-0.3743725740843061
2883692380280736000,0.9735,0.8955161554693086,-0.0779838445306914
4092891283749351552,0.719,0.2332144802185056,-0.48578551978149437
6249378248352660864,0.834,0.4678657978844768,-0.36613420211552317
3660200099206272896,0.9185,0.5915594944914847,-0.3269405055085153
5129467316920818048,0.877,0.49658480781510106,-0.38041519218489894
217189761654075520,0.507,0.10162617704733927,-0.4053738229526607
