source_id,tier,vgrf_default_exact,rect_t_min_myr_p16,rect_t_min_myr_p50,rect_t_min_myr_p84,rect_abs_t_min_myr_p50,rect_d_min_pc_p16,rect_d_min_pc_p50,rect_d_min_pc_p84,v_radial_sph_kms_p50,p_rect_past,p_rect_near_now,p_rect_future,p_rect_d_lt_100_pc,p_rect_d_lt_500_pc,p_rect_d_lt_1000_pc
2026085920679467136,A,16.394464058812826,-456.55782944586974,-413.37946438490917,-339.83380977814863,413.37946438490917,1672.771021231011,2527.205025772851,4461.8983636191515,15.78628389572658,1.0,0.0,0.0,0.0,0.0,0.0
4948654828757666432,A,16.952266151345995,404.1378855147613,444.6963015553433,473.2981455963913,444.6963015553433,1551.0516169339112,2567.4908142716845,3658.594700869162,-16.297918096190955,0.0,0.0,1.0,0.0006,0.0128,0.0572
6146424240134520448,A,12.615963438738866,411.69840260878004,516.9780708909011,611.8948178374205,516.9780708909011,1180.8969358635431,2613.7931207156107,4628.818629951507,-12.4790845444676,0.0,0.0,1.0,0.0004,0.0314,0.1176
2040754058596128896,A,6.85755905229508,-1341.9953637466383,-866.9422164360648,-624.2000190752742,874.5033949341739,2313.2940502818287,2683.592832149847,3906.3441604685677,6.439069018302337,0.984,0.0006,0.0154,0.0,0.0008,0.0036
1422880922379333376,B,21.68922560977933,331.0168036422226,371.2285343162757,392.0286587239272,371.2285343162757,1386.1016592599087,2722.407696331511,4078.5825826138293,-21.31285512571464,0.0,0.0,1.0,0.001,0.0218,0.0864
2728314787225296000,B,23.60848874463828,-326.0167568197348,-317.515620757336,-305.5969706849044,317.515620757336,2559.45061935628,2746.804524099418,2982.708067170551,22.324074809460896,1.0,0.0,0.0,0.0,0.0,0.0
5895257408868197504,A,20.33352521767075,308.90981974456383,336.4104379713596,368.15471332318657,336.4104379713596,1585.8499112484785,2780.9569141961865,4062.02370216118,-18.91917600879054,0.0,0.0,1.0,0.0,0.0104,0.061
4142096769855529344,B,18.608095847673606,-252.25121037875908,-217.70143398741004,-154.96058736833717,217.70143398741004,2297.0356952726233,2798.945641065826,3795.288238755875,16.918145979683644,1.0,0.0,0.0,0.0,0.0,0.0
2821270906148391296,A,18.27371868277892,-426.38884997597603,-405.9462712874901,-365.27627598043944,405.9462712874901,1705.9375723849068,2849.432227527769,4027.8272282291323,17.636424363637975,1.0,0.0,0.0,0.0002,0.0072,0.0452
5459274728848445440,A,15.388804799548494,-624.4320903558175,-551.062159520845,-431.05718035694304,551.062159520845,1317.6718856214277,2860.443992021237,4898.376737508104,14.835151551111867,1.0,0.0,0.0,0.0018,0.0282,0.1018
