source_id,Teff,e_Teff,logg,e_logg,__Fe_H_,e__Fe_H_,__alpha_Fe_,e__alpha_Fe_,__C_Fe_,e__C_Fe_,__O_Fe_,e__O_Fe_,__Mg_Fe_,e__Mg_Fe_,__Al_Fe_,e__Al_Fe_,__Si_Fe_,e__Si_Fe_,__Ca_Fe_,e__Ca_Fe_,__Ti_Fe_,e__Ti_Fe_,__Mn_Fe_,e__Mn_Fe_,__Ni_Fe_,e__Ni_Fe_,__Ba_Fe_,e__Ba_Fe_,__Eu_Fe_,e__Eu_Fe_
6672167342843153280,4682.49,133.8,2.044971,0.30992,-1.326185,0.12137,0.244341,0.0572177,,,0.435794,0.1853113,0.269241,0.142649,0.189467,0.1017062,0.231135,0.0923115,0.305747,0.1092561,0.073538,0.1655303,-0.35501,0.1429373,-0.12514,0.1136602,0.486341,0.1430663,0.508824,0.1260855
6672229529674622976,3805.72,81.78,0.989617,0.395515,-0.588643,0.069638,,,,,,,,,,,,,,,,,,,,,,,,
6672445175687613056,4411.52,95.4,1.929901,0.250277,-0.709787,0.079163,0.319744,0.0337776,,,0.717867,0.1465576,0.425709,0.0897934,0.442378,0.0787171,0.323823,0.0670254,0.237635,0.0846435,0.313109,0.0506186,-0.142308,0.0932431,0.069949,0.0858713,-0.154954,0.1036701,0.206698,0.1134709
6673663675089142016,4613.0,172.95,2.079247,0.325671,-0.370373,0.14101,0.311103,0.1105894,,,0.869332,0.2404931,,,0.373262,0.1344147,0.355143,0.1336723,,,0.215575,0.196871,-0.143035,0.2320661,0.288477,0.2162309,0.360523,0.2055616,0.257592,0.1533641
6674646879002087552,5500.26,118.29,3.288445,0.212413,-1.741173,0.249529,,,,,0.604632,0.2059364,0.529609,0.1771735,1.34608,0.1139347,,,0.371043,0.1225143,,,-0.140963,0.1738463,,,-0.05032,0.1656304,,
6677089822042209152,3691.78,85.16,1.0826,0.405586,-0.46746,0.110049,,,,,,,,,,,,,,,,,,,,,,,,
6677464858585635968,4805.79,106.21,2.41483,0.225603,-0.318928,0.081099,0.045969,0.0369521,,,0.897425,0.1449715,-0.047622,0.0879718,0.119862,0.0777758,0.060658,0.0660675,0.130089,0.083646,0.005812,0.0612795,-0.042144,0.0914565,-0.04327,0.0849093,0.481632,0.1021518,-0.075055,0.1060479
6677742210392654208,4882.24,80.62,2.478196,0.25786,-0.380084,0.052812,0.126721,0.0214405,,,0.390573,0.0838551,0.332247,0.039367,0.281994,0.0414666,0.135545,0.0351139,0.261315,0.0460928,0.121476,0.0270733,-0.224849,0.039679,0.055001,0.0450964,0.30703,0.0512053,0.033987,0.0672752
6680308401813190656,4365.34,118.68,1.48417,0.379707,-0.930591,0.113625,0.349997,0.0577872,,,0.656045,0.1876995,0.877285,0.2888857,0.095443,0.1031224,0.426384,0.0939794,0.308302,0.1107862,0.496373,0.0953682,0.047808,0.157378,0.127833,0.1098508,0.753534,0.1456265,0.430558,0.1271648
6682807145066013184,5018.69,374.54,3.066477,0.330374,-1.914638,0.604771,,,,,2.04684,0.2766354,0.86336,0.3279647,1.715117,0.1558251,,,0.835312,0.1685955,,,0.910822,0.3010744,,,0.565691,0.2498462,2.105677,0.1619703
6683096174889953536,4569.61,262.89,1.92691,0.397905,-0.746489,0.227977,0.452831,0.1220433,,,0.799407,0.2690537,,,0.287968,0.1513345,0.418274,0.1571806,0.505292,0.1936655,,,-0.040745,0.2859355,,,-0.122971,0.2789278,0.779081,0.1593226
6684897728988664448,4236.08,91.67,1.74015,0.344972,-0.599901,0.078131,0.254654,0.0356451,,,0.394095,0.1458032,0.402506,0.1062416,0.400429,0.0782694,0.244002,0.066569,0.282136,0.084169,0.210707,0.0549123,-0.278349,0.0923908,0.069567,0.0854141,-0.062307,0.1029469,0.234329,0.1065027
6685638692448547712,4709.46,260.28,2.581929,0.299113,-0.289257,0.218115,0.444806,0.146484,,,0.868085,0.2748165,,,0.194888,0.1547478,0.723301,0.262905,0.319425,0.1764028,,,-0.151956,0.297411,,,0.711453,0.2475609,0.692741,0.1613394
6693440105405508480,4055.25,74.46,1.534543,0.270726,-0.568391,0.049945,,,,,,,,,,,,,,,,,,,,,,,,
6694819099144373376,4704.49,87.66,2.366208,0.244765,-0.681806,0.059635,0.296359,0.0227117,,,0.686182,0.1002386,0.338179,0.0481351,0.275556,0.0512094,0.231008,0.0420908,0.196533,0.0559463,0.316344,0.0325713,-0.203551,0.0500112,0.003935,0.0563839,0.100878,0.0631498,0.284121,0.0773049
6694994814846378752,4824.21,148.95,2.302771,0.282593,-0.485577,0.12378,0.405738,0.0739973,,,0.65536,0.2121979,0.423499,0.188515,0.480703,0.1176462,0.368259,0.1117504,0.473494,0.1265579,0.097771,0.1587359,0.077108,0.1838093,0.45393,0.1565949,0.150632,0.172676,0.299464,0.1377091
6695777460966929664,4488.25,109.17,2.049041,0.280172,-0.669005,0.092479,0.359432,0.0417714,,,0.517884,0.1685183,0.593698,0.1454552,0.428953,0.0917467,0.361446,0.0809296,0.1855,0.0985382,0.383612,0.0608377,-0.271714,0.1200131,0.188287,0.0988938,-0.110085,0.1254795,0.297247,0.1191768
6695816940306321536,4874.38,97.37,2.432595,0.249696,-0.656144,0.08127,0.269006,0.0365305,,,0.201382,0.1480792,0.289592,0.0915666,0.244408,0.0796201,0.16559,0.0679504,0.17599,0.0856013,0.386812,0.06008,-0.019208,0.094976,-0.018568,0.0867913,0.141917,0.1051342,0.149695,0.1196145
6698908943100392576,4904.21,101.43,2.430566,0.229638,-0.463463,0.077902,0.292363,0.0365934,,,0.38635,0.1405909,0.365031,0.0830834,0.22962,0.0751758,0.19958,0.0634566,0.326186,0.0808956,0.328955,0.0705759,-0.083469,0.0866287,0.101962,0.0822366,0.723101,0.0980011,0.131814,0.1341528
6701394354780107904,5239.5,171.32,3.074171,0.227058,-1.176763,0.221956,0.377348,0.0804906,1.556233,0.1869495,0.752016,0.2249265,0.289935,0.2127919,0.731477,0.1251903,0.188244,0.1214351,0.572735,0.1348026,0.802019,0.3257587,-0.375475,0.2048706,0.440131,0.2001232,-0.155682,0.1872629,1.187105,0.1428563
6702245269397832576,4533.57,97.19,1.386112,0.433419,-1.764666,0.079244,0.241599,0.0323561,,,0.654991,0.1215636,0.215959,0.0643058,,,0.257267,0.0527382,0.248892,0.0690352,0.139646,0.0602036,-0.411605,0.0675312,-0.218155,0.0954918,-0.122735,0.0807491,,
6704834138244926848,4973.17,104.1,2.473328,0.248585,-0.514915,0.080007,0.239207,0.0329013,,,0.498324,0.1362929,0.116008,0.0784911,0.197981,0.0726246,0.342642,0.0609451,0.114452,0.0782038,0.277377,0.0551537,-0.072996,0.0820455,0.084344,0.079591,0.057632,0.093991,0.149643,0.1011688
6705842291629349888,4997.19,110.77,2.562523,0.223115,-0.869999,0.11945,0.197335,0.0558748,,,0.158914,0.1874555,0.249459,0.1460343,0.080743,0.1029777,0.133563,0.0938084,0.09754,0.1106298,0.378363,0.1289745,-0.239248,0.1460116,-0.013325,0.1616668,0.2684,0.1453643,0.584507,0.127055
6706684444523449856,4720.2,116.11,1.87383,0.420358,-1.020151,0.10651,0.314533,0.0494155,,,0.297031,0.1724814,0.300145,0.1233936,0.18159,0.0940974,0.245231,0.0835598,0.358082,0.1010608,0.378854,0.0986722,-0.231252,0.1252364,-0.106863,0.1030894,0.168131,0.1295626,0.318418,0.120107
6708403122932864128,4317.49,106.84,1.085795,0.640338,-0.862768,0.082235,0.187586,0.0381171,,,,,0.232413,0.0853819,-0.06275,0.0764122,0.110757,0.0646918,0.260042,0.0822026,-0.077417,0.0606799,,,0.044655,0.0835104,1.16494,0.099967,0.435331,0.1047804
