source_id,Teff,e_Teff,logg,e_logg,__Fe_H_,e__Fe_H_,__alpha_Fe_,e__alpha_Fe_,__C_Fe_,e__C_Fe_,__O_Fe_,e__O_Fe_,__Mg_Fe_,e__Mg_Fe_,__Al_Fe_,e__Al_Fe_,__Si_Fe_,e__Si_Fe_,__Ca_Fe_,e__Ca_Fe_,__Ti_Fe_,e__Ti_Fe_,__Mn_Fe_,e__Mn_Fe_,__Ni_Fe_,e__Ni_Fe_,__Ba_Fe_,e__Ba_Fe_,__Eu_Fe_,e__Eu_Fe_
4622378047453302016,5146.25,121.53,2.446293,0.222947,-0.846501,0.108326,0.24651,0.0463607,1.106943,0.1479959,0.552543,0.1603442,0.279402,0.10677,0.067289,0.0868976,0.174643,0.0756184,0.363897,0.0933491,0.203418,0.106658,-0.488917,0.1096131,-0.178784,0.1022056,0.934555,0.1171959,0.359645,0.1141368
4625628895316184448,5655.06,137.69,4.058338,0.195037,-0.386318,0.149006,0.193216,0.0791077,0.622239,0.1854497,0.424843,0.2222009,0.207446,0.2074562,0.192211,0.123575,0.171305,0.1193364,0.220927,0.1330344,0.331877,0.2228132,-0.128308,0.2002706,0.234357,0.1973103,-0.076276,0.1841102,,
4627090833463961600,4158.15,84.37,1.438772,0.228663,-0.326066,0.061177,0.15459,0.0276357,,,,,0.145906,0.0694003,0.402034,0.0640689,0.145942,0.0529093,0.313053,0.0692331,0.102028,0.043198,-0.023699,0.067826,0.098272,0.0705447,0.3107,0.0810278,0.192278,0.0924435
4629620053805018368,4785.09,124.94,2.204954,0.2246,-1.054086,0.11445,0.27985,0.0556031,,,0.58126,0.1831648,0.224228,0.139308,0.107622,0.1004333,0.250728,0.0908227,0.347732,0.1078821,0.288561,0.1242589,-0.203404,0.1398928,-0.124111,0.1108306,0.322992,0.1407775,0.376126,0.1251069
4632794584392794240,4823.26,112.47,2.385773,0.199326,-0.574277,0.096076,0.296957,0.0468134,,,0.536333,0.1686827,0.25802,0.1180232,0.223697,0.0918441,0.28885,0.0810379,0.308625,0.0986427,0.266755,0.072393,-0.091108,0.1202274,0.173564,0.0989893,0.125601,0.125648,0.352335,0.1182737
4633795994671488512,5041.13,133.59,2.523549,0.223009,-0.576335,0.101277,0.272083,0.0440382,,,0.446517,0.1543515,0.220656,0.0991397,0.15123,0.083342,0.251146,0.0718254,0.359758,0.0895575,0.313114,0.0895844,-0.182305,0.102314,-0.198792,0.0943455,0.544928,0.1112457,0.332157,0.1429952
4635714784197377408,4944.53,85.0,2.450469,0.190542,-0.497876,0.058936,0.218182,0.0327996,,,0.694498,0.0954293,0.412099,0.0452237,0.191775,0.0483504,0.56854,0.0399216,0.203198,0.0530322,0.25371,0.0325221,-0.159743,0.0466778,0.032928,0.0531295,0.409486,0.0594822,0.210431,0.0734718
4636379301537488896,5148.76,152.65,2.490898,0.226009,-0.849086,0.157305,0.198134,0.0690902,,,0.694658,0.2022037,0.17262,0.1706021,0.135746,0.1117218,0.233743,0.1043583,0.146971,0.1201077,0.280573,0.26734,-0.568376,0.1680337,0.058139,0.1911623,0.601197,0.1614724,0.715272,0.1335166
4636814742501641344,4870.3,278.07,2.536322,0.27342,-0.789766,0.228996,0.095544,0.0998495,,,0.384754,0.249198,0.166742,0.2635732,0.399335,0.1395722,0.08827,0.1406961,0.076968,0.1680961,,,-0.356753,0.2479477,-0.218209,0.2252683,-0.034487,0.2215126,0.916243,0.1521519
4637480840389809792,5856.47,119.9,4.144117,0.188704,-0.669638,0.153306,0.235303,0.0646159,0.925954,0.1686235,0.502801,0.1929199,0.31964,0.1548761,0.352018,0.1062178,0.245329,0.0976662,0.104581,0.1141356,0.572443,0.2483127,-0.155714,0.1539936,0.470685,0.1900292,-0.059032,0.1512717,,
4637658785178671744,3901.23,82.43,1.213248,0.223211,-0.497209,0.068413,,,,,,,,,,,,,,,,,,,,,,,,
4638385978977693056,4000.75,199.4,1.50186,0.281018,-0.521602,0.273199,,,,,,,,,,,,,,,,,,,,,,,,
4640720963717416832,4753.65,91.77,2.16317,0.217294,-1.046611,0.069494,0.212894,0.0261692,,,0.504135,0.1073464,0.227125,0.0529394,-0.083782,0.0554335,0.17396,0.0454616,0.262621,0.0602807,0.242079,0.0469005,-0.302203,0.0553668,-0.155123,0.0611171,0.112928,0.068786,0.389856,0.0826138
4649938994339952000,6160.68,95.85,4.107932,0.185883,-0.525067,0.112258,0.206206,0.0486333,0.295184,0.1493635,0.432086,0.1623883,0.255332,0.1094604,0.188342,0.1069288,0.214041,0.076932,0.188976,0.0946449,0.146613,0.130478,-0.108753,0.1121663,,,-0.22793,0.1192497,,
4653222750226437632,4387.87,94.46,1.487173,0.245711,-0.784212,0.075044,0.122295,0.0515903,,,0.619968,0.1378842,0.125219,0.0801676,0.080944,0.0735692,0.067467,0.061869,0.313759,0.0791996,0.120228,0.0674013,-0.034003,0.0837244,-0.062507,0.0805732,0.583458,0.0954683,0.443303,0.1020825
4656835440511763968,5195.96,365.12,4.094491,0.296946,-0.205373,0.217182,,,,,1.474492,0.2844425,,,0.678306,0.1604489,,,1.0601,0.1737348,,,,,,,1.306691,0.2597208,,
4662597225031152768,4616.46,125.46,1.492158,0.286311,-1.371325,0.117533,0.100503,0.0650109,,,0.535482,0.1982064,0.034502,0.1637226,0.211651,0.1093521,0.101043,0.1014559,0.173859,0.1175339,-0.082137,0.1499117,-0.544439,0.1619151,-0.280137,0.1726506,0.604779,0.1570554,0.296519,0.1317992
4665953175026835584,4114.66,89.26,0.766041,0.279577,-1.421707,0.075943,0.133856,0.0338444,,,,,0.054694,0.0753086,-0.170338,0.0751372,0.205982,0.0591674,0.195813,0.0762689,0.061531,0.0646662,-0.625151,0.0788393,-0.168713,0.0776704,0.649539,0.0911415,0.30608,0.0993644
