source_id,Teff,e_Teff,logg,e_logg,__Fe_H_,e__Fe_H_,__alpha_Fe_,e__alpha_Fe_,__C_Fe_,e__C_Fe_,__O_Fe_,e__O_Fe_,__Mg_Fe_,e__Mg_Fe_,__Al_Fe_,e__Al_Fe_,__Si_Fe_,e__Si_Fe_,__Ca_Fe_,e__Ca_Fe_,__Ti_Fe_,e__Ti_Fe_,__Mn_Fe_,e__Mn_Fe_,__Ni_Fe_,e__Ni_Fe_,__Ba_Fe_,e__Ba_Fe_,__Eu_Fe_,e__Eu_Fe_
3462381464696611840,4551.13,94.58,1.713214,0.307245,-0.715827,0.065324,0.43655,0.0364053,,,0.404153,0.1129241,0.428507,0.0571222,0.38656,0.0587475,,,0.407884,0.0637028,0.327472,0.0546662,,,0.139976,0.0647728,0.729106,0.0733755,0.308133,0.0865307
3465735043880396800,4568.94,110.87,1.668979,0.324761,-0.905284,0.084742,0.187441,0.0393247,,,0.330343,0.1461872,0.188229,0.0893656,-0.076926,0.0784973,0.169139,0.0668011,0.2184,0.0844105,0.165238,0.0681471,-0.245349,0.092824,-0.066697,0.0856469,1.343972,0.1033148,0.606069,0.106712
3466006279655225600,3636.92,69.67,0.38221,0.430696,-0.10307,0.048364,,,,,,,,,,,,,,,,,,,,,,,,
3467628128025640448,5005.86,163.88,2.277657,0.359968,-1.462279,0.186652,0.288951,0.1133862,,,1.010061,0.2242207,0.290219,0.2114031,0.927432,0.124772,0.474586,0.1208904,0.288439,0.1343446,,,-0.524917,0.2036747,0.123601,0.1993946,0.705052,0.186445,0.943128,0.1425761
3468618302670257664,3380.57,77.38,0.662489,0.401812,-2.516768,0.092757,,,,,,,,,,,,,,,,,,,,,,,,
3470139446942820224,5290.93,129.72,2.667828,0.232152,-1.505947,0.152906,0.172971,0.0622242,,,0.312021,0.1761772,0.155071,0.128764,0.633327,0.0962894,0.081766,0.0978417,0.286413,0.1034172,,,-0.388037,0.1302122,0.245998,0.1501921,-0.424099,0.1334084,0.888414,0.1218619
3481836910633041024,4771.49,110.02,2.345094,0.298643,-0.383889,0.089607,0.296447,0.0434469,,,0.515084,0.1646535,0.51737,0.1124936,0.407044,0.0894541,0.157636,0.078399,0.31106,0.0960823,0.280893,0.0813046,-0.042506,0.1150328,0.139155,0.0966407,0.05156,0.1215395,0.393231,0.1162947
3482030905716342912,4147.48,79.29,1.335132,0.37246,-1.117192,0.058582,-0.013097,0.0197483,,,,,0.054924,0.0456147,-0.310544,0.0487507,0.164412,0.0402196,0.018575,0.0534392,-0.150759,0.0299454,-0.607334,0.0471301,-0.144166,0.0535878,0.57197,0.0599882,0.584882,0.0740217
3482648487653441152,5185.79,107.22,2.86277,0.204108,-1.686594,0.11972,0.056271,0.0462633,,,0.442251,0.1373756,0.098219,0.0796288,0.654222,0.0732673,0.099998,0.0927148,-0.089007,0.0788812,0.414936,0.1754933,-0.327336,0.0831855,0.200217,0.1111567,-0.222466,0.0949952,1.022499,0.1017914
3484630323003115136,4883.88,94.56,2.043516,0.310363,-1.567998,0.087038,0.199871,0.0270355,,,,,0.201107,0.0543158,0.697213,0.0565561,0.212568,0.0463889,0.151793,0.0614379,0.221297,0.0577781,-0.337014,0.0568737,-0.086233,0.0834045,-0.2078,0.0703248,0.788972,0.083963
