source_id,Teff,e_Teff,logg,e_logg,__Fe_H_,e__Fe_H_,__alpha_Fe_,e__alpha_Fe_,__C_Fe_,e__C_Fe_,__O_Fe_,e__O_Fe_,__Mg_Fe_,e__Mg_Fe_,__Al_Fe_,e__Al_Fe_,__Si_Fe_,e__Si_Fe_,__Ca_Fe_,e__Ca_Fe_,__Ti_Fe_,e__Ti_Fe_,__Mn_Fe_,e__Mn_Fe_,__Ni_Fe_,e__Ni_Fe_,__Ba_Fe_,e__Ba_Fe_,__Eu_Fe_,e__Eu_Fe_
3790443745507012096,4858.57,161.62,4.524641,0.209514,-2.580194,0.165576,1.215838,0.0889223,,,,,0.735427,0.1378782,,,,,1.113161,0.1072883,1.441137,0.1589256,-0.030991,0.1385866,,,0.596073,0.1397915,,
3797133105530941696,4775.08,157.22,2.326128,0.304305,-0.980552,0.148835,0.176058,0.0715953,,,0.521842,0.2121207,0.356975,0.1883727,0.192586,0.1176005,0.049993,0.1116925,0.244161,0.126508,0.207028,0.2030089,-0.222039,0.1836849,-0.180708,0.1869275,0.233673,0.1725886,0.622946,0.1376772
3798561435559473920,4908.42,95.34,2.435547,0.277255,-0.47167,0.070024,0.216176,0.0380931,,,0.773772,0.1277169,0.39264,0.0699374,0.334867,0.0675331,0.209287,0.0560888,0.222026,0.0728543,0.369014,0.0420743,-0.097267,0.0733659,0.066288,0.0742408,0.118184,0.0861831,0.1793,0.0960804
3798732035955943552,5194.57,221.45,2.755662,0.31921,-1.145096,0.279658,,,,,0.52706,0.2521014,0.034283,0.2700384,0.941202,0.1412923,,,0.100097,0.152506,,,-0.324905,0.2533505,0.421045,0.2282872,0.466603,0.2195197,1.1733,0.1532231
3799290794021416832,4885.47,107.06,3.004247,0.224743,-0.258833,0.077452,0.026224,0.0434945,,,-0.034525,0.1474577,0.103916,0.0908393,0.108003,0.0792513,0.046823,0.0675719,0.043081,0.08521,-0.013535,0.076279,0.004122,0.094266,-0.12252,0.0864159,-0.107794,0.1045353,0.227339,0.1152125
3813032971381551360,5102.38,315.96,3.581676,0.298273,-0.511065,0.264521,0.199052,0.1089656,1.599488,0.2090199,1.498826,0.2671775,0.054912,0.3049387,0.321897,0.1502232,0.147672,0.1555961,0.313235,0.1763307,,,-0.531248,0.2822428,,,0.555799,0.2380264,1.255363,0.15866
3814730445536051328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3824738543969555840,6332.59,74.48,4.09219,0.179176,-2.35962,0.145756,,,,,,,,,,,,,,,,,,,,,,,,
3837982951799855360,5541.34,95.65,4.426313,0.181819,-0.58594,0.080725,0.212929,0.0367317,,,0.399044,0.1364438,0.256267,0.0786489,0.343912,0.0727142,0.186785,0.0610324,0.110818,0.0782982,0.325605,0.0822188,-0.21039,0.0822037,0.095538,0.0901185,-0.201057,0.0941307,,
3861870353014172928,6333.01,,4.536442,,,,,,,,,,,,,,,,,,,,,,,,,,,
3864577939052402560,5240.63,112.52,2.471648,0.314095,-1.34613,0.147999,0.171777,0.0591651,,,0.738892,0.1780513,-0.154517,0.1351106,0.666985,0.0974008,-0.022979,0.09142,0.434144,0.1046134,1.037728,0.2243551,-0.312209,0.1327737,0.236539,0.1520952,1.709811,0.1353724,0.928182,0.1227413
3895796166541972608,5828.95,88.65,3.857322,0.185597,-1.156071,0.101767,0.136334,0.0351363,,,0.168362,0.1184807,0.132097,0.0616449,,,0.086171,0.0554756,0.214809,0.0671282,0.525212,0.1073762,-0.264368,0.0647348,,,-0.030342,0.0780825,,
3896085784776426496,5537.12,152.38,4.495289,0.19951,-1.307122,0.213002,0.414172,0.087301,,,0.815651,0.2330859,0.478598,0.2292094,0.871897,0.1300256,0.376038,0.1277967,0.435934,0.1401042,,,0.03801,0.2189307,0.669828,0.2085574,0.376741,0.1967931,,
3909587272169573888,4860.36,95.9,2.617032,0.276655,-0.911925,0.074194,0.248731,0.0347189,,,0.698709,0.1245241,0.255895,0.0669622,-0.076854,0.0656372,0.232111,0.0543358,0.270839,0.0708706,0.178681,0.0641735,-0.368842,0.0702966,-0.057204,0.0722238,1.502186,0.0833453,0.664566,0.094109
