source_id,random_index,ra,dec,parallax,parallax_error,parallax_over_error,pmra,pmra_error,pmdec,pmdec_error,radial_velocity,radial_velocity_error,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,bp_rp,grvs_mag,ruwe,astrometric_excess_noise,l,b,teff_gspphot,logg_gspphot,mh_gspphot,distance_pc,U_lsr,V_lsr,W_lsr,V_grf,v_total_grf,stratum_sky,stratum_gmag,stratum_colour,stratum_dist,x_kpc,y_kpc,z_kpc,vx_kms,vy_kms,vz_kms,R_kpc,r_kpc,vR_kms,vphi_kms,Lz_kpc_kms,energy_kms2,R_peri_kpc,R_apo_kpc,Z_max_kpc,eccentricity,r_peri_kpc,r_apo_kpc,eccentricity_sph
2.4965066448222884e+18,237407869.0,36.90622749805552,-2.1449486037797563,0.3443484877002412,0.016647689,20.684462,-1.590017141899729,0.019548085,-10.348854435133058,0.015828444,-40.439243,2.9657872,13.520928,13.871048,13.003227,0.86782074,12.808368,1.0383248,0.0,169.70010867133482,-56.02135210700201,5657.437,3.1042,-0.6075,2904.034824368127,119.81612576582238,-84.54890255733714,-27.73758826575269,147.45109744266284,192.00808298969457,111.0,5.0,1.0,1.0,9.774864013796776,-0.29019624606926936,-2.3831589900484094,-119.81612576582239,147.45109744266284,-27.73758826575269,9.77917073935474,10.065367709194755,-124.13896058610413,143.8306246777045,1406.5442362713218,-127622.7072136934,4.294793791316552,12.453961209351883,2.997696306216607,0.48715068180946597,4.296328759949736,12.455876182307072,0.4870730420552093
7551072198092928.0,256411973.0,46.70044998041374,7.213250606785714,0.640977884600501,0.02275457,28.169193,5.2852364826534615,0.023083879,-17.417296014232416,0.020321589,-14.35536,6.5088387,14.403023,14.861929,13.771994,1.0899353,13.544312,1.0989158,0.02413787,171.50816945481347,-42.54018739574754,5728.003,4.062,-0.7364,1560.1162286952613,50.64879862383212,-110.51721892371232,-33.89904462558756,121.48278107628768,135.91362009230096,143.0,6.0,1.0,0.0,9.314896740521133,-0.1697446360065741,-1.0298057674177492,-50.64879862383212,121.48278107628767,-33.89904462558756,9.316443233768144,9.373185928308,-52.85379487769874,120.53979951490247,1123.0021995903817,-142249.34980390855,3.2164503888427376,9.671367109271133,1.382786876850875,0.5008541377446625,3.241642645666253,9.729542453415622,0.5001778756675513
2.315644073108787e+16,630474684.0,37.6133093534242,8.835609752705547,1.688183043682318,0.014709542,114.76789,19.444650394104475,0.019696891,-13.958748875721778,0.01579919,22.921307,0.53458565,12.166992,12.76513,11.430707,1.3344231,11.130182,1.1757509,0.08077441,160.0926468656419,-46.76761888292072,,,,592.3528279366961,-24.342917936979543,-46.32974987716261,-11.62940850929552,185.6702501228374,187.6199951408154,110.0,4.0,2.0,0.0,8.559492321492101,-0.13815367007746915,-0.40657739149693084,24.34291793697956,185.6702501228374,-11.629408509295523,8.560607176961113,8.570256729731879,21.343345034840997,186.03892350013004,1592.6061437093326,-139650.89473925086,5.687764714837887,8.669486695665674,0.4399862914004389,0.20768055775957234,5.6922014629400906,8.674235282790104,0.20756948105007977
2.325381193405811e+16,746444903.0,38.561414049078735,9.449490139799472,0.1564292814895941,0.026638616,5.872275,3.2065895364047208,0.026235513,-3.242581773658788,0.02409409,-101.31391,9.394746,14.551311,15.09795,13.852807,1.2451429,13.546047,1.0597574,0.046889007,160.7375194258441,-45.74085597963873,5399.06,2.9244,-0.3402,6392.665046323322,52.22858596236826,-145.46143849932676,60.1806282711611,86.53856150067324,117.63696628758314,110.0,6.0,2.0,4.0,12.389705675206551,-1.4718228484023108,-4.5533664338754924,-52.228585962368264,86.53856150067324,60.1806282711611,12.476821278487742,13.28172485396639,-62.07239990892907,79.77320971216014,995.3160803899447,-124211.3525665373,2.530973491757712,14.598191654489666,5.60186670844837,0.7044837305089335,2.532165753486673,14.598208390527775,0.7043653883798632
1.5612691452923008e+16,498175495.0,46.963863510025135,11.230619987793132,0.145031372107357,0.01710853,8.4771385,6.552423891959842,0.022657102,-2.150659746667783,0.017170353,93.9748,2.3488343,13.202124,13.893966,12.389602,1.504364,12.01087,1.2377892,0.057436198,168.26198210855503,-39.34642465178101,5704.646,2.8316,-0.0989,6895.059913380444,-155.02024403737084,-166.6817850815523,13.01555684486732,65.3182149184477,168.72210875140374,142.0,5.0,2.0,5.0,13.398628889591427,-1.0847534097547749,-4.346520930556632,155.02024403737082,65.3182149184477,13.01555684486734,13.442468005577272,14.12771001545316,149.24376707062834,77.61471028166345,1043.3332597234103,-114173.30513793649,2.6374949205766924,17.859500365670865,8.410524238694704,0.7426457016022912,2.799486226101067,17.936125084319258,0.7299827640293167
3.3123888372132925e+18,905851363.0,64.68894717208275,16.672287250311825,0.3185146494516156,0.02966488,10.737096,1.7422150099584766,0.034213006,-3.3974354376642526,0.024639348,-8.580896,6.512893,14.909003,15.783285,13.985193,1.7980919,13.564719,1.0068613,0.0,178.03698041926896,-23.33296893338936,4939.155,3.1694,-0.1901,3139.5730203357766,22.219759123977315,-43.49494817196875,-1.2749679113233263,188.50505182803124,189.8143772304701,175.0,6.0,3.0,1.0,11.059122627881184,-0.09874923001285103,-1.2185030127439191,-22.21975912397732,188.50505182803124,-1.2749679113233263,11.05956349540712,11.12648616145312,-23.902007501957616,188.29914045898528,2082.506300036732,-124398.01869322576,7.570978019059803,11.292335533972938,1.236251350170482,0.197280159949143,7.604425259037947,11.310806898711629,0.19594692831487015
4.362254401433101e+16,1372070990.0,58.44438390247905,17.42373362421732,0.169020211735093,0.023754394,7.1153245,6.210343059354067,0.031841096,-7.720756174079656,0.019726798,117.947334,6.194035,14.662031,15.393892,13.817781,1.5761108,13.479027,1.0250093,0.0,172.9756217682719,-27.241532305602504,6041.4844,3.175,-0.5305,5916.45217891047,-114.60798104279615,-250.964266736982,-70.60761810113928,-18.964266736981983,135.9414155638143,175.0,6.0,2.0,4.0,13.398745534667704,-0.6432818797493854,-2.6832117477715434,114.60798104279618,-18.964266736981983,-70.60761810113928,13.414178822409951,13.679905656216013,115.3855605982601,-13.446380070583226,-180.37214678089273,-121669.65020018519,0.3301043750947981,16.381814625512977,8.505734326475991,0.9604947373090077,0.6609782593278254,16.58270603704764,0.9233367709629479
5.321904714193254e+16,1463185318.0,59.67105800990134,21.68024788454986,0.8496514495856516,0.018908158,44.935707,9.43759413827797,0.020374343,-9.32514793596969,0.014432634,23.106224,1.8995196,13.635348,14.216065,12.908931,1.3071346,12.581468,0.9958657,0.0,170.52664978884005,-23.426162340551222,5020.925,3.5283,-0.1806,1176.953208857195,-22.17301250548393,-57.25350300744471,-1.521441577679404,174.74649699255528,176.15418098703128,175.0,5.0,2.0,0.0,9.243212756713426,-0.17774618819104143,-0.4429176544626074,22.173012505483932,174.74649699255528,-1.5214415776794041,9.24492162072163,9.255525475191613,18.809174965370683,175.14050254541223,1619.1602186461334,-137566.88023118748,5.543996973095294,9.322013651919905,0.44511697142877116,0.25413789712132323,5.548090214269459,9.326151583200195,0.2540002657193219
1.7567340947326067e+17,694194030.0,64.68932955748463,33.35311062860473,1.1859748894400428,0.019088468,62.13044,12.533753307374903,0.023997694,-13.675842598199404,0.019212423,12.539019,7.7751994,13.876024,14.306528,13.270943,1.0355854,13.04966,1.0325713,0.030882398,165.11359552850143,-12.047645556099347,5947.7056,4.2082,-0.2144,843.1881727885059,-19.31697158418337,-56.359607082093085,2.335845302251279,175.64039291790692,176.7148810621701,206.0,5.0,1.0,0.0,8.974939875010321,-0.21184682638708918,-0.15099446723881207,19.316971584183378,175.64039291790692,2.3358453022512773,8.977439770775439,8.978709493409244,15.166885235313336,176.04731922923366,1580.454205186922,-139499.0287312855,5.412665311896222,9.022206274396078,0.15419658510485293,0.2500570192759846,5.41315248868529,9.022874335675468,0.25004953862365936
1.7685428496612634e+17,1166458064.0,62.767501419907965,34.80036230746434,0.177724630032098,0.031211728,5.6941614,2.2586866714689777,0.035161324,-0.7574108917585847,0.021127706,-9.080943,4.416535,14.901761,15.552042,14.120779,1.431263,13.835493,0.96334875,0.0,162.91577265829255,-12.14667930901532,5104.2393,2.753,-0.9242,5626.682130773853,-2.7716384880129947,-43.44531197485502,36.00647967968132,188.55468802514497,191.9818192826896,206.0,6.0,2.0,3.0,13.435987856571902,-1.6159839764589017,-1.1589388872489468,2.7716384880129947,188.55468802514497,36.006479679681306,13.53281840172695,13.582353008168258,-19.763928364911795,187.53650175833673,2537.8974219907172,-113880.92633537616,9.37969063964529,13.789196808534896,1.7699069630659678,0.19032015148556275,9.44205123282483,13.811337349321438,0.18789889916737998
