source_id,Teff,e_Teff,logg,e_logg,__Fe_H_,e__Fe_H_,__M_H_,e__M_H_,__a_M_,e__a_M_,__C_Fe_,e__C_Fe_,__N_Fe_,e__N_Fe_,__O_Fe_,e__O_Fe_,__Mg_Fe_,e__Mg_Fe_,__Al_Fe_,e__Al_Fe_,__Si_Fe_,e__Si_Fe_,__Ca_Fe_,e__Ca_Fe_,__Ti_Fe_,e__Ti_Fe_,__Mn_Fe_,e__Mn_Fe_,__Ni_Fe_,e__Ni_Fe_,__Ce_Fe_,e__Ce_Fe_
5481125185985694720,3746.3,4.7,0.832,0.027,-0.6586,0.0106,-0.6428,0.0088,0.3262,0.0067,0.216,0.0119,0.1141,0.0136,0.3646,0.0104,0.4132,0.0141,,,0.2479,0.0151,0.1472,0.0169,,,,,0.0909,0.0145,,
5482476554495650176,3994.2,6.3,0.771,0.033,-0.9347,0.0116,-0.9617,0.0101,0.1015,0.0092,-0.3871,0.0169,0.1266,0.019,0.1034,0.014,0.1016,0.0176,-0.4712,0.025,0.0601,0.0186,0.0161,0.0226,-0.2244,0.0226,-0.1784,0.0243,-0.029,0.0192,,
5484197324553101056,4326.8,8.0,2.329,0.033,-0.9205,0.011,-0.8649,0.0097,0.0849,0.0095,0.1019,0.0193,-0.0816,0.0217,0.1359,0.0176,0.0363,0.0177,-0.295,0.0253,0.1174,0.0192,0.0655,0.0231,0.1053,0.0257,-0.1659,0.0245,0.0677,0.0196,0.386,0.0514
5486670362425451392,4250.1,11.0,1.145,0.045,-1.0735,0.016,-1.0913,0.0144,0.2389,0.0146,-0.3522,0.0305,0.1499,0.0319,0.2773,0.0256,0.2782,0.0262,-0.2232,0.0393,0.2128,0.0288,0.1821,0.0378,0.0429,0.0386,-0.2559,0.0391,-0.008,0.0329,-0.0785,0.0717
5494453740815262976,4027.8,5.8,0.947,0.029,-0.7653,0.0104,-0.7863,0.009,0.1205,0.0078,-0.1839,0.0143,0.1313,0.0165,0.1312,0.0124,0.1201,0.0153,-0.1758,0.0225,0.0906,0.0164,0.0651,0.019,-0.037,0.02,-0.1576,0.0205,-0.0473,0.0162,,
5494846919301524992,4665.8,13.9,1.745,0.047,-1.2179,0.0142,-1.2387,0.0134,0.2019,0.0162,-0.4001,0.0406,0.0779,0.0407,0.317,0.0384,0.1832,0.027,-0.2431,0.0354,0.1681,0.0293,0.107,0.0402,-0.1303,0.0447,-0.4074,0.041,-0.1022,0.0335,-0.2567,0.0976
5495690141640789632,4247.3,7.3,1.119,0.035,-1.1061,0.0109,-1.1237,0.01,0.1794,0.0103,-0.4058,0.0205,0.1881,0.0226,0.1923,0.0171,0.1646,0.0186,-0.2438,0.0237,0.1666,0.0192,0.1574,0.0244,-0.0878,0.0253,-0.2992,0.0262,-0.0001,0.0203,-0.0863,0.0434
5499247057459764608,4101.9,6.4,0.997,0.032,-0.9263,0.0107,-0.9392,0.0094,0.1918,0.0089,-0.2068,0.0165,0.2778,0.0187,0.2274,0.014,0.245,0.0167,-0.18,0.0231,0.1743,0.0176,0.0899,0.0212,-0.1318,0.022,-0.1781,0.0229,0.0174,0.0179,-0.2624,0.0371
5652606290764697088,4972.6,14.9,2.839,0.036,-0.5966,0.0108,-0.5981,0.0098,0.1223,0.0108,-0.0105,0.0293,-0.0324,0.0319,0.3322,0.0392,0.1932,0.019,-0.0168,0.03,0.0706,0.0228,0.0842,0.0265,0.1074,0.0378,-0.1056,0.027,0.0019,0.0226,-0.1422,0.1258
5671223668321078400,5255.3,30.7,2.212,0.051,-1.0162,0.0139,-1.0064,0.0135,0.1872,0.0185,-0.4266,0.0742,0.3937,0.11,0.2821,0.0928,0.1419,0.0294,-0.153,0.0415,0.1737,0.0352,0.1605,0.0468,-0.2092,0.0665,-0.4853,0.0456,0.0079,0.0388,-0.0682,0.2316
5671233667005025792,4895.2,12.5,1.812,0.038,-1.1198,0.0102,-1.1355,0.0098,0.1892,0.0126,-0.4697,0.0339,0.2501,0.0353,0.4601,0.0374,0.1344,0.0208,-0.2321,0.0249,0.1515,0.0223,0.1196,0.0291,-0.0645,0.0362,-0.3555,0.0302,-0.0475,0.0235,-0.7217,0.0909
5671258715254177664,5109.3,22.3,2.708,0.051,-1.192,0.0138,-1.2086,0.0135,0.233,0.0188,-0.2119,0.0714,-0.176,0.1473,0.4614,0.0756,0.2525,0.0296,-0.2848,0.0381,0.2044,0.0336,0.2472,0.0467,0.0182,0.0604,-0.6383,0.0461,0.1309,0.0381,-0.5165,0.1762
