source_id,Teff,e_Teff,logg,e_logg,__Fe_H_,e__Fe_H_,__M_H_,e__M_H_,__a_M_,e__a_M_,__C_Fe_,e__C_Fe_,__N_Fe_,e__N_Fe_,__O_Fe_,e__O_Fe_,__Mg_Fe_,e__Mg_Fe_,__Al_Fe_,e__Al_Fe_,__Si_Fe_,e__Si_Fe_,__Ca_Fe_,e__Ca_Fe_,__Ti_Fe_,e__Ti_Fe_,__Mn_Fe_,e__Mn_Fe_,__Ni_Fe_,e__Ni_Fe_,__Ce_Fe_,e__Ce_Fe_
6030083166829773440,3966.9,5.4,1.166,0.027,-0.6501,0.0101,-0.6384,0.0085,0.3067,0.007,0.2219,0.0126,0.0275,0.0147,0.3459,0.0112,0.3783,0.0141,0.1447,0.022,0.2261,0.0153,0.1528,0.0172,0.228,0.0183,-0.087,0.0184,0.0963,0.0147,,
6030154733790653696,4177.0,7.0,1.668,0.028,-0.3416,0.0107,-0.3369,0.0088,0.2418,0.007,0.1325,0.0135,0.1413,0.0158,0.2778,0.0131,0.3023,0.0144,0.2416,0.026,0.1446,0.0166,0.0826,0.0177,0.2215,0.021,-0.0632,0.0187,0.0817,0.0156,-0.1756,0.0473
6031878394370598528,4325.3,7.5,1.285,0.033,-1.0237,0.0105,-1.0246,0.0095,0.2957,0.0098,-0.1844,0.0197,0.189,0.022,0.3409,0.0173,0.3666,0.0177,0.0882,0.0231,0.2787,0.0185,0.2861,0.023,0.0718,0.0249,-0.2139,0.0247,0.0437,0.0192,-0.0056,0.0462
6032838783472893824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6034598861028703744,4099.9,5.8,1.323,0.027,-0.5653,0.0096,-0.5729,0.0081,0.2829,0.0068,0.1294,0.0127,0.1796,0.0149,0.318,0.0116,0.3506,0.0137,0.1881,0.0215,0.2113,0.015,0.1206,0.0166,0.0909,0.0185,-0.1273,0.0178,0.0591,0.0142,-0.293,0.0355
6034682080319120512,4271.9,7.3,1.65,0.029,-0.5741,0.0104,-0.5714,0.0089,0.2973,0.0078,0.1155,0.0154,0.0781,0.0178,0.3296,0.0147,0.3736,0.0153,0.3357,0.0246,0.2657,0.0172,0.1659,0.0192,0.214,0.0224,-0.1215,0.0204,0.0954,0.0166,-0.2153,0.0484
6042243112524518400,4785.5,18.8,1.701,0.052,-1.035,0.0166,-1.0255,0.0154,0.3006,0.018,-0.224,0.0487,0.2575,0.0481,0.5166,0.0522,0.2915,0.0303,0.1163,0.0467,0.3212,0.0355,0.0293,0.0473,0.0574,0.0568,-0.2569,0.047,0.0213,0.0408,-0.222,0.1499
6043250982428959744,3892.1,4.7,1.08,0.024,-0.324,0.0094,-0.321,0.0075,0.2735,0.0055,0.1628,0.0101,0.2584,0.0118,0.3082,0.0093,0.3007,0.0119,0.2307,0.0208,0.2073,0.0133,0.0879,0.0139,,,,,0.0639,0.012,,
6043478379475878784,4845.6,16.6,2.427,0.038,-0.3866,0.0134,-0.366,0.0115,0.2213,0.0113,0.0974,0.029,0.1547,0.0318,0.436,0.0382,0.3072,0.0209,0.2526,0.0402,0.2385,0.0266,0.0732,0.0297,0.0902,0.0423,0.0161,0.0299,0.0592,0.0267,-0.3144,0.1478
6049205941700157824,4119.3,12.5,1.033,0.049,-0.8846,0.02,-0.888,0.0171,0.3036,0.0155,-0.0981,0.0318,0.1891,0.0333,0.3506,0.0271,0.2899,0.0293,0.1777,0.0529,0.2682,0.034,0.2195,0.0434,0.0917,0.0441,-0.213,0.0441,0.0868,0.0395,-0.101,0.0854
6050474881199392896,4438.6,9.8,2.08,0.032,-0.4291,0.0118,-0.4249,0.0099,0.282,0.0087,0.0932,0.0184,0.1441,0.0211,0.3201,0.0192,0.3386,0.017,0.2792,0.0307,0.255,0.0202,0.1782,0.0223,0.1963,0.0277,-0.1064,0.0232,0.1023,0.0198,-0.2165,0.072
6051957057233874432,4126.9,5.9,1.307,0.027,-0.5788,0.0096,-0.5739,0.0081,0.2685,0.0069,0.0732,0.0128,0.1741,0.015,0.3283,0.0118,0.3487,0.0137,0.2276,0.0214,0.1622,0.015,0.1774,0.0167,0.2415,0.0187,-0.065,0.0179,0.0961,0.0142,-0.0815,0.0365
6052111847856113280,4218.6,9.4,1.318,0.038,-0.7848,0.014,-0.7912,0.0121,0.3075,0.0111,-0.114,0.0223,0.2714,0.0246,0.3406,0.02,0.3736,0.0211,0.1939,0.0345,0.2756,0.0237,0.2324,0.0287,0.1067,0.0311,-0.2986,0.0299,0.0368,0.0253,-0.0016,0.0626
