source_id,Teff,e_Teff,logg,e_logg,__Fe_H_,e__Fe_H_,__M_H_,e__M_H_,__a_M_,e__a_M_,__C_Fe_,e__C_Fe_,__N_Fe_,e__N_Fe_,__O_Fe_,e__O_Fe_,__Mg_Fe_,e__Mg_Fe_,__Al_Fe_,e__Al_Fe_,__Si_Fe_,e__Si_Fe_,__Ca_Fe_,e__Ca_Fe_,__Ti_Fe_,e__Ti_Fe_,__Mn_Fe_,e__Mn_Fe_,__Ni_Fe_,e__Ni_Fe_,__Ce_Fe_,e__Ce_Fe_
4617514155905705472,5023.0,13.8,2.527,0.034,-0.6592,0.0096,-0.65,0.0088,0.3075,0.0101,0.2089,0.0278,0.1341,0.0305,0.5704,0.0378,0.3749,0.0176,0.261,0.0257,0.2881,0.0205,0.1824,0.0239,0.1035,0.0345,-0.1152,0.0246,0.1091,0.02,-0.3542,0.114
4625080440875655424,4601.5,9.6,2.621,0.029,-0.2939,0.01,-0.2816,0.0084,0.2721,0.0075,0.162,0.0164,0.1716,0.0193,0.3189,0.0189,0.3549,0.0147,0.2773,0.0264,0.2308,0.0176,0.1922,0.0187,0.1809,0.0251,-0.1423,0.0195,0.0878,0.0164,-0.1846,0.0742
4626760808176876032,4980.0,10.9,2.346,0.029,-0.6155,0.008,-0.6257,0.0073,0.2791,0.0083,-0.0749,0.0216,0.4344,0.0246,0.5127,0.0287,0.2009,0.0146,0.4056,0.0202,0.2798,0.0166,0.2245,0.0189,0.1474,0.0272,-0.195,0.0198,0.029,0.0155,-0.2676,0.0859
4638385978977693056,4420.4,7.4,1.611,0.029,-0.6664,0.0093,-0.6907,0.0082,0.0754,0.0079,-0.2917,0.016,-0.0504,0.0185,0.1127,0.0156,0.0403,0.0148,-0.2507,0.0214,0.0431,0.0162,0.0476,0.0185,-0.1722,0.022,-0.249,0.0198,-0.1317,0.0156,-0.1105,0.0487
4648712626552466944,4104.6,6.4,1.261,0.029,-0.5711,0.0106,-0.5681,0.0089,0.3118,0.0074,0.1,0.014,0.2518,0.0163,0.361,0.0128,0.4033,0.0149,0.203,0.0243,0.25,0.0166,0.1786,0.0185,0.2084,0.0206,-0.0892,0.0197,0.1015,0.016,-0.2661,0.0403
4648758458139541632,4878.8,17.1,2.192,0.048,-1.1519,0.014,-1.1643,0.0134,0.2445,0.017,-0.2265,0.0478,-0.1829,0.0616,0.4866,0.0519,0.2603,0.0277,-0.19,0.0372,0.2455,0.0311,0.2063,0.0423,0.1491,0.0512,-0.4158,0.0425,-0.1191,0.0352,-0.1367,0.1318
4650154155016136960,4533.5,15.6,1.307,0.056,-1.3971,0.0178,-1.4204,0.0169,0.2265,0.0206,-0.536,0.0511,0.1967,0.0569,0.3107,0.0435,0.2077,0.0339,-0.231,0.0451,0.1784,0.0367,0.2869,0.0536,-0.0212,0.0546,-0.271,0.0539,-0.007,0.0451,-0.1777,0.1063
4653222750226437632,4436.4,7.8,1.582,0.031,-0.8503,0.0097,-0.8605,0.0087,0.1893,0.0089,-0.2096,0.0184,0.1132,0.0209,0.2448,0.0174,0.2101,0.0162,-0.0923,0.0222,0.1679,0.0174,0.1601,0.0208,-0.0986,0.024,-0.2428,0.0222,-0.0416,0.0174,-0.0506,0.0504
4655196236159134848,4357.1,8.1,1.683,0.031,-0.674,0.0107,-0.6685,0.0093,0.2851,0.0087,0.0762,0.0176,0.0447,0.0201,0.3344,0.0169,0.2997,0.0165,0.3163,0.0256,0.2878,0.0184,0.1978,0.0212,0.174,0.0247,-0.2111,0.0224,0.0669,0.0182,-0.1995,0.0545
4657228962644536192,4517.4,14.6,1.504,0.05,-1.0753,0.0168,-1.1035,0.0153,0.192,0.0169,-0.3952,0.0399,0.0618,0.0403,0.2734,0.0368,0.1637,0.0291,-0.2194,0.0439,0.1691,0.0329,0.1559,0.0441,-0.1216,0.0481,-0.3392,0.0447,-0.1269,0.0382,-0.2347,0.1047
