source_id,Teff,e_Teff,logg,e_logg,__Fe_H_,e__Fe_H_,__M_H_,e__M_H_,__a_M_,e__a_M_,__C_Fe_,e__C_Fe_,__N_Fe_,e__N_Fe_,__O_Fe_,e__O_Fe_,__Mg_Fe_,e__Mg_Fe_,__Al_Fe_,e__Al_Fe_,__Si_Fe_,e__Si_Fe_,__Ca_Fe_,e__Ca_Fe_,__Ti_Fe_,e__Ti_Fe_,__Mn_Fe_,e__Mn_Fe_,__Ni_Fe_,e__Ni_Fe_,__Ce_Fe_,e__Ce_Fe_
6760665242762197248,4886.8,21.1,2.176,0.047,-0.6141,0.0164,-0.5985,0.0144,0.2829,0.0154,0.0889,0.0423,0.0898,0.0435,0.5409,0.0539,0.39,0.0271,0.3043,0.0506,0.2436,0.0344,0.1536,0.0415,0.0784,0.0565,-0.0762,0.0409,0.0817,0.0371,-0.2829,0.1898
6761336120979123712,4216.7,5.9,1.54,0.024,-0.3492,0.0088,-0.3479,0.0073,0.2513,0.0059,0.1196,0.0113,0.2026,0.0136,0.29,0.0111,0.3113,0.0122,0.1556,0.0203,0.1949,0.0137,0.0789,0.0145,0.1381,0.0174,-0.03,0.0154,0.06,0.0124,-0.1894,0.0387
6761380754285338880,4182.7,7.3,1.126,0.034,-1.0104,0.0114,-1.0076,0.0102,0.287,0.01,-0.1357,0.0194,0.2189,0.0215,0.3321,0.0164,0.2841,0.0185,0.1811,0.0253,0.3313,0.0195,0.26,0.0242,0.1266,0.0251,-0.1469,0.0258,0.0458,0.0204,0.0572,0.0438
6761399372930292608,4398.4,11.4,1.492,0.045,-1.1924,0.0146,-1.2021,0.0135,0.311,0.0149,-0.0848,0.0329,0.2485,0.0339,0.3685,0.0282,0.3565,0.0258,-0.1292,0.0353,0.3288,0.0278,0.2252,0.0374,0.0127,0.0389,-0.2789,0.0387,-0.0048,0.0317,-0.3616,0.0743
6761476819785443968,3730.6,3.8,1.174,0.018,0.2596,0.0085,0.2674,0.0063,0.0235,0.0037,0.0496,0.0073,0.2009,0.0084,0.065,0.0071,0.0387,0.0091,,,-0.0403,0.0106,-0.0979,0.0099,,,,,0.0341,0.0086,,
6761698925450024448,4274.8,8.7,1.31,0.037,-0.9886,0.0125,-0.9907,0.0112,0.2885,0.0112,-0.1281,0.0227,0.1039,0.0248,0.3284,0.0197,0.2942,0.0204,0.1649,0.0291,0.2124,0.022,0.2202,0.0276,0.1181,0.0293,-0.2067,0.0291,0.0345,0.0236,0.1623,0.0553
6761883192405610880,4167.6,6.2,1.354,0.028,-0.663,0.0097,-0.6611,0.0083,0.3013,0.0074,0.0304,0.0139,0.0991,0.0162,0.3435,0.0126,0.3657,0.0144,0.2351,0.0217,0.2581,0.0156,0.199,0.0177,0.143,0.0198,-0.1482,0.019,0.057,0.0151,-0.1142,0.0382
6761899448882674048,4327.6,6.9,1.621,0.028,-0.6469,0.0094,-0.6467,0.0081,0.302,0.0075,0.0373,0.0148,0.1127,0.0172,0.3537,0.0141,0.3642,0.0144,0.2534,0.0214,0.2715,0.0157,0.1943,0.0178,0.1401,0.0208,-0.1515,0.0191,0.1089,0.0151,-0.2083,0.0444
6761907660860128768,4295.9,7.3,1.366,0.031,-0.8545,0.0103,-0.8609,0.0092,0.2853,0.0089,0.011,0.0176,0.2707,0.02,0.3466,0.0159,0.3333,0.0166,0.1235,0.0233,0.2756,0.0178,0.1529,0.0212,0.0154,0.0235,-0.1341,0.0227,0.0901,0.0179,-0.2751,0.0458
6762199164561682816,3895.9,5.3,0.974,0.029,-0.7936,0.0107,-0.7924,0.0091,0.3366,0.0077,0.1211,0.0137,0.1435,0.0157,0.3742,0.0117,0.4048,0.0153,0.1168,0.0228,0.2423,0.0163,0.227,0.0189,,,,,0.1134,0.0161,,
