source_id,Teff,e_Teff,logg,e_logg,__Fe_H_,e__Fe_H_,__M_H_,e__M_H_,__a_M_,e__a_M_,__C_Fe_,e__C_Fe_,__N_Fe_,e__N_Fe_,__O_Fe_,e__O_Fe_,__Mg_Fe_,e__Mg_Fe_,__Al_Fe_,e__Al_Fe_,__Si_Fe_,e__Si_Fe_,__Ca_Fe_,e__Ca_Fe_,__Ti_Fe_,e__Ti_Fe_,__Mn_Fe_,e__Mn_Fe_,__Ni_Fe_,e__Ni_Fe_,__Ce_Fe_,e__Ce_Fe_
3742604784856922752,4961.0,14.8,2.131,0.053,-1.8785,0.0118,-1.9477,0.0126,0.3287,0.0211,0.2628,0.0666,0.53,0.06,0.7705,0.0605,0.2988,0.031,-0.3281,0.0264,0.2208,0.0295,0.3914,0.0479,0.085,0.0505,-0.0649,0.0487,-0.1487,0.0358,0.1087,0.0962
3758397340948607104,4912.7,11.7,2.37,0.036,-1.0857,0.0093,-1.1059,0.009,0.2328,0.0115,-0.0806,0.0309,-0.288,0.042,0.4876,0.0346,0.2474,0.0191,-0.205,0.0224,0.204,0.0203,0.2708,0.0261,-0.0681,0.0331,-0.2833,0.0273,-0.025,0.021,-0.5152,0.0838
3760901822278397952,4250.4,8.6,0.787,0.046,-1.6972,0.0131,-1.7384,0.0128,0.2683,0.016,-0.6074,0.0338,0.4068,0.0339,0.3014,0.024,0.2427,0.0262,-0.3168,0.0268,0.2698,0.0251,0.2135,0.0375,-0.139,0.0339,-0.3184,0.0399,-0.0053,0.03,-0.3539,0.0466
3761140966057111424,5078.1,16.2,2.546,0.036,-0.5588,0.0105,-0.5582,0.0095,0.1675,0.0109,-0.0172,0.0311,0.3425,0.0337,0.2665,0.0448,0.212,0.0189,0.2268,0.0299,0.1272,0.023,0.1255,0.0265,0.0939,0.0395,-0.1273,0.0269,0.083,0.0225,-0.359,0.1425
3787798389250226304,5126.0,30.7,2.807,0.061,-1.5777,0.0156,-1.5658,0.0182,0.3258,0.0249,-0.2768,0.1749,0.0252,0.1715,0.5759,0.0989,0.3945,0.0383,-0.0036,0.0424,0.3191,0.0415,0.0386,0.0631,0.1082,0.0751,0.0147,0.0606,0.0015,0.0496,0.6924,0.1929
3791587095865910144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3791953890368136320,5021.1,14.4,3.695,0.033,-0.4866,0.0099,-0.4768,0.0089,0.1952,0.0422,0.1083,0.0262,-0.1815,0.0292,0.2106,0.0373,0.322,0.0172,0.2391,0.0276,0.1249,0.0208,0.1474,0.0233,0.0927,0.0349,-0.1332,0.0239,0.1216,0.0199,0.0384,0.1243
3797133105530941696,4927.5,19.6,2.174,0.05,-1.0021,0.0151,-1.0204,0.0141,0.1005,0.0174,-0.3082,0.0505,0.3104,0.0496,0.3316,0.0588,0.086,0.0288,-0.275,0.0425,0.07,0.0337,0.002,0.0447,-0.0175,0.0565,-0.432,0.0444,-0.0998,0.0379,-0.6372,0.1613
3798561435559473920,4846.3,11.0,2.242,0.03,-0.541,0.0091,-0.5412,0.0082,0.2912,0.0086,0.1229,0.021,0.1243,0.024,0.4662,0.0263,0.3223,0.0155,0.2793,0.0237,0.2928,0.018,0.2136,0.0203,0.0582,0.0283,-0.1866,0.0212,0.0783,0.0171,-0.1006,0.0866
3798732035955943552,5043.6,108.0,1.633,0.21,-1.5742,0.0386,-1.6613,0.0884,0.5279,0.0915,-0.7078,0.2323,1.7297,0.1732,0.6499,0.1635,0.5637,0.1031,,,0.3156,0.1054,0.0756,0.1332,0.3496,0.1419,0.3759,0.0953,,,-0.6614,0.2853
3800451843940483072,4854.6,12.5,2.096,0.037,-0.9089,0.0105,-0.9223,0.0098,0.0903,0.0116,-0.4025,0.0299,0.0736,0.032,0.2997,0.0342,0.0547,0.0197,-0.2521,0.0265,0.0718,0.022,0.1257,0.0273,-0.0114,0.0351,-0.2085,0.0283,-0.062,0.0226,-0.2595,0.0942
3801125118718473600,4647.6,12.5,2.423,0.037,-0.5641,0.0126,-0.5746,0.0109,0.2864,0.0107,0.0756,0.0249,0.0205,0.0276,0.3777,0.0277,0.3582,0.0198,0.273,0.034,0.2395,0.0236,0.1932,0.0273,0.139,0.035,-0.1847,0.0281,0.0782,0.024,-0.1345,0.0975
3801542628194522368,5229.7,14.6,2.324,0.035,-0.9349,0.0084,-0.9367,0.0082,0.1723,0.0112,-0.1737,0.0351,0.0917,0.0532,0.3586,0.05,0.1407,0.0181,-0.1513,0.0217,0.1574,0.0201,0.0831,0.025,0.0683,0.0366,-0.3374,0.0257,-0.0106,0.0199,-0.4594,0.1199
3802309331396474752,4736.7,9.4,2.348,0.03,-0.7501,0.0088,-0.7558,0.008,0.3111,0.0087,0.1175,0.0202,0.0393,0.023,0.4639,0.0225,0.378,0.0155,0.2901,0.0212,0.2654,0.0171,0.2588,0.02,0.1749,0.0258,-0.2472,0.0212,0.0947,0.0166,0.1279,0.0669
3808637050879335296,4847.2,12.3,1.525,0.043,-1.5202,0.0108,-1.5378,0.0109,0.2298,0.0155,-0.6815,0.0425,0.4319,0.0419,0.3782,0.0408,0.1728,0.0243,-0.1789,0.0245,0.2114,0.0243,0.0334,0.0351,-0.0088,0.0394,-0.4521,0.0365,-0.101,0.0274,-0.6123,0.0816
3808637050879335296,4851.5,12.2,1.669,0.043,-1.4705,0.0106,-1.4927,0.0107,0.2172,0.015,-0.6303,0.0477,0.1004,0.083,0.3539,0.0399,0.1772,0.0237,-0.2331,0.0243,0.2072,0.0239,0.1647,0.034,-0.1354,0.0386,-0.6979,0.0354,-0.0409,0.0267,-0.4294,0.0816
3829035744648164736,4830.3,10.3,2.171,0.032,-0.8201,0.0088,-0.8384,0.0082,0.13,0.0094,-0.235,0.0232,-0.2283,0.0258,0.318,0.0266,0.0623,0.0163,-0.262,0.0213,0.1111,0.0179,0.148,0.0214,-0.0193,0.028,-0.3257,0.0226,-0.0615,0.0176,0.0009,0.0746
3830942572688634624,4650.2,11.8,1.347,0.051,-1.8936,0.0126,-1.9299,0.0131,0.3409,0.0196,-0.4946,0.0516,0.5154,0.0483,0.4293,0.04,0.3765,0.03,-0.3376,0.027,0.2858,0.0283,0.2843,0.0452,-0.0417,0.0434,,,0.0363,0.0347,-0.3839,0.0694
3833457460723595136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3841456274672301952,4318.3,6.8,1.768,0.028,-0.6576,0.0094,-0.6554,0.0082,0.2675,0.0075,0.0909,0.0148,0.0706,0.0172,0.3018,0.0141,0.3394,0.0144,0.2221,0.0215,0.2197,0.0158,0.1748,0.0179,0.1474,0.0208,-0.1069,0.0192,0.0931,0.0152,-0.2665,0.044
3859548016952645632,4747.5,21.0,1.917,0.065,-1.4596,0.0197,-1.4988,0.0192,0.2249,0.0255,-0.3556,0.0727,-0.4839,0.7901,0.2371,0.067,0.1716,0.0403,-0.2584,0.0531,0.1887,0.0445,0.2877,0.0677,-0.2813,0.0716,-0.4076,0.0663,0.0501,0.0566,-0.1536,0.1555
