source_id,Teff,e_Teff,logg,e_logg,__Fe_H_,e__Fe_H_,__M_H_,e__M_H_,__a_M_,e__a_M_,__C_Fe_,e__C_Fe_,__N_Fe_,e__N_Fe_,__O_Fe_,e__O_Fe_,__Mg_Fe_,e__Mg_Fe_,__Al_Fe_,e__Al_Fe_,__Si_Fe_,e__Si_Fe_,__Ca_Fe_,e__Ca_Fe_,__Ti_Fe_,e__Ti_Fe_,__Mn_Fe_,e__Mn_Fe_,__Ni_Fe_,e__Ni_Fe_,__Ce_Fe_,e__Ce_Fe_
3415165549181944960,4838.7,17.2,1.831,0.059,-1.7937,0.0151,-1.7872,0.0156,0.2336,0.0235,-0.3922,0.0702,0.1338,0.1652,0.3639,0.0625,0.326,0.0356,-0.1115,0.0365,0.2176,0.036,0.3431,0.0574,0.1198,0.0595,-0.2124,0.0574,-0.1459,0.0451,-0.2279,0.1165
3444240652414859136,5058.1,16.3,3.152,0.037,-0.6643,0.0108,-0.6641,0.01,0.2665,0.0116,0.0983,0.0333,0.0064,0.0356,0.378,0.0461,0.3623,0.02,0.3081,0.0304,0.2121,0.0238,0.2842,0.0282,0.2055,0.0409,-0.169,0.0287,0.0581,0.0239,-0.3903,0.1401
3496384652060471680,4790.9,13.5,2.427,0.039,-0.831,0.0119,-0.8286,0.0109,0.3358,0.0121,-0.0054,0.0307,-0.0673,0.0327,0.5536,0.0346,0.3889,0.0211,0.2589,0.0313,0.3315,0.0243,0.2427,0.0298,0.1117,0.038,-0.2171,0.0306,0.0702,0.0253,-0.344,0.1038
3496553186574955520,4996.1,28.5,1.831,0.089,-2.2216,0.0216,-2.2603,0.0379,0.4189,0.0436,,,-0.2218,15.4224,0.4423,0.1394,0.4142,0.0667,,,0.3698,0.0664,0.5712,0.1163,-0.7047,0.1115,,,,,-0.2074,0.2013
3513324690268453120,5025.6,22.7,2.697,0.046,-0.766,0.0143,-0.7819,0.0132,0.1299,0.0156,-0.0042,0.0466,-0.0442,0.0469,0.4398,0.0614,0.1366,0.0264,0.01,0.0426,0.0501,0.0323,0.1459,0.0404,0.0538,0.0557,-0.3148,0.0399,0.025,0.0348,-0.4352,0.1854
3568121669738208000,4653.9,13.6,1.728,0.047,-1.2956,0.014,-1.2982,0.0134,0.2326,0.0164,-0.3211,0.0411,-0.127,0.0517,0.2846,0.0381,0.2881,0.0272,-0.1363,0.0346,0.1761,0.0292,0.1947,0.0405,-0.0544,0.0444,-0.2754,0.0414,0.0163,0.0336,-0.2969,0.0937
3602036140256454784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3604163209923139200,5124.5,26.6,1.952,0.076,-2.2161,0.0177,-2.0976,0.0219,0.3586,0.0352,0.1109,0.1388,1.1354,0.2183,0.196,0.1301,0.5343,0.0503,0.4424,0.0452,0.446,0.0505,,,,,0.5188,0.084,0.5095,0.0665,0.2302,0.1948
3606389553466632320,4905.4,20.0,2.965,0.042,-0.3718,0.0151,-0.382,0.013,0.1775,0.0131,0.1592,0.0352,0.047,0.0376,0.2587,0.048,0.291,0.0238,0.1823,0.0474,0.1559,0.0309,0.0782,0.0352,0.0691,0.0506,-0.0803,0.0348,0.0052,0.0318,-0.0802,0.186
3608981750912397184,4026.8,6.4,0.715,0.035,-1.1638,0.0116,-1.1534,0.0104,0.2321,0.0102,-0.1906,0.0187,0.3154,0.0207,0.2589,0.0149,0.3388,0.0188,-0.0132,0.0242,0.2593,0.0192,0.216,0.0244,-0.1089,0.0237,-0.1063,0.0263,0.1626,0.0204,,
3610260246713189888,4997.0,19.0,2.432,0.06,-1.8189,0.0143,-1.8451,0.0151,0.3305,0.0245,0.2777,0.0809,-0.5142,0.9143,0.6398,0.0774,0.3461,0.0361,-0.3009,0.0349,0.2837,0.0363,0.0075,0.0589,,,-0.2006,0.0584,-0.0539,0.0453,-0.1646,0.1332
3610260246713189888,4982.9,46.9,2.29,0.103,-1.7263,0.0215,-1.7673,0.0346,0.2594,0.0375,0.1246,0.1384,-0.0311,0.3171,0.3828,0.1191,0.2426,0.0573,-0.3688,0.0598,0.3142,0.0614,0.4022,0.0958,-0.5705,0.1018,,,-0.5398,0.0741,-0.2136,0.224
3610983759723934848,4755.5,15.0,2.178,0.043,-0.8546,0.0137,-0.8635,0.0125,0.2097,0.0138,-0.0831,0.0351,-0.028,0.0366,0.4049,0.0386,0.2679,0.024,0.0949,0.0371,0.1596,0.0279,0.1856,0.0351,0.0384,0.0436,-0.2142,0.0356,0.0219,0.0302,-0.0485,0.1171
3613069705080681216,3819.5,5.0,0.841,0.029,-0.7705,0.0108,-0.7596,0.0091,0.3234,0.0074,0.144,0.0131,0.0936,0.015,0.3527,0.0112,0.3499,0.015,,,0.2703,0.016,0.2123,0.0184,,,,,0.146,0.0157,,
3614617954891437824,4611.3,12.1,2.392,0.035,-0.4795,0.0125,-0.4723,0.0107,0.2481,0.0101,0.0937,0.0229,0.1274,0.0257,0.3313,0.0256,0.2821,0.019,0.3251,0.0342,0.2044,0.023,0.1905,0.0259,0.1704,0.0335,-0.1086,0.0266,0.0919,0.023,-0.2882,0.0952
3615917337117123584,4979.9,21.7,2.582,0.056,-1.2438,0.016,-1.264,0.0155,0.1391,0.0209,-0.5057,0.127,-0.5076,0.6275,0.3295,0.073,0.107,0.0332,-0.2303,0.0446,0.108,0.0378,0.22,0.0537,-0.1125,0.0653,-0.0995,0.0528,-0.0996,0.0445,0.1665,0.1755
3632482407502650624,5826.9,69.9,4.521,0.069,-1.3066,0.0211,-1.3207,0.019,0.2598,0.2089,0.2107,0.1476,1.028,0.1234,0.212,0.2395,0.3364,0.0306,-0.0302,0.0364,0.2441,0.0332,0.2691,0.048,0.0485,0.2041,,,0.0822,0.0511,,
3641313238221185920,5135.4,19.4,2.351,0.042,-0.7963,0.012,-0.7947,0.0112,0.2759,0.0139,0.0441,0.0431,0.2581,0.0441,0.6181,0.0606,0.3093,0.0232,0.1452,0.0344,0.2616,0.0278,0.0974,0.0344,0.1594,0.0495,-0.1504,0.0344,-0.0046,0.0289,-0.5434,0.1708
3641313238221185920,5181.0,20.7,2.386,0.043,-0.7946,0.0122,-0.7835,0.0114,0.2898,0.0144,0.0911,0.046,0.055,0.0465,0.4398,0.0666,0.3161,0.0238,0.15,0.0357,0.2726,0.0288,0.213,0.0357,0.2302,0.0523,-0.1492,0.0355,-0.0513,0.03,-0.1087,0.1872
