source_id,Teff,e_Teff,logg,e_logg,__Fe_H_,e__Fe_H_,__M_H_,e__M_H_,__a_M_,e__a_M_,__C_Fe_,e__C_Fe_,__N_Fe_,e__N_Fe_,__O_Fe_,e__O_Fe_,__Mg_Fe_,e__Mg_Fe_,__Al_Fe_,e__Al_Fe_,__Si_Fe_,e__Si_Fe_,__Ca_Fe_,e__Ca_Fe_,__Ti_Fe_,e__Ti_Fe_,__Mn_Fe_,e__Mn_Fe_,__Ni_Fe_,e__Ni_Fe_,__Ce_Fe_,e__Ce_Fe_
5212781809787483392,4844.5,13.5,1.574,0.045,-1.4478,0.0117,-1.4476,0.0116,0.3184,0.016,-0.4065,0.0441,0.2492,0.05,0.5013,0.0434,0.2665,0.0254,-0.1191,0.0277,0.356,0.0262,0.0775,0.0374,-0.0619,0.0425,,,0.1727,0.0297,-0.5053,0.0924
5262452866047551872,4311.4,7.5,1.286,0.034,-1.0455,0.0106,-1.0594,0.0096,0.209,0.01,-0.3237,0.0201,0.0691,0.0223,0.2387,0.0174,0.2413,0.018,-0.1906,0.0233,0.1993,0.0188,0.1715,0.0235,-0.0873,0.0251,-0.2725,0.0252,-0.0164,0.0196,-0.2073,0.0458
5262578489548181120,3889.3,5.4,0.864,0.03,-0.8259,0.0109,-0.8283,0.0093,0.1718,0.0079,-0.0528,0.014,0.1178,0.016,0.1845,0.0119,0.2438,0.0156,-0.1589,0.023,0.0643,0.0165,0.1051,0.0193,,,,,0.01,0.0165,,
5266246597783119616,4916.2,10.9,3.211,0.03,-0.6535,0.0085,-0.6449,0.0078,0.3176,0.0087,0.1093,0.0219,-0.0721,0.0248,0.4353,0.0278,0.4134,0.0153,0.2814,0.0215,0.2429,0.0174,0.2413,0.0199,0.1719,0.0279,-0.2145,0.0209,0.1212,0.0165,-0.0186,0.0846
5269385291159051136,4601.4,12.5,2.538,0.035,-0.417,0.0129,-0.4022,0.011,0.3037,0.01,0.1486,0.0228,0.1195,0.0256,0.3439,0.0257,0.4132,0.0192,0.3246,0.0361,0.2672,0.0235,0.1921,0.0262,0.2212,0.0341,-0.1749,0.0268,0.0878,0.0234,-0.2391,0.0998
5274199640260374144,5068.2,15.1,2.432,0.034,-0.5663,0.0099,-0.5624,0.009,0.1022,0.0103,-0.0808,0.029,0.1164,0.0317,0.2492,0.0414,0.0698,0.0179,0.0234,0.0277,0.1076,0.0215,0.0017,0.0247,-0.1204,0.0368,-0.1507,0.0252,-0.0284,0.0209,-0.1743,0.1305
5283391523111812864,4324.1,8.8,1.174,0.039,-1.1905,0.0123,-1.2125,0.0113,0.2651,0.0123,-0.3921,0.0257,0.1592,0.0274,0.3132,0.0214,0.2285,0.0216,-0.2269,0.0275,0.2667,0.0225,0.2557,0.0297,-0.0541,0.0306,-0.3069,0.0314,0.0028,0.0247,-0.2548,0.054
5283409699413136768,4401.4,8.2,1.386,0.034,-1.0138,0.0105,-1.0298,0.0096,0.1918,0.0102,-0.3426,0.0212,0.0756,0.0234,0.2434,0.019,0.1474,0.0182,-0.1788,0.0237,0.1729,0.0192,0.1391,0.024,-0.0651,0.0263,-0.4132,0.0255,-0.0709,0.0199,-0.2697,0.0512
5284291640876892800,4102.8,7.4,0.461,0.037,-1.1497,0.0124,-1.1542,0.0112,0.0828,0.0112,-0.3757,0.0213,0.3008,0.0233,0.1173,0.0171,0.2096,0.0203,-0.2797,0.027,0.0303,0.0211,0.2168,0.0272,-0.131,0.0268,-0.2141,0.029,-0.0889,0.0229,0.1038,0.0424
5285731112053670528,4058.9,6.3,0.857,0.032,-0.9718,0.0109,-0.9821,0.0097,0.1365,0.0091,-0.3538,0.0167,0.1275,0.0189,0.174,0.0139,0.2096,0.0171,-0.2802,0.0234,0.0739,0.0178,0.1493,0.0218,-0.0186,0.0221,-0.194,0.0235,-0.0395,0.0184,,
5287168070671330304,4473.8,12.6,1.803,0.043,-0.8938,0.0149,-0.8961,0.0133,0.297,0.0136,-0.0393,0.0305,0.0785,0.0323,0.3537,0.0291,0.3176,0.0244,0.3222,0.0387,0.2696,0.0279,0.1792,0.0351,0.0442,0.0397,-0.2107,0.036,0.07,0.0306,-0.0788,0.0901
5319103282823548288,4848.1,14.7,2.375,0.039,-0.7216,0.0121,-0.7225,0.0109,0.1454,0.0121,-0.0862,0.0313,0.0226,0.0335,0.2865,0.0376,0.1508,0.0211,0.0252,0.0331,0.1638,0.0249,0.0658,0.03,-0.0192,0.0398,-0.1858,0.0306,-0.0349,0.0257,0.238,0.1183
5350413766239191168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5350413766239191168,15052.9,1712.7,4.295,0.164,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5366828203502207872,4763.4,10.8,2.943,0.029,-0.3113,0.0096,-0.3135,0.0082,0.2413,0.0078,0.0875,0.0182,0.1056,0.0213,0.2875,0.0229,0.3088,0.0148,0.2454,0.0257,0.2048,0.0179,0.1032,0.0191,0.2243,0.027,-0.1461,0.0199,0.0348,0.0166,-0.0572,0.0869
