source_id,Teff,e_Teff,logg,e_logg,__Fe_H_,e__Fe_H_,__M_H_,e__M_H_,__a_M_,e__a_M_,__C_Fe_,e__C_Fe_,__N_Fe_,e__N_Fe_,__O_Fe_,e__O_Fe_,__Mg_Fe_,e__Mg_Fe_,__Al_Fe_,e__Al_Fe_,__Si_Fe_,e__Si_Fe_,__Ca_Fe_,e__Ca_Fe_,__Ti_Fe_,e__Ti_Fe_,__Mn_Fe_,e__Mn_Fe_,__Ni_Fe_,e__Ni_Fe_,__Ce_Fe_,e__Ce_Fe_
4130483728044349696,3890.7,5.3,0.955,0.029,-0.7732,0.0107,-0.7768,0.0091,0.3177,0.0076,0.1141,0.0135,0.091,0.0155,0.349,0.0116,0.3455,0.0152,0.0212,0.0227,0.1685,0.0161,0.1994,0.0187,,,,,0.1478,0.016,,
4130585845186285696,3712.4,4.6,0.623,0.024,-0.2561,0.0105,-0.2262,0.0082,0.14,0.0055,0.0494,0.0102,0.1672,0.0117,0.2124,0.0094,0.2943,0.0125,,,0.0636,0.014,0.0743,0.0145,,,,,0.013,0.0127,,
4130725139563049088,4949.1,15.6,2.534,0.036,-0.4614,0.0115,-0.4465,0.0101,0.249,0.0106,0.1462,0.0282,0.1326,0.0311,0.3014,0.0387,0.2793,0.0191,0.2772,0.0331,0.2709,0.0236,0.1207,0.0266,0.2209,0.0388,-0.1044,0.027,0.0581,0.0232,-0.0889,0.1368
4134401318029865984,3855.1,4.3,1.127,0.02,-0.0394,0.0087,-0.0199,0.0067,0.0725,0.0044,0.0489,0.0083,0.1712,0.0098,0.1224,0.008,0.124,0.0102,0.0723,0.0196,0.0164,0.0116,-0.0275,0.0114,,,,,-0.0578,0.0099,,
4134602601674148352,3855.2,4.5,1.116,0.023,-0.2499,0.0092,-0.2433,0.0073,0.2723,0.0052,0.1912,0.0095,0.1755,0.0112,0.3154,0.0089,0.2887,0.0114,0.1649,0.0205,0.1874,0.0128,0.0627,0.0132,,,,,0.0502,0.0114,,
4137879043256821376,4251.3,6.2,1.541,0.025,-0.458,0.009,-0.4473,0.0076,0.2758,0.0064,0.079,0.0123,0.3947,0.0147,0.3222,0.012,0.3398,0.0128,0.3115,0.0207,0.2354,0.0144,0.1593,0.0155,0.1882,0.0184,-0.0871,0.0166,0.0985,0.0132,-0.1513,0.0404
4138318676111337600,4333.5,8.4,1.63,0.031,-0.5328,0.0112,-0.5243,0.0095,0.3015,0.0084,0.071,0.017,0.1136,0.0196,0.3576,0.0167,0.3441,0.0164,0.2835,0.0278,0.3101,0.0188,0.1703,0.0211,0.1806,0.0251,-0.1426,0.0222,0.1099,0.0185,-0.1523,0.0582
4138335134426278144,4007.4,5.6,1.184,0.028,-0.6526,0.0101,-0.6504,0.0085,0.303,0.0071,0.1308,0.0129,0.135,0.015,0.3361,0.0115,0.3676,0.0142,0.2007,0.022,0.2368,0.0154,0.1555,0.0174,0.2109,0.0186,-0.0955,0.0187,0.0912,0.0148,,
4138358395969702272,4504.1,9.9,2.135,0.034,-0.6553,0.0114,-0.6474,0.01,0.2877,0.0096,0.0655,0.0208,0.006,0.0234,0.3485,0.0213,0.3671,0.0179,0.3313,0.0288,0.2495,0.0206,0.1951,0.0239,0.1067,0.029,-0.2179,0.0249,0.0802,0.0207,-0.1507,0.071
4163409600171990528,4823.0,12.6,2.422,0.036,-0.8319,0.0108,-0.829,0.0099,0.2348,0.0113,0.0859,0.0285,-0.0492,0.0308,0.3959,0.0327,0.2676,0.0195,0.2248,0.0278,0.2118,0.0221,0.1697,0.027,0.0473,0.0349,-0.1754,0.0279,0.0603,0.0226,-0.2471,0.0959
